x_end,y_end,z_end,deg1,deg2,deg3,deg4,timestamps
546.2416455466932,93.92725325916537,-380.40008694022924,17.336890282695922,0.0,18.24491841042655,-12.336890223604922,0.0
547.4253448083849,98.32647942980957,-347.2299093094621,18.314952436862555,0.0,5.275392717960877,-12.887965116368347,0.010101010101010102
551.3250755682213,99.63260183897732,-340.2047459745207,18.37139840806914,0.0,0.0,-12.76390950292188,0.020202020202020204
554.412344074984,99.13583014451325,-332.0355408336167,17.921085688719675,0.0,0.0,-12.765982271034977,0.030303030303030304
556.5463676216849,98.01151005999215,-321.873846163876,17.469209241512445,0.0,0.0,-13.036767903399115,0.04040404040404041
558.0813527228521,96.99297368453668,-312.51611651871326,17.24726717407022,0.0,0.0,-13.330434392241736,0.05050505050505051
559.0564992404375,96.36115153502601,-307.86634469139966,17.21005241800864,0.0,0.0,-13.440768764671684,0.06060606060606061
560.604880467122,95.79293914825574,-308.57691146816865,17.30194109918527,0.0,0.0,-13.306725848321433,0.07070707070707072
562.9046421574822,95.12118389774656,-309.9212988758594,17.45599109195201,0.0,0.0,-13.065939792922615,0.08080808080808081
565.360157292966,94.28802591988625,-309.2082265744897,17.55430478131497,0.0,0.0,-12.897001875371243,0.09090909090909091
568.5072512641883,93.39277899839149,-304.75585153918183,17.551057967298114,0.0,0.0,-12.91226809431172,0.10101010101010102
572.840700166113,92.61511802960027,-297.5308244341663,17.442601281014397,0.0,0.11479767655417561,-13.153018509747175,0.11111111111111112
577.9788223869218,92.20745602410592,-291.2335545422713,17.31999102477506,0.0,1.6813322132407436,-13.588752991568324,0.12121212121212122
583.3806803030466,92.11428566220138,-287.61708033356774,17.230494203490643,0.0,3.0428714665769903,-14.050678137928887,0.13131313131313133
588.7718061755553,92.30567859863358,-282.98124307768745,17.13184982010745,0.0,4.2892536885201515,-14.388412572201378,0.14141414141414144
594.2574088051662,92.8207877627919,-275.46123863410054,17.03130162711469,0.0,5.430951168024716,-14.640219924075184,0.15151515151515152
598.9055306483556,93.77993830021023,-264.1155294043824,17.015029447310603,0.0,6.555994710819,-14.863109647139721,0.16161616161616163
602.8886864318499,94.96291216747002,-250.4718301039331,17.060846606487964,0.0,8.020927154564934,-15.022107926616354,0.17171717171717174
606.3435127099103,96.38848847326014,-236.97090715919342,17.135747628604832,0.0,9.591096565526943,-15.116853726778668,0.18181818181818182
609.9403429661882,98.26762115275042,-225.34186164366426,17.18338354901413,0.0,11.068454066766154,-15.182472694444336,0.19191919191919193
614.6494638720219,100.70462121221131,-212.9018163614089,17.12090730138177,0.0,12.502950569240188,-15.201800565306996,0.20202020202020204
620.3965727810422,103.46719169579978,-195.091526016265,16.952929714769212,0.0,14.043908379390885,-15.120331665642372,0.21212121212121213
624.9755574924536,106.0479443887846,-169.9372154208367,16.715877758097573,0.0,15.509987052855866,-14.967993423221662,0.22222222222222224
626.997494700686,107.85207920585651,-138.8890822140305,16.492599056494477,0.0,16.853355567872633,-14.812478877724725,0.23232323232323235
627.2309916642766,108.66466746089418,-104.51350633448192,16.313646541130602,0.0,17.984033983231846,-14.74516454887506,0.24242424242424243
