deg,endpoint
95.906/0.0/1.523/-11.016,-9.562/686.654/8.351
95.905/0.0/1.524/-11.016,-9.552/686.654/8.352
95.905/0.0/1.524/-11.016,-9.543/686.654/8.353
95.904/0.0/1.524/-11.016,-9.537/686.654/8.354
95.904/0.0/1.524/-11.016,-9.533/686.654/8.354
95.904/0.0/1.524/-11.016,-9.532/686.654/8.354
95.904/0.0/1.524/-11.016,-9.532/686.654/8.354
95.904/0.0/1.524/-11.016,-9.535/686.654/8.354
95.904/0.0/1.524/-11.016,-9.54/686.654/8.353
95.905/0.0/1.524/-11.016,-9.546/686.654/8.353
95.906/0.0/1.524/-11.016,-9.555/686.654/8.352
95.906/0.0/1.523/-11.016,-9.566/686.654/8.351
95.907/0.0/1.523/-11.015,-9.578/686.654/8.349
95.908/0.0/1.523/-11.015,-9.592/686.654/8.348
95.91/0.0/1.523/-11.015,-9.608/686.654/8.346
95.911/0.0/1.522/-11.015,-9.626/686.654/8.344
95.913/0.0/1.522/-11.015,-9.645/686.654/8.342
95.914/0.0/1.521/-11.014,-9.666/686.654/8.34
95.916/0.0/1.521/-11.014,-9.688/686.653/8.338
95.918/0.0/1.521/-11.014,-9.712/686.653/8.335
95.92/0.0/1.52/-11.013,-9.737/686.653/8.332
95.922/0.0/1.52/-11.013,-9.764/686.653/8.33
95.924/0.0/1.519/-11.013,-9.792/686.653/8.327
95.926/0.0/1.518/-11.012,-9.821/686.653/8.324
95.929/0.0/1.518/-11.012,-9.852/686.653/8.32
95.931/0.0/1.517/-11.012,-9.883/686.653/8.317
95.934/0.0/1.517/-11.011,-9.916/686.653/8.313
95.936/0.0/1.516/-11.011,-9.95/686.652/8.31
95.939/0.0/1.515/-11.01,-9.985/686.652/8.306
95.942/0.0/1.515/-11.01,-10.021/686.652/8.302
95.944/0.0/1.514/-11.009,-10.058/686.652/8.299
95.947/0.0/1.513/-11.009,-10.095/686.652/8.295
95.95/0.0/1.512/-11.008,-10.134/686.652/8.29
95.953/0.0/1.512/-11.008,-10.173/686.651/8.286
95.957/0.0/1.511/-11.007,-10.213/686.651/8.282
95.96/0.0/1.51/-11.007,-10.254/686.651/8.278
95.963/0.0/1.509/-11.006,-10.295/686.651/8.273
95.966/0.0/1.508/-11.006,-10.337/686.651/8.269
95.969/0.0/1.508/-11.005,-10.379/686.65/8.265
95.973/0.0/1.507/-11.005,-10.422/686.65/8.26
95.976/0.0/1.506/-11.004,-10.465/686.65/8.255
95.979/0.0/1.505/-11.003,-10.508/686.65/8.251
95.983/0.0/1.504/-11.003,-10.552/686.65/8.246
95.986/0.0/1.503/-11.002,-10.596/686.649/8.242
95.99/0.0/1.503/-11.002,-10.641/686.649/8.237
95.993/0.0/1.502/-11.001,-10.685/686.649/8.232
95.997/0.0/1.501/-11.001,-10.73/686.649/8.227
96.0/0.0/1.5/-11.0,-10.774/686.648/8.223
96.003/0.0/1.499/-10.999,-10.819/686.648/8.218
96.007/0.0/1.498/-10.999,-10.864/686.648/8.213
96.01/0.0/1.497/-10.998,-10.908/686.648/8.209
96.014/0.0/1.497/-10.998,-10.952/686.647/8.204
96.017/0.0/1.496/-10.997,-10.997/686.647/8.199
96.021/0.0/1.495/-10.997,-11.04/686.647/8.195
96.024/0.0/1.494/-10.996,-11.084/686.647/8.19
96.027/0.0/1.493/-10.995,-11.127/686.646/8.185
96.031/0.0/1.492/-10.995,-11.17/686.646/8.181
96.034/0.0/1.492/-10.994,-11.212/686.646/8.176
96.037/0.0/1.491/-10.994,-11.254/686.646/8.172
96.04/0.0/1.49/-10.993,-11.295/686.645/8.168
96.043/0.0/1.489/-10.993,-11.336/686.645/8.163
96.047/0.0/1.488/-10.992,-11.376/686.645/8.159
96.05/0.0/1.488/-10.992,-11.415/686.645/8.155
96.053/0.0/1.487/-10.991,-11.454/686.644/8.151
96.056/0.0/1.486/-10.991,-11.491/686.644/8.147
96.058/0.0/1.485/-10.99,-11.528/686.644/8.143
96.061/0.0/1.485/-10.99,-11.564/686.644/8.139
96.064/0.0/1.484/-10.989,-11.599/686.643/8.136
96.066/0.0/1.483/-10.989,-11.633/686.643/8.132
96.069/0.0/1.483/-10.988,-11.666/686.643/8.128
96.071/0.0/1.482/-10.988,-11.697/686.643/8.125
96.074/0.0/1.482/-10.988,-11.728/686.642/8.122
96.076/0.0/1.481/-10.987,-11.757/686.642/8.119
96.078/0.0/1.48/-10.987,-11.785/686.642/8.116
96.08/0.0/1.48/-10.987,-11.812/686.642/8.113
96.082/0.0/1.479/-10.986,-11.837/686.642/8.11
96.084/0.0/1.479/-10.986,-11.861/686.641/8.108
96.086/0.0/1.479/-10.986,-11.883/686.641/8.105
96.087/0.0/1.478/-10.985,-11.904/686.641/8.103
96.089/0.0/1.478/-10.985,-11.923/686.641/8.101
96.09/0.0/1.477/-10.985,-11.941/686.641/8.099
96.092/0.0/1.477/-10.985,-11.957/686.641/8.098
96.093/0.0/1.477/-10.985,-11.971/686.641/8.096
96.094/0.0/1.477/-10.984,-11.983/686.641/8.095
96.094/0.0/1.476/-10.984,-11.994/686.641/8.094
96.095/0.0/1.476/-10.984,-12.003/686.64/8.093
96.096/0.0/1.476/-10.984,-12.009/686.64/8.092
96.096/0.0/1.476/-10.984,-12.014/686.64/8.092
96.096/0.0/1.476/-10.984,-12.017/686.64/8.091
96.096/0.0/1.476/-10.984,-12.017/686.64/8.091
96.096/0.0/1.476/-10.984,-12.016/686.64/8.091
96.096/0.0/1.476/-10.984,-12.012/686.64/8.092
96.095/0.0/1.476/-10.984,-12.006/686.64/8.093
96.095/0.0/1.476/-10.984,-11.997/686.64/8.093
96.094/0.0/1.477/-10.984,-11.987/686.641/8.095
96.093/0.0/1.477/-10.985,-11.974/686.641/8.096
96.092/0.0/1.477/-10.985,-11.958/686.641/8.098
96.09/0.0/1.477/-10.985,-11.94/686.641/8.099
96.089/0.0/1.478/-10.985,-11.919/686.641/8.102
96.087/0.0/1.478/-10.986,-11.896/686.641/8.104
96.085/0.0/1.479/-10.986,-11.87/686.641/8.107
96.083/0.0/1.479/-10.986,-11.841/686.642/8.11
96.08/0.0/1.48/-10.987,-11.81/686.642/8.113
96.078/0.0/1.481/-10.987,-11.776/686.642/8.117
96.075/0.0/1.481/-10.988,-11.739/686.642/8.121
96.072/0.0/1.482/-10.988,-11.699/686.643/8.125
96.068/0.0/1.483/-10.989,-11.656/686.643/8.13
96.065/0.0/1.484/-10.989,-11.61/686.643/8.134
96.061/0.0/1.485/-10.99,-11.561/686.644/8.14
96.057/0.0/1.486/-10.991,-11.509/686.644/8.145
96.053/0.0/1.487/-10.991,-11.453/686.644/8.151
96.048/0.0/1.488/-10.992,-11.395/686.645/8.157
96.043/0.0/1.489/-10.993,-11.333/686.645/8.164
96.038/0.0/1.49/-10.994,-11.268/686.645/8.171
96.033/0.0/1.492/-10.995,-11.199/686.646/8.178
96.027/0.0/1.493/-10.995,-11.127/686.646/8.185
96.021/0.0/1.495/-10.996,-11.052/686.647/8.193
96.015/0.0/1.496/-10.997,-10.973/686.647/8.202
96.009/0.0/1.498/-10.999,-10.89/686.648/8.21
96.002/0.0/1.499/-11.0,-10.804/686.648/8.22
95.995/0.0/1.501/-11.001,-10.714/686.649/8.229
95.988/0.0/1.503/-11.002,-10.62/686.649/8.239
95.981/0.0/1.505/-11.003,-10.523/686.65/8.249
95.973/0.0/1.507/-11.005,-10.422/686.65/8.26
95.965/0.0/1.509/-11.006,-10.317/686.651/8.271
95.956/0.0/1.511/-11.007,-10.208/686.651/8.283
95.947/0.0/1.513/-11.009,-10.094/686.652/8.295
95.938/0.0/1.515/-11.01,-9.977/686.652/8.307
95.929/0.0/1.518/-11.012,-9.856/686.653/8.32
95.919/0.0/1.52/-11.013,-9.731/686.653/8.333
95.909/0.0/1.523/-11.015,-9.601/686.654/8.347
95.899/0.0/1.525/-11.017,-9.467/686.654/8.361
95.888/0.0/1.528/-11.019,-9.329/686.655/8.376
95.877/0.0/1.531/-11.02,-9.187/686.655/8.391
95.866/0.0/1.534/-11.022,-9.04/686.656/8.406
95.854/0.0/1.537/-11.024,-8.889/686.656/8.422
95.842/0.0/1.54/-11.026,-8.733/686.656/8.439
95.829/0.0/1.543/-11.028,-8.572/686.657/8.456
95.817/0.0/1.546/-11.031,-8.407/686.657/8.473
95.804/0.0/1.549/-11.033,-8.238/686.658/8.491
95.79/0.0/1.552/-11.035,-8.063/686.658/8.509
95.776/0.0/1.556/-11.037,-7.884/686.658/8.528
95.762/0.0/1.56/-11.04,-7.7/686.658/8.548
95.747/0.0/1.563/-11.042,-7.512/686.658/8.568
95.732/0.0/1.567/-11.045,-7.318/686.658/8.588
95.717/0.0/1.571/-11.047,-7.119/686.659/8.609
95.701/0.0/1.575/-11.05,-6.915/686.658/8.631
95.685/0.0/1.579/-11.052,-6.707/686.658/8.653
95.668/0.0/1.583/-11.055,-6.493/686.658/8.675
95.652/0.0/1.587/-11.058,-6.274/686.658/8.698
95.634/0.0/1.591/-11.061,-6.05/686.658/8.722
95.616/0.0/1.596/-11.064,-5.82/686.657/8.746
95.598/0.0/1.6/-11.067,-5.585/686.657/8.771
95.58/0.0/1.605/-11.07,-5.345/686.656/8.797
95.561/0.0/1.61/-11.073,-5.099/686.656/8.823
95.541/0.0/1.615/-11.076,-4.848/686.655/8.849
95.521/0.0/1.62/-11.08,-4.591/686.654/8.876
95.501/0.0/1.625/-11.083,-4.329/686.653/8.904
95.48/0.0/1.63/-11.087,-4.061/686.652/8.932
95.459/0.0/1.635/-11.09,-3.788/686.65/8.961
95.437/0.0/1.641/-11.094,-3.509/686.649/8.991
95.415/0.0/1.646/-11.097,-3.224/686.647/9.021
95.393/0.0/1.652/-11.101,-2.933/686.646/9.052
95.37/0.0/1.658/-11.105,-2.636/686.644/9.083
95.346/0.0/1.663/-11.109,-2.333/686.642/9.115
95.322/0.0/1.669/-11.113,-2.024/686.639/9.147
95.298/0.0/1.675/-11.117,-1.71/686.637/9.181
95.273/0.0/1.682/-11.121,-1.389/686.634/9.215
95.248/0.0/1.688/-11.125,-1.062/686.631/9.249
95.222/0.0/1.694/-11.13,-0.729/686.628/9.284
95.196/0.0/1.701/-11.134,-0.389/686.625/9.32
95.169/0.0/1.708/-11.138,-0.044/686.621/9.357
95.142/0.0/1.715/-11.143,0.308/686.617/9.394
95.114/0.0/1.721/-11.148,0.667/686.613/9.432
95.086/0.0/1.729/-11.152,1.032/686.609/9.47
95.057/0.0/1.736/-11.157,1.403/686.604/9.509
95.028/0.0/1.743/-11.162,1.781/686.599/9.549
94.998/0.0/1.75/-11.167,2.165/686.594/9.59
94.968/0.0/1.758/-11.172,2.557/686.589/9.631
94.937/0.0/1.766/-11.177,2.954/686.583/9.673
94.906/0.0/1.774/-11.182,3.359/686.577/9.716
94.874/0.0/1.782/-11.188,3.77/686.57/9.76
94.841/0.0/1.79/-11.193,4.189/686.563/9.804
94.808/0.0/1.798/-11.199,4.614/686.556/9.849
94.775/0.0/1.806/-11.204,5.046/686.548/9.894
94.741/0.0/1.815/-11.21,5.485/686.54/9.941
94.706/0.0/1.823/-11.216,5.931/686.531/9.988
94.671/0.0/1.832/-11.221,6.385/686.522/10.036
94.636/0.0/1.841/-11.227,6.845/686.513/10.084
94.599/0.0/1.85/-11.233,7.313/686.503/10.134
94.563/0.0/1.859/-11.24,7.788/686.492/10.184
94.525/0.0/1.869/-11.246,8.27/686.481/10.235
94.487/0.0/1.878/-11.252,8.759/686.47/10.286
94.449/0.0/1.888/-11.259,9.256/686.458/10.339
94.41/0.0/1.898/-11.265,9.761/686.445/10.392
94.37/0.0/1.907/-11.272,10.273/686.432/10.446
94.33/0.0/1.918/-11.278,10.792/686.418/10.501
94.289/0.0/1.928/-11.285,11.319/686.404/10.556
94.248/0.0/1.938/-11.292,11.854/686.389/10.613
94.206/0.0/1.949/-11.299,12.396/686.373/10.67
94.163/0.0/1.959/-11.306,12.947/686.357/10.728
94.12/0.0/1.97/-11.313,13.505/686.34/10.787
94.076/0.0/1.981/-11.321,14.071/686.322/10.847
94.031/0.0/1.992/-11.328,14.644/686.304/10.907
93.986/0.0/2.003/-11.336,15.226/686.285/10.969
93.941/0.0/2.015/-11.343,15.816/686.265/11.031
93.894/0.0/2.026/-11.351,16.414/686.244/11.094
93.847/0.0/2.038/-11.359,17.02/686.222/11.158
93.8/0.0/2.05/-11.367,17.634/686.2/11.223
93.751/0.0/2.062/-11.375,18.256/686.176/11.289
93.703/0.0/2.074/-11.383,18.887/686.152/11.355
93.653/0.0/2.087/-11.391,19.525/686.127/11.422
93.603/0.0/2.099/-11.4,20.173/686.1/11.491
93.552/0.0/2.112/-11.408,20.828/686.073/11.56
93.501/0.0/2.125/-11.417,21.492/686.045/11.63
93.448/0.0/2.138/-11.425,22.165/686.016/11.701
93.396/0.0/2.151/-11.434,22.846/685.986/11.773
93.342/0.0/2.164/-11.443,23.536/685.954/11.846
93.288/0.0/2.178/-11.452,24.234/685.922/11.919
93.233/0.0/2.192/-11.461,24.941/685.888/11.994
93.178/0.0/2.206/-11.47,25.657/685.853/12.069
93.121/0.0/2.22/-11.48,26.382/685.817/12.146
93.065/0.0/2.234/-11.489,27.115/685.78/12.223
93.007/0.0/2.248/-11.499,27.858/685.741/12.301
92.949/0.0/2.263/-11.509,28.609/685.701/12.381
92.89/0.0/2.278/-11.518,29.369/685.66/12.461
92.83/0.0/2.292/-11.528,30.138/685.618/12.542
92.77/0.0/2.308/-11.538,30.917/685.574/12.624
92.709/0.0/2.323/-11.549,31.704/685.528/12.707
92.647/0.0/2.338/-11.559,32.501/685.481/12.791
92.584/0.0/2.354/-11.569,33.307/685.433/12.876
92.521/0.0/2.37/-11.58,34.122/685.383/12.962
92.457/0.0/2.386/-11.591,34.947/685.331/13.049
92.392/0.0/2.402/-11.601,35.781/685.278/13.137
92.327/0.0/2.418/-11.612,36.624/685.223/13.226
92.26/0.0/2.435/-11.623,37.477/685.166/13.316
92.193/0.0/2.452/-11.634,38.339/685.108/13.407
92.126/0.0/2.469/-11.646,39.211/685.048/13.499
92.057/0.0/2.486/-11.657,40.093/684.986/13.592
91.988/0.0/2.503/-11.669,40.984/684.922/13.686
91.918/0.0/2.52/-11.68,41.885/684.856/13.781
91.847/0.0/2.538/-11.692,42.795/684.788/13.877
91.776/0.0/2.556/-11.704,43.716/684.719/13.974
91.704/0.0/2.574/-11.716,44.646/684.647/14.072
91.631/0.0/2.592/-11.728,45.586/684.573/14.171
91.557/0.0/2.611/-11.741,46.536/684.497/14.272
91.482/0.0/2.629/-11.753,47.496/684.419/14.373
91.407/0.0/2.648/-11.766,48.466/684.338/14.475
91.33/0.0/2.667/-11.778,49.446/684.255/14.579
91.253/0.0/2.687/-11.791,50.436/684.17/14.683
91.176/0.0/2.706/-11.804,51.437/684.083/14.789
91.097/0.0/2.726/-11.817,52.447/683.993/14.895
91.018/0.0/2.746/-11.83,53.468/683.901/15.003
90.937/0.0/2.766/-11.844,54.499/683.806/15.112
90.856/0.0/2.786/-11.857,55.541/683.708/15.222
90.774/0.0/2.806/-11.871,56.592/683.608/15.333
90.692/0.0/2.827/-11.885,57.655/683.505/15.445
90.608/0.0/2.848/-11.899,58.727/683.4/15.558
90.524/0.0/2.869/-11.913,59.81/683.291/15.672
90.439/0.0/2.89/-11.927,60.904/683.18/15.788
90.353/0.0/2.912/-11.941,62.008/683.066/15.904
90.266/0.0/2.934/-11.956,63.123/682.948/16.022
90.178/0.0/2.955/-11.97,64.249/682.828/16.141
90.089/0.0/2.978/-11.985,65.385/682.705/16.26
90.0/0.0/3.0/-12.0,66.532/682.578/16.382
