x_end,y_end,z_end,deg1,deg2,deg3,deg4,timestamps
502.3700535479562,146.65450875584568,-388.87048855169405,29.691508051370942,0.0,22.894072209248037,-22.722222651738136,0.0
505.55972936638045,145.55562147824438,-390.9537007783638,29.594068909121997,0.0,22.74779570117002,-21.912848511221515,0.010101010101010102
508.5785085193154,146.49775729734742,-390.69985561342526,29.259859272319165,0.0,22.812826859976433,-21.2222246890489,0.020202020202020204
511.29904682403543,148.28915929022173,-389.77903186944627,29.013903128391455,0.0,22.849775830854668,-20.781963612963086,0.030303030303030304
513.7911930851167,150.2871605710537,-388.22690114802975,28.965358658576466,0.0,22.85535974287498,-20.597511893453124,0.04040404040404041
515.9428973783138,151.56746830620554,-386.5725139911961,29.07594184513203,0.0,22.918512835596,-20.57316627460581,0.05050505050505051
517.4228052931481,152.10292021558803,-385.03203744947945,29.242477759081993,0.0,22.908672782166068,-20.52257159124937,0.06060606060606061
518.2958712109136,152.55298788252446,-383.78880558799517,29.356390676966225,0.0,22.745257137859003,-20.431777976255947,0.07070707070707072
519.181842466529,152.82580770294442,-383.4632678153025,29.464941860764696,0.0,22.529100148133782,-20.374035040315828,0.08080808080808081
520.3504588608698,152.50206812847162,-383.40454655563605,29.488298044086573,0.0,22.369011419792834,-20.389605984548314,0.09090909090909091
521.8824140221225,151.76245294648737,-382.7325445960794,29.379543569976164,0.0,22.364019173483815,-20.43338719023098,0.10101010101010102
522.9097662504258,150.61754296453185,-381.57822238949785,29.24090086072942,0.0,22.5471932071243,-20.580054320522756,0.11111111111111112
523.1857875535576,148.47637525708862,-380.04623961207375,29.111427077105812,0.0,22.932553037960165,-20.831774677945912,0.12121212121212122
523.7309745079518,145.37203159654263,-378.2640539952291,28.880057951735257,0.0,23.32046641098581,-21.185297243535008,0.13131313131313133
524.2320930086667,141.63523296666114,-376.76710395330366,28.47641051664517,0.0,23.55678675473111,-21.75519377637112,0.14141414141414144
524.9305033330797,137.11054918944185,-375.58618756486516,27.996976407288535,0.0,23.62796602999139,-22.474051732912674,0.15151515151515152
525.7737700772881,132.58856523889568,-373.99421683769623,27.598550690369215,0.0,23.733906646549997,-23.164127618639338,0.16161616161616163
526.6514840012289,129.0843959289104,-371.400382595582,27.355154640418835,0.0,24.098815136589483,-23.779171702886593,0.17171717171717174
527.506399064026,126.13479414623873,-368.5436446981495,27.19104594995962,0.0,24.600071634564337,-24.31796024191372,0.18181818181818182
528.0211192499303,124.0474233763395,-365.85078305497734,27.038080143247647,0.0,25.118252393185927,-24.783848285207235,0.19191919191919193
528.303059954702,122.76786120699668,-363.2010866761943,26.91508406403792,0.0,25.651049327724262,-25.208223587852064,0.20202020202020204
529.098105319551,122.09800618814073,-360.42830209465296,26.89545509326243,0.0,26.233513727773804,-25.628184633010786,0.21212121212121213
530.0599883187858,121.82677368344392,-357.309121156476,26.916233769217083,0.0,26.67151682803589,-25.97147622705415,0.22222222222222224
530.8636162769052,122.0216015380746,-353.95660423275507,26.996989906958994,0.0,27.051700029697912,-26.311626307943733,0.23232323232323235
531.6796365221255,122.94753089144311,-350.59170119384703,27.188397888670526,0.0,27.58003004860398,-26.640875346011523,0.24242424242424243
532.4218691077392,124.59743633608603,-347.56797473888554,27.504170193771948,0.0,28.18898923207238,-26.851360116780725,0.25252525252525254
532.7107643007766,126.26431021360834,-344.6271147387144,27.82247393451046,0.0,28.68144376641184,-26.97798898718088,0.26262626262626265
532.5112010369835,128.1736959108444,-342.12729003820704,28.0965307304452,0.0,29.0217375006377,-27.008310103514706,0.27272727272727276
532.1378222892084,130.02720698267044,-339.8359218264615,28.332587639989686,0.0,29.330727518080582,-26.995595957325712,0.2828282828282829
531.4757657884684,131.8053486345097,-337.85998626083085,28.601066863924547,0.0,29.66778510121285,-26.84593384308527,0.29292929292929293
530.5417492619819,134.07483427783976,-336.45060031137115,28.92521721257896,0.0,30.175320869990774,-26.58975099347325,0.30303030303030304
529.2243948729997,137.25149059415327,-335.281453256276,29.296537196982477,0.0,30.732127877272518,-26.44955878538756,0.31313131313131315
528.0137819952562,141.28209497064955,-334.2871693749877,29.66341297394748,0.0,31.144659750831487,-26.448293732534857,0.32323232323232326
526.9568291647016,145.47183455911625,-333.8601985943012,30.09015951018961,0.0,31.39499889854271,-26.496852781071134,0.33333333333333337
525.890140050575,148.36267619322444,-333.5767313376608,30.404192928352167,0.0,31.535835309668578,-26.474218451259,0.3434343434343435
524.5571820901173,150.52367728553355,-333.074686691209,30.591419244438708,0.0,31.596328581488564,-26.404745357066012,0.3535353535353536
523.1258333954161,152.0524886097681,-332.49577619900555,30.71450129866917,0.0,31.64366754463146,-26.344584949969626,0.36363636363636365
521.8126678726219,153.45872580152596,-331.91832957777683,30.87587350076806,0.0,31.619302615117263,-26.232739364142432,0.37373737373737376
520.5624916838558,154.66344950938134,-331.974341571927,31.108853010305857,0.0,31.501646375523126,-26.14197729725189,0.38383838383838387
519.0736202063679,155.57228755884597,-333.1588151037363,31.284875754395227,0.0,31.289436320352984,-25.97221799856403,0.393939393939394
517.1005707865322,156.6373702933302,-335.4611560380037,31.435242540828142,0.0,30.943626079061264,-25.748670227377286,0.4040404040404041
