x_end,y_end,z_end,deg1,deg2,deg3,deg4,timestamps
517.9438462137442,98.94565468216628,-296.57965629798684,29.098492737770123,0.0,24.036081217491493,-29.89050714208315,0.0
529.0519097124834,37.902643589549925,-268.10006018165564,24.029032882699667,0.0,24.956552419615,-32.369896033311825,0.010101010101010102
538.942292335714,-26.501922211413817,-237.72719463021508,18.3376852171449,0.0,25.90648934697447,-34.910605625566376,0.020202020202020204
547.5517126134029,-91.45729145524369,-204.94922453412678,12.393618662920007,0.0,26.935341270972064,-37.3252095365012,0.030303030303030304
546.5328857268826,-114.15681347975175,-201.3905096576616,8.992317153464695,0.0,26.974306281267516,-38.04131008945792,0.04040404040404041
543.2701090447985,-121.85695102670891,-198.6707424435521,7.3604062656128875,0.0,27.068798025051688,-37.97603772992234,0.05050505050505051
539.7024192627908,-118.8841392557638,-195.20436666632042,7.081701610584346,0.0,27.20001297338467,-37.505812036210095,0.06060606060606061
536.6704175034436,-110.05331490554128,-192.9808943866822,7.673437159091431,0.0,27.254591804769298,-36.87805198039267,0.07070707070707072
534.166774372552,-98.9969690868226,-191.47867253482815,8.641089699726527,0.0,27.230308372018765,-36.25337166609286,0.08080808080808081
532.0259911188753,-87.88424794081192,-188.1211666995751,9.610237731076673,0.0,27.21642965752269,-35.65801183933058,0.09090909090909091
530.1507822947913,-77.3793609193651,-179.9793422094153,10.421668618509969,0.0,27.313216959336618,-35.059578232876255,0.10101010101010102
528.5962914586287,-67.70139482261631,-167.15383315712427,11.113014797889434,0.0,27.565136759094553,-34.494394988875676,0.11111111111111112
527.6307623457827,-58.98577786234013,-151.71164547356696,11.805268880909008,0.0,27.937371463615843,-34.06914056372714,0.12121212121212122
526.5895772239777,-51.382719158122825,-135.07744799610907,12.626548312585154,0.0,28.334514779580182,-33.87626301625188,0.13131313131313133
524.2588415115396,-45.392604408792124,-117.7871401872118,13.521999051153417,0.0,28.691294604796212,-33.9337545870029,0.14141414141414144
520.0901902225963,-42.325350061130564,-101.36273507316062,14.390816419437204,0.0,28.980060159538535,-34.19288147832902,0.15151515151515152
514.5877728151586,-42.27526505624974,-87.69934850139738,15.185130369167267,0.0,29.23209099608511,-34.512239650061304,0.16161616161616163
508.8920403402404,-43.19800000993241,-77.593603890825,15.935620413758274,0.0,29.50903368023193,-34.744370380293795,0.17171717171717174
504.51734909850416,-42.57422410260543,-69.76455314780074,16.750698047479332,0.0,29.821024826740533,-34.80192177441757,0.18181818181818182
502.33837506556586,-38.97390137666987,-62.928592979065414,17.825683160471147,0.0,30.092840056257472,-34.66504771760719,0.19191919191919193
502.22287115797116,-31.49114475110286,-55.241150591180585,19.23695017111806,0.0,30.254466658162457,-34.34503090746067,0.20202020202020204
503.0058484176064,-20.068287425228917,-43.31229282109349,20.929249572512,0.0,30.292987768024368,-33.83256719141836,0.21212121212121213
503.1878807414998,-6.04541340870335,-25.268685745726927,22.787409707439615,0.0,30.238756517192638,-33.072734103973694,0.22222222222222224
501.9766500911873,8.646057087110794,-1.26060866151861,24.548072892778332,0.0,30.215561321454263,-32.07120673699862,0.23232323232323235
499.84838928553745,22.379747704255305,28.284280502447167,25.92636854963967,0.0,30.403489566832945,-30.919544837301913,0.24242424242424243
497.7525399433644,33.72049168781692,61.596153939556096,26.764862106363296,0.0,30.86353621250043,-29.78540153279143,0.25252525252525254
496.4208250699329,41.989646940613454,94.54389786068833,27.0947528044425,0.0,31.523382397251495,-28.815797735450765,0.26262626262626265
496.1207556851529,47.020430828345255,123.71947498597424,27.00420182775865,0.0,32.24152474233275,-28.139459348945106,0.27272727272727276
496.60070761734096,49.37021451140883,146.52096319672324,26.733002509488323,0.0,32.84864842454645,-27.76290998627246,0.2828282828282829
497.08696914351333,50.423727427787426,161.66559571086896,26.515742188527206,0.0,33.20259608999328,-27.63482520815886,0.29292929292929293
497.04587616599673,52.14728656728927,170.39932195946227,26.509057705472067,0.0,33.288986075182926,-27.638998027467743,0.30303030303030304
496.88407682179087,55.117139456962846,175.8953244453231,26.71701796480138,0.0,33.1735601198532,-27.68572498201025,0.31313131313131315
497.1648591285368,58.59452687539755,181.04647107667256,27.044360411989594,0.0,32.96829561180387,-27.683332914143985,0.32323232323232326
497.91702292521603,61.591150081392726,187.0868972028502,27.363977857344118,0.0,32.76469380595648,-27.561954272611747,0.33333333333333337
