x_end,y_end,z_end,deg1,deg2,deg3,deg4,timestamps
503.0859534934374,83.93638841994346,-52.50314401206251,25.979121472640795,0.0,28.34601032615572,-31.574630319985555,0.0
515.7242532257367,119.00153258294074,-108.30822159746923,23.321404222917668,0.0,25.662171181959778,-26.880102554846204,0.010101010101010102
525.2480843961865,137.20833406555792,-141.62661275197829,22.025989990683602,0.0,23.512491704564887,-24.214086736065923,0.020202020202020204
530.9116080412805,146.71462859264437,-159.45902992984523,21.305565414631282,0.0,22.136634984746976,-22.53082951619932,0.030303030303030304
533.0239804400513,152.73132895966788,-171.09317898980154,20.82064461467612,0.0,21.270419596709594,-21.31562922864572,0.04040404040404041
532.9919522077261,157.7256917300249,-180.5241915330604,20.70878726929986,0.0,20.835850554722924,-20.425610159338113,0.05050505050505051
531.9394933450864,163.5625291759036,-187.0800867634678,20.863108584563765,0.0,20.54935054396352,-19.650880079692023,0.06060606060606061
530.7943592352389,171.1018688049495,-191.98732283269015,21.019436142472784,0.0,20.275718933038974,-18.85968224686109,0.07070707070707072
530.1760377226104,177.36444667117578,-196.73482731964825,21.14694308014132,0.0,20.063356479301163,-18.10830862959378,0.08080808080808081
528.7993699609508,180.78940857700206,-200.9051870688588,21.286051781011302,0.0,19.872651121487674,-17.47819238512808,0.09090909090909091
525.9409615982929,182.69633386134106,-203.26467077634206,21.574462977459618,0.0,19.48667640749785,-16.82318122279065,0.10101010101010102
521.1357104066268,184.00970997424133,-202.2041209041308,22.058958687885717,0.0,19.29797741309947,-16.248738817634283,0.11111111111111112
515.4080317966921,186.61718624958115,-199.37169955375447,22.617443753107878,0.0,19.22712834901211,-15.933453557361496,0.12121212121212122
509.199861982997,190.03254464254377,-197.0537057081114,23.124381170380246,0.0,19.1161365604113,-15.837604247981872,0.13131313131313133
501.90531286329536,192.19587759369918,-196.17066461055262,23.690517525818315,0.0,18.92068246571068,-15.874179849937585,0.14141414141414144
494.03821571711586,192.42718134092468,-194.86436259685658,24.43896716529028,0.0,18.681215705617433,-16.00681669136634,0.15151515151515152
485.7842182184254,192.2816965451745,-192.48970395047618,25.38241232804737,0.0,18.416158611855785,-16.214396330922177,0.16161616161616163
