x_end,y_end,z_end,deg1,deg2,deg3,deg4,timestamps
540.1806666514648,46.60717858303767,-134.90213508922253,21.070144865671164,0.0,52.92147287559956,-32.145343592398774,0.0
549.099491671905,49.2650557022823,-139.72513925648542,21.75734866379572,0.0,50.322451611267084,-32.89994906884795,0.010101010101010102
557.2361964788057,51.826714704631755,-139.3543501273885,22.125079435873893,0.0,48.92932862575417,-33.49388394276111,0.020202020202020204
564.9219351638577,54.51955649650577,-137.52942264448652,22.471373498812746,0.0,47.7613933691475,-34.04278614939997,0.030303030303030304
571.606562733989,58.03714730173212,-135.1448489740836,22.91762380504497,0.0,46.79150413866082,-34.560011927181804,0.04040404040404041
576.0636034589498,62.36589246123845,-132.55735283177677,23.467756942943726,0.0,46.130633197467056,-34.936234738551775,0.05050505050505051
578.1505114164393,65.54500691007684,-130.35624892134658,24.019606999217782,0.0,45.87179850108685,-35.08306294084631,0.06060606060606061
578.7871395730197,69.58351558669045,-128.9723985868896,24.568629109479634,0.0,45.556818016906554,-35.17082500165644,0.07070707070707072
579.8962679631366,74.84699882704007,-128.62644004273932,25.040894117952234,0.0,44.83188112708385,-35.207031304023744,0.08080808080808081
582.6527721796426,80.83135270414655,-128.17461118772746,25.479740156703528,0.0,44.0098791901426,-35.14899980287782,0.09090909090909091
585.6898475139685,87.58618587728273,-126.22479963711608,25.952927298359104,0.0,43.02583842648539,-35.00486740837397,0.10101010101010102
587.1456952156607,95.643665189058,-121.9973511454481,26.41868874524654,0.0,42.34162105602302,-34.78011860018066,0.11111111111111112
586.0549792093726,102.7127890935917,-117.75497414148128,26.702226766956592,0.0,42.129584660303856,-34.653259689556265,0.12121212121212122
585.238633007555,109.32809145598638,-115.10865128556168,27.015952037183396,0.0,42.562340567775884,-34.5756601368006,0.13131313131313133
585.6240339050767,115.29394932051835,-113.69510550506529,27.279247503108095,0.0,42.74947290545427,-34.543512667080876,0.14141414141414144
586.3429673840158,118.23615378799244,-113.33818654871038,27.33829624373285,0.0,42.47825604617637,-34.63927295286366,0.15151515151515152
586.3430133575085,119.2074684298849,-113.28338718066323,27.357233102697478,0.0,42.107029475590394,-34.711787738641426,0.16161616161616163
585.5480397216334,120.0196670587942,-111.63564135884013,27.48425406128788,0.0,42.128911716668114,-34.667650568312,0.17171717171717174
584.9145862901325,121.47419564357546,-108.75505383017051,27.65873904448378,0.0,42.594134368492426,-34.465894785886974,0.18181818181818182
583.8922839491571,123.22198349329474,-105.77970047705841,27.713145510145843,0.0,43.244051330351745,-34.244624104323094,0.19191919191919193
582.7481825015054,124.7060482069468,-103.11248820652669,27.74040345094422,0.0,43.92437420025719,-34.13256006178058,0.20202020202020204
581.5570935902251,125.26998345580674,-101.47852234275055,27.779222400976003,0.0,44.48619555354675,-34.12229399805008,0.21212121212121213
