deg,endpoint
15.498/65.538/55.038/52.508,-0.016/0.259/0.504
16.222/64.898/54.398/52.509,-0.012/0.261/0.505
17.034/64.258/53.758/52.45,-0.008/0.263/0.505
17.402/63.618/53.118/52.9,-0.002/0.267/0.504
17.512/62.977/52.478/52.996,0.004/0.269/0.504
18.032/62.337/51.809/53.004,0.009/0.272/0.503
18.242/61.697/51.467/52.999,0.015/0.274/0.503
18.978/61.057/51.502/53.0,0.016/0.276/0.502
19.063/60.418/51.5/53.0,0.021/0.278/0.5
19.522/59.764/51.502/53.002,0.024/0.28/0.499
19.819/59.186/51.489/52.993,0.028/0.282/0.498
20.501/57.993/51.498/52.998,0.034/0.286/0.495
20.597/57.369/50.844/53.258,0.041/0.289/0.493
21.283/56.711/50.219/54.091,0.044/0.295/0.489
21.96/56.078/49.572/53.992,0.048/0.298/0.488
22.034/55.449/48.92/53.999,0.054/0.301/0.487
22.709/54.584/48.501/54.001,0.059/0.305/0.485
23.395/53.673/48.146/54.0,0.063/0.309/0.482
23.496/52.523/47.997/54.0,0.072/0.313/0.479
24.169/51.887/47.996/54.001,0.073/0.316/0.476
24.48/51.229/48.001/53.996,0.076/0.319/0.474
24.929/50.593/48.0/54.011,0.078/0.322/0.472
25.018/49.953/48.0/54.035,0.083/0.324/0.469
25.746/49.312/48.0/54.554,0.083/0.329/0.465
25.97/48.672/48.0/54.49,0.086/0.332/0.462
26.48/48.032/48.0/54.5,0.088/0.335/0.46
26.554/47.391/48.0/54.501,0.092/0.337/0.457
27.312/46.752/48.0/54.496,0.092/0.341/0.455
27.484/46.108/48.0/54.512,0.096/0.343/0.452
28.04/45.465/48.0/54.52,0.097/0.347/0.449
28.5/44.987/48.0/55.053,0.096/0.351/0.445
28.823/44.732/48.0/54.989,0.096/0.352/0.444
28.991/44.045/48.0/55.001,0.1/0.355/0.441
29.622/43.39/48.0/55.005,0.1/0.359/0.438
29.986/42.998/48.0/54.952,0.101/0.361/0.436
30.397/42.653/48.0/55.388,0.1/0.364/0.432
30.506/41.987/48.0/55.498,0.103/0.367/0.429
31.033/41.481/48.009/55.501,0.103/0.37/0.426
31.229/41.268/47.946/55.514,0.103/0.371/0.425
31.972/40.528/48.448/55.466,0.102/0.374/0.422
32.054/40.446/48.491/56.034,0.101/0.376/0.419
32.508/39.992/48.495/55.995,0.1/0.379/0.417
32.874/39.626/48.537/55.964,0.1/0.381/0.415
32.997/39.503/48.009/56.491,0.101/0.383/0.412
33.533/38.967/47.463/57.037,0.101/0.389/0.406
33.713/38.788/47.509/56.987,0.1/0.39/0.406
34.447/38.049/47.499/57.012,0.1/0.394/0.402
34.484/38.003/47.5/57.041,0.1/0.394/0.401
34.685/38.039/47.499/57.554,0.097/0.395/0.399
35.049/37.652/47.503/57.491,0.097/0.397/0.397
34.985/37.495/47.497/57.499,0.098/0.398/0.397
35.552/37.497/47.42/57.476,0.094/0.399/0.397
35.436/37.501/46.747/57.753,0.096/0.401/0.395
35.916/37.5/46.062/58.034,0.094/0.403/0.394
35.997/37.5/45.986/58.027,0.093/0.403/0.394
35.966/37.5/45.269/58.553,0.094/0.406/0.391
36.327/37.5/45.024/58.49,0.092/0.407/0.391
36.508/37.5/44.534/58.501,0.092/0.408/0.391
36.503/37.5/44.534/58.5,0.092/0.408/0.391
36.496/37.5/44.247/58.501,0.093/0.408/0.391
36.513/37.5/44.026/58.497,0.093/0.409/0.391
36.512/37.5/43.492/58.497,0.095/0.41/0.39
37.055/37.5/43.362/58.644,0.091/0.411/0.39
36.974/37.5/43.007/59.043,0.091/0.412/0.388
37.032/37.5/42.552/58.997,0.092/0.413/0.388
36.463/37.5/42.527/58.999,0.096/0.412/0.388
36.514/37.5/42.28/59.0,0.096/0.413/0.387
36.497/37.5/41.98/59.0,0.097/0.413/0.387
36.5/37.5/41.5/59.0,0.098/0.414/0.387
