deg,endpoint
-10.0/77.0/45.0/44.5,0.002/0.227/0.554
-10.0/77.5/45.0/45.0,-0.002/0.23/0.552
-10.0/77.5/45.5/45.0,-0.003/0.23/0.551
-9.5/78.5/45.5/45.5,-0.013/0.234/0.549
-9.5/78.5/45.5/45.5,-0.013/0.234/0.549
-9.5/79.5/45.5/46.0,-0.021/0.237/0.546
-9.5/79.5/45.5/46.5,-0.02/0.239/0.544
-9.5/80.5/46.0/46.5,-0.031/0.24/0.542
-9.5/80.5/46.0/47.0,-0.029/0.242/0.54
-9.5/81.0/46.0/47.5,-0.032/0.245/0.538
-9.0/82.0/46.0/47.5,-0.044/0.246/0.537
-9.0/82.0/46.0/48.0,-0.042/0.247/0.535
-9.0/82.5/46.0/48.5,-0.045/0.25/0.533
-9.0/83.0/46.0/48.5,-0.05/0.251/0.532
-8.5/83.5/46.0/49.0,-0.055/0.252/0.53
-8.0/83.5/46.0/49.5,-0.056/0.254/0.528
-8.0/84.0/46.0/50.0,-0.059/0.256/0.526
-8.0/84.0/46.0/50.0,-0.059/0.256/0.526
-8.0/84.5/46.0/50.5,-0.061/0.258/0.523
-7.5/85.0/46.0/51.0,-0.067/0.26/0.521
-7.0/85.0/46.0/51.5,-0.067/0.261/0.519
-7.0/85.5/46.0/51.5,-0.072/0.261/0.518
-6.5/85.5/46.0/52.0,-0.072/0.262/0.516
-6.5/85.5/46.0/52.5,-0.071/0.264/0.515
-6.0/85.5/46.0/53.0,-0.071/0.264/0.513
-6.0/86.0/46.0/53.0,-0.076/0.265/0.512
-5.5/86.0/45.5/53.5,-0.075/0.266/0.512
-5.5/86.0/45.5/54.0,-0.074/0.267/0.51
-5.0/86.0/45.5/54.5,-0.074/0.268/0.508
-5.0/86.0/45.5/54.5,-0.074/0.268/0.508
-4.5/86.5/45.5/55.0,-0.079/0.269/0.506
-4.0/86.5/45.5/56.0,-0.078/0.271/0.502
-4.0/86.5/45.5/56.0,-0.078/0.271/0.502
-3.5/86.5/45.5/56.5,-0.079/0.272/0.501
-3.0/86.5/45.5/57.0,-0.08/0.273/0.499
-3.0/86.5/45.5/57.5,-0.078/0.274/0.497
-2.5/86.5/45.5/58.0,-0.079/0.275/0.495
-2.0/86.5/45.0/58.5,-0.079/0.276/0.495
-2.0/86.5/45.0/59.0,-0.077/0.277/0.493
-1.5/86.5/45.0/59.0,-0.079/0.276/0.493
-1.0/86.5/45.0/59.5,-0.08/0.277/0.491
-1.0/86.0/45.0/60.5,-0.073/0.28/0.488
-0.5/86.0/45.0/61.0,-0.074/0.281/0.486
0.0/86.0/44.5/61.0,-0.075/0.28/0.487
0.0/86.0/44.5/61.5,-0.073/0.281/0.485
0.5/86.0/44.5/61.5,-0.076/0.281/0.485
1.0/86.0/44.5/62.5,-0.075/0.283/0.481
1.5/86.0/44.5/63.0,-0.076/0.283/0.48
1.5/86.0/44.0/63.0,-0.075/0.283/0.48
2.0/86.0/44.0/63.5,-0.076/0.284/0.478
2.5/85.5/44.0/64.5,-0.071/0.286/0.475
2.5/85.5/43.5/64.5,-0.07/0.286/0.476
3.0/85.5/43.5/65.0,-0.071/0.287/0.474
3.5/85.0/43.5/65.0,-0.07/0.286/0.474
3.5/85.0/43.0/65.5,-0.067/0.288/0.473
3.5/85.0/43.0/65.5,-0.067/0.288/0.473
4.5/85.0/43.0/66.5,-0.069/0.289/0.469
4.5/85.0/42.5/66.5,-0.068/0.289/0.47
4.5/84.5/42.5/67.0,-0.063/0.291/0.468
4.5/84.5/42.0/67.0,-0.062/0.291/0.469
5.0/84.5/42.0/67.5,-0.063/0.291/0.467
5.5/84.0/41.5/68.0,-0.059/0.292/0.466
5.5/83.5/41.5/68.5,-0.054/0.294/0.464
6.0/83.5/40.5/69.0,-0.053/0.295/0.463
6.0/83.0/40.5/69.0,-0.049/0.295/0.463
6.0/82.5/40.0/69.5,-0.043/0.297/0.461
6.5/82.0/40.0/69.5,-0.042/0.297/0.461
7.0/82.0/39.5/69.5,-0.044/0.297/0.462
7.0/82.0/39.0/70.0,-0.041/0.298/0.46
7.0/81.5/39.0/70.0,-0.037/0.298/0.46
7.5/81.5/38.5/70.5,-0.038/0.299/0.458
7.5/81.0/38.5/70.5,-0.034/0.3/0.458
7.5/81.0/38.0/70.5,-0.033/0.3/0.459
7.5/81.0/37.5/71.0,-0.031/0.301/0.457
7.5/80.5/37.5/71.5,-0.026/0.303/0.455
7.5/80.0/37.0/71.5,-0.022/0.303/0.455
8.0/79.5/37.0/72.0,-0.019/0.305/0.452
8.0/79.5/36.5/72.0,-0.019/0.305/0.453
8.0/78.5/36.0/72.0,-0.01/0.306/0.453
8.0/78.5/36.0/72.0,-0.01/0.306/0.453
8.0/78.0/35.5/72.0,-0.005/0.307/0.453
8.0/77.5/35.5/72.5,-0.0/0.308/0.45
8.0/77.5/35.0/72.5,0.0/0.308/0.45
8.0/77.0/35.0/72.5,0.004/0.309/0.45
8.0/77.0/34.5/72.5,0.005/0.309/0.45
8.0/76.5/34.0/72.5,0.01/0.31/0.45
8.0/76.0/34.0/72.5,0.014/0.31/0.449
8.5/75.0/33.5/72.5,0.019/0.311/0.449
8.5/75.0/33.5/72.5,0.019/0.311/0.449
8.5/75.0/33.0/72.5,0.02/0.312/0.449
8.5/74.5/33.0/72.5,0.024/0.312/0.448
8.5/74.0/32.5/72.5,0.029/0.313/0.448
8.0/73.5/32.5/72.5,0.035/0.313/0.447
8.0/73.5/32.0/72.5,0.036/0.313/0.447
8.0/73.0/32.0/72.5,0.04/0.314/0.447
8.0/72.5/31.5/72.5,0.045/0.314/0.446
8.0/72.0/31.5/72.5,0.049/0.315/0.445
8.0/71.5/31.5/72.5,0.052/0.316/0.445
8.0/71.5/31.0/72.5,0.053/0.316/0.445
7.5/71.0/31.0/72.5,0.06/0.316/0.444
7.5/70.5/30.5/72.5,0.064/0.316/0.443
7.5/70.0/30.5/72.0,0.068/0.316/0.445
7.5/69.5/30.0/72.0,0.073/0.317/0.444
7.5/69.5/30.0/72.0,0.073/0.317/0.444
7.0/69.0/30.0/72.0,0.079/0.316/0.443
7.0/68.5/29.5/72.0,0.084/0.317/0.442
7.0/68.0/29.5/72.0,0.088/0.317/0.441
7.0/67.0/29.0/71.5,0.096/0.318/0.442
7.0/67.0/29.0/71.5,0.096/0.318/0.442
6.5/67.0/29.0/71.5,0.099/0.317/0.442
6.5/66.0/28.5/71.5,0.107/0.318/0.439
6.5/66.0/28.5/71.0,0.107/0.317/0.442
6.5/65.0/28.0/71.0,0.116/0.318/0.439
6.0/65.0/28.0/71.0,0.118/0.317/0.439
6.0/65.0/28.0/71.0,0.118/0.317/0.439
6.0/64.0/27.5/70.5,0.127/0.317/0.439
5.5/64.0/27.5/70.5,0.13/0.316/0.439
5.5/63.5/27.5/70.5,0.134/0.316/0.438
5.5/63.0/27.0/70.0,0.138/0.315/0.439
5.5/63.0/27.0/70.0,0.138/0.315/0.439
5.0/62.0/27.0/69.5,0.149/0.314/0.439
5.0/61.5/27.0/69.5,0.153/0.314/0.437
5.0/61.5/26.5/69.5,0.154/0.314/0.437
4.5/60.5/26.5/69.0,0.164/0.313/0.437
4.5/60.5/26.5/69.0,0.164/0.313/0.437
4.5/60.0/26.5/68.5,0.168/0.312/0.437
4.5/59.5/26.0/68.5,0.173/0.312/0.436
3.5/59.0/26.0/68.0,0.183/0.308/0.437
3.5/59.0/26.0/68.0,0.183/0.308/0.437
3.5/58.5/26.0/67.5,0.187/0.308/0.437
3.0/58.0/26.0/67.5,0.193/0.306/0.436
3.0/57.5/26.0/67.0,0.197/0.305/0.436
3.0/57.5/26.0/67.0,0.197/0.305/0.436
3.0/57.5/25.5/66.5,0.199/0.304/0.439
2.5/57.0/25.5/66.5,0.205/0.303/0.437
2.5/57.0/25.5/66.0,0.206/0.302/0.439
2.5/56.5/25.5/66.0,0.209/0.302/0.437
2.0/56.0/25.5/65.5,0.216/0.299/0.438
2.0/56.0/25.5/65.0,0.217/0.298/0.44
2.0/56.0/25.5/65.0,0.217/0.298/0.44
1.5/55.5/25.5/64.5,0.223/0.295/0.441
1.0/55.5/25.5/64.5,0.226/0.293/0.441
1.0/55.5/25.5/64.0,0.226/0.292/0.443
1.0/55.0/25.5/63.5,0.231/0.29/0.444
1.0/55.0/25.5/63.0,0.231/0.289/0.446
0.5/55.0/25.5/62.5,0.234/0.286/0.449
-0.0/55.0/25.5/62.5,0.237/0.284/0.449
0.0/55.0/25.5/62.0,0.237/0.283/0.451
0.0/55.0/25.5/61.5,0.237/0.281/0.454
0.0/54.5/25.5/61.0,0.242/0.28/0.454
-1.0/54.5/25.5/60.5,0.247/0.274/0.456
-1.0/54.5/25.5/60.0,0.247/0.273/0.459
-1.0/54.5/25.5/60.0,0.247/0.273/0.459
-1.0/54.5/25.5/59.5,0.248/0.271/0.461
-1.0/54.5/25.5/59.0,0.248/0.27/0.464
-1.5/54.5/25.5/58.5,0.251/0.266/0.466
-1.5/54.5/25.5/58.0,0.251/0.265/0.468
-1.5/54.5/25.5/57.5,0.252/0.263/0.471
-1.5/54.5/25.5/57.5,0.252/0.263/0.471
-2.0/54.5/25.5/57.0,0.254/0.26/0.473
-2.5/54.5/25.5/56.5,0.257/0.256/0.475
-2.5/54.5/26.0/56.0,0.256/0.254/0.478
-2.5/54.5/26.0/55.5,0.256/0.253/0.48
-2.5/54.5/26.0/55.0,0.256/0.251/0.482
-2.5/54.5/26.0/55.0,0.256/0.251/0.482
-2.5/54.5/26.0/54.5,0.257/0.25/0.484
-2.5/54.5/26.0/53.5,0.257/0.246/0.489
-2.5/54.5/26.0/53.5,0.257/0.246/0.489
-2.5/54.5/26.0/53.0,0.258/0.245/0.491
-3.0/54.5/26.0/52.5,0.26/0.241/0.493
-3.0/54.5/26.0/52.0,0.26/0.239/0.496
-3.0/54.5/26.0/51.5,0.261/0.237/0.498
-3.0/54.5/26.0/51.0,0.261/0.235/0.5
-3.0/54.5/26.0/51.0,0.261/0.235/0.5
-3.0/54.5/26.0/50.5,0.261/0.234/0.502
-3.0/54.5/26.0/50.5,0.261/0.234/0.502
-3.5/54.5/26.0/49.5,0.264/0.228/0.506
-3.5/54.5/26.0/49.0,0.264/0.226/0.508
-3.0/54.5/26.0/48.5,0.262/0.226/0.51
-3.0/54.5/26.0/48.5,0.262/0.226/0.51
-3.0/54.5/26.0/48.0,0.262/0.224/0.512
-3.0/54.5/26.0/48.0,0.262/0.224/0.512
-3.0/54.5/26.5/47.0,0.261/0.221/0.517
-3.0/54.5/26.5/47.0,0.261/0.221/0.517
-2.5/54.5/26.5/46.5,0.259/0.221/0.519
-2.5/54.5/26.5/46.5,0.259/0.221/0.519
-2.5/54.5/26.5/46.0,0.259/0.219/0.521
-2.5/54.5/26.5/46.0,0.259/0.219/0.521
-2.5/54.5/26.5/45.5,0.26/0.217/0.523
-2.5/54.5/26.5/45.5,0.26/0.217/0.523
-2.0/54.5/26.5/45.0,0.258/0.217/0.525
-2.0/54.5/26.5/44.5,0.258/0.215/0.527
-2.0/54.5/26.5/44.0,0.258/0.213/0.529
-2.0/54.5/26.5/44.0,0.258/0.213/0.529
-2.0/54.5/26.5/44.0,0.258/0.213/0.529
-1.5/54.5/26.5/43.5,0.257/0.214/0.53
-1.5/54.5/26.5/43.5,0.257/0.214/0.53
-1.5/54.5/26.5/43.0,0.257/0.212/0.532
-1.5/54.5/26.5/43.0,0.257/0.212/0.532
-1.5/54.5/26.5/43.0,0.257/0.212/0.532
-1.0/54.5/27.0/42.5,0.253/0.212/0.535
-1.0/54.5/27.0/42.5,0.253/0.212/0.535
-1.0/54.5/27.0/42.5,0.253/0.212/0.535
-1.0/54.5/27.0/42.0,0.254/0.21/0.536
-0.5/54.5/27.0/42.0,0.252/0.212/0.536
-0.5/54.5/27.0/42.0,0.252/0.212/0.536
-0.5/54.5/27.0/41.5,0.252/0.21/0.538
-0.5/54.5/27.0/41.5,0.252/0.21/0.538
-0.5/54.5/27.0/41.5,0.252/0.21/0.538
0.0/54.5/27.0/41.5,0.25/0.212/0.538
0.0/54.5/27.0/41.0,0.251/0.21/0.54
