r,sequence,timestamp,deg,deg/sec,mA,endpoint,grip/rotation,torque,force,ori,#
r,49819,1028110,18/35/55/54,0/0/0/0,0/0/0/0,457/58/-263,0/0,-943/-264/-15222,-697/319/562,-1692/32/-178,#
r,49820,1028130,18/35/55/54,0/0/0/0,0/0/0/0,457/58/-263,0/0,-952/-256/-15228,-700/318/565,-1692/32/-178,#
r,49821,1028149,18/35/55/54,0/0/0/0,0/0/0/0,457/58/-263,0/0,-958/-254/-15228,-703/319/568,-1692/32/-178,#
r,49822,1028170,18/35/55/54,0/0/0/0,0/0/0/0,457/58/-263,0/0,-968/-224/-15244,-712/320/578,-1692/32/-178,#
r,49823,1028190,18/35/55/54,0/0/0/0,0/0/0/0,457/58/-263,0/0,-962/-164/-15262,-723/322/594,-1692/32/-178,#
r,49824,1028210,18/35/55/54,0/0/0/0,0/0/0/0,457/58/-263,0/0,-954/-110/-15278,-734/325/609,-1692/32/-178,#
r,49825,1028229,18/35/55/54,0/0/0/0,0/0/0/0,457/58/-263,0/0,-958/-64/-15298,-740/322/620,-1692/32/-178,#
r,49826,1028250,18/35/55/54,0/0/0/0,0/0/0/0,457/58/-263,0/0,-964/-12/-15300,-746/319/632,-1692/32/-178,#
r,49827,1028270,18/35/55/54,0/0/0/0,0/0/0/0,457/58/-263,0/0,-968/60/-15308,-760/323/652,-1692/32/-178,#
r,49828,1028290,18/35/55/54,0/0/0/0,0/0/0/0,457/58/-263,0/0,-968/134/-15339,-779/328/675,-1692/32/-178,#
r,49829,1028310,18/35/55/54,0/0/0/1,0/0/0/0,457/58/-263,0/0,-972/160/-15330,-774/325/687,-1692/32/-178,#
r,49830,1028331,18/35/55/54,0/0/0/1,0/0/0/0,457/58/-263,0/0,-980/134/-15296,-760/317/682,-1692/32/-178,#
r,49831,1028351,18/35/55/54,0/0/0/1,0/0/0/0,457/58/-263,0/0,-1014/148/-15316,-772/319/693,-1692/32/-178,#
r,49832,1028371,18/35/55/54,0/0/0/2,0/0/0/0,457/58/-263,0/0,-1046/186/-15396,-793/323/721,-1692/32/-178,#
r,49833,1028391,18/35/55/54,0/0/0/10,0/0/0/0,457/58/-263,0/0,-1082/211/-15417,-795/319/739,-1692/32/-178,#
r,49834,1028411,18/35/55/54,5/0/0/15,0/0/0/0,457/58/-263,0/0,-1096/222/-15372,-787/311/743,-1692/32/-177,#
r,49835,1028431,18/35/55/54,4/0/0/16,0/0/0/0,457/58/-263,0/0,-1048/318/-15396,-793/320/755,-1692/32/-177,#
r,49836,1028450,18/35/55/54,7/0/0/20,0/0/0/0,458/57/-263,0/0,-1104/406/-15324,-814/318/792,-1692/32/-177,#
r,49837,1028471,18/35/55/54,9/0/0/19,0/0/0/0,458/57/-263,0/0,-1188/532/-15312,-825/309/826,-1692/31/-176,#
r,49838,1028491,18/35/55/54,19/0/0/33,0/0/0/0,458/56/-263,0/0,-1244/638/-15239,-821/296/848,-1692/31/-175,#
r,49839,1028512,18/35/55/54,24/0/0/32,0/0/0/0,458/56/-263,0/0,-1376/704/-15148,-808/276/880,-1692/31/-174,#
r,49840,1028539,18/35/55/55,31/0/0/70,0/0/0/0,458/53/-263,0/0,-1528/742/-15184,-835/275/911,-1692/30/-171,#
r,49841,1028558,18/35/55/55,35/0/0/58,0/0/0/0,458/52/-263,0/0,-1598/780/-15200,-846/273/941,-1692/30/-169,#
r,49842,1028578,18/35/55/55,70/0/0/57,0/0/0/0,458/50/-263,0/0,-1656/798/-15148,-828/256/960,-1692/30/-167,#
r,49843,1028599,18/35/55/55,66/0/0/105,0/0/0/0,459/48/-263,0/0,-1687/802/-15074,-809/239/971,-1691/29/-164,#
r,49844,1028618,18/35/55/55,63/0/0/92,0/0/0/0,459/46/-263,0/0,-1684/818/-15046,-809/235/966,-1691/28/-161,#
r,49845,1028639,19/35/55/55,70/0/0/92,0/0/0/0,460/43/-263,0/0,-1629/820/-15022,-806/231/951,-1691/28/-157,#
r,49846,1028658,19/35/55/56,109/0/0/143,0/0/0/0,460/40/-263,0/0,-1578/826/-14925,-770/209/940,-1691/27/-153,#
r,49847,1028678,19/35/55/56,91/0/0/134,0/0/0/0,461/37/-263,0/0,-1574/818/-14803,-728/183/935,-1691/26/-149,#
r,49848,1028698,19/35/55/56,115/0/0/133,0/0/0/0,461/33/-263,0/0,-1576/856/-14756,-721/171/938,-1690/25/-145,#
r,49849,1028719,19/35/55/56,121/0/0/152,0/0/0/0,462/29/-263,0/0,-1604/912/-14736,-735/177/947,-1690/24/-140,#
r,49850,1028739,20/35/55/57,114/0/0/178,0/0/0/0,462/25/-263,0/0,-1662/966/-14717,-741/173/958,-1690/23/-134,#
r,49851,1028758,20/35/55/57,131/0/0/184,0/0/0/0,463/21/-263,0/0,-1766/1006/-14614,-726/157/976,-1690/22/-128,#
