r,sequence,timestamp,deg,deg/sec,mA,endpoint,grip/rotation,torque,force,ori,#
r,9579,355765,7/69/19/83,1/0/0/0,226/2332/486/230,571/38/-148,0/0,-904/1542/-12550,-557/201/562,2/24/-3,#l_ch
r,9580,355799,7/69/19/83,2/0/0/0,236/2336/485/229,571/38/-148,0/0,-874/1614/-12614,-577/211/558,2/24/-3,#l_ch
r,9581,355833,7/69/19/83,13/0/0/0,247/2333/485/228,571/39/-148,0/0,-862/1668/-12608,-577/207/554,2/24/-3,#l_ch
r,9582,355866,7/69/19/83,8/0/0/0,256/2335/488/236,571/39/-148,0/0,-824/1700/-12578,-572/200/537,3/24/-2,#l_ch
r,9583,355900,7/69/19/83,21/0/0/0,260/2334/486/230,571/40/-148,0/0,-880/1737/-12516,-560/189/545,3/24/-2,#l_ch
r,9584,355934,7/69/19/83,27/0/0/0,303/2336/485/231,571/41/-148,0/0,-993/1726/-12420,-553/179/552,3/24/-1,#l_ch
r,9585,355966,7/69/19/83,40/0/0/0,268/2334/487/228,571/42/-148,0/0,-1194/1814/-12306,-537/149/589,3/24/0,#l_ch
r,9586,356000,7/69/19/83,78/0/0/0,303/2334/484/232,571/44/-148,0/0,-1302/1942/-12188,-518/125/607,3/24/1,#l_ch
r,9587,356034,8/69/19/83,88/0/0/0,352/2331/486/232,571/48/-148,0/0,-1374/2176/-12124,-516/106/628,3/24/4,#l_ch
r,9588,356073,8/69/19/83,76/0/0/2,381/2334/486/228,570/53/-148,0/0,-1376/2376/-12064,-529/101/647,3/24/8,#l_ch
r,9589,356115,9/69/19/83,109/0/0/1,370/2335/486/229,570/58/-148,0/0,-1376/2354/-11980,-523/103/650,3/24/13,#l_ch
r,9590,356156,9/69/19/83,152/0/0/2,464/2333/487/233,569/64/-148,0/0,-1342/2248/-11882,-497/96/637,3/24/19,#l_ch
r,9591,356195,10/69/19/83,163/0/0/5,451/2333/486/239,569/72/-148,0/0,-1222/2210/-11706,-470/96/611,4/24/25,#l_ch
r,9592,356235,10/69/19/83,183/1/1/1,480/2548/695/239,568/80/-148,0/0,-1148/2210/-11468,-429/81/597,4/24/32,#l_ch
r,9593,356275,11/69/19/83,190/7/3/0,504/2581/740/236,567/88/-147,0/0,-950/2296/-11330,-436/108/569,4/24/40,#l_ch
r,9594,356316,12/69/19/83,201/21/10/0,530/2598/735/235,567/98/-147,0/0,-694/2538/-10914,-400/111/562,4/23/48,#l_ch
r,9595,356355,13/69/19/83,194/40/10/0,524/2581/732/238,565/108/-145,0/0,-332/2576/-10700,-395/138/523,4/21/57,#l_ch
r,9596,356395,14/69/19/83,254/73/22/0,539/2676/741/236,564/118/-143,0/0,-144/2458/-10484,-366/147/498,4/19/65,#l_ch
r,9597,356435,15/69/19/83,199/91/21/0,546/2711/790/236,563/128/-139,0/0,-96/2136/-10496,-368/165/469,4/16/74,#l_ch
