r,sequence,timestamp,deg,deg/sec,mA,endpoint,grip/rotation,torque,force,ori,#l_sy
r,16940,626327,-10/110/31/53,0/-201/0/-60,324/1569/553/-139,399/-285/328,0/0,1346/-610/-12812,-252/35/191,134/-504/-545,#l_sy
r,16941,626368,-10/110/31/52,0/-205/0/-42,325/1668/553/-152,403/-287/320,0/0,1452/-738/-13052,-318/83/143,130/-496/-544,#l_sy
r,16942,626407,-10/109/31/52,0/-226/0/-43,325/1647/552/-180,407/-288/312,0/0,1370/-682/-12846,-269/57/175,126/-488/-543,#l_sy
r,16943,626447,-10/108/31/52,0/-208/0/-39,324/1644/552/-124,410/-290/303,0/0,1424/-796/-13272,-371/130/175,122/-479/-542,#l_sy
r,16944,626487,-10/107/31/52,1/-251/0/-27,338/1659/554/-138,414/-291/295,0/0,1406/-942/-12998,-313/104/173,118/-471/-541,#l_sy
r,16945,626527,-10/106/31/52,1/-226/0/-23,336/1649/552/-94,417/-293/286,0/0,1466/-904/-13274,-410/165/165,115/-462/-539,#l_sy
r,16946,626567,-10/105/31/52,0/-248/0/-16,175/1638/550/-90,420/-294/277,0/0,1404/-738/-12975,-345/124/193,111/-453/-538,#l_sy
r,16947,626607,-10/104/31/52,-1/-230/0/-17,128/1673/552/-30,425/-295/268,0/0,1440/-714/-13284,-429/176/175,108/-443/-536,#l_sy
r,16948,626646,-10/103/31/52,0/-254/0/-4,35/1608/553/-57,428/-296/258,0/0,1348/-672/-13166,-401/159/186,104/-433/-534,#l_sy
r,16949,626686,-10/102/31/52,0/-259/0/0,313/1648/555/-84,432/-297/248,0/0,1324/-624/-13234,-426/178/169,100/-424/-532,#l_sy
r,16950,626726,-10/101/31/52,0/-263/0/2,323/1643/550/136,436/-298/238,0/0,1204/-467/-13246,-433/180/199,97/-413/-529,#l_sy
r,16951,626759,-10/100/31/52,1/-275/0/4,319/1655/553/279,437/-298/233,0/0,1194/-510/-13182,-418/173/174,95/-408/-528,#l_sy
s,0,#l_sy
r,16952,626794,-10/99/31/52,1/-289/0/16,547/1640/554/405,442/-299/223,0/0,1236/-490/-13288,-451/205/143,91/-397/-525,#l_sy
r,16953,626827,-10/98/31/52,1/-287/0/6,543/1682/557/409,445/-300/212,0/0,1130/-388/-13256,-427/188/177,88/-387/-522,#l_sy
r,16954,626859,-10/98/31/52,0/-290/0/2,543/1653/550/377,447/-300/207,0/0,1130/-320/-13278,-450/203/166,86/-381/-521,#l_sy
r,16955,626894,-10/96/31/52,-1/-275/0/0,328/1713/552/158,450/-301/195,0/0,1078/-254/-13284,-448/201/176,83/-370/-519,#l_sy
r,16956,626927,-10/95/31/52,-1/-278/0/0,133/1669/553/24,453/-301/184,0/0,1084/-138/-13328,-467/208/179,79/-359/-517,#l_sy
r,16957,626959,-10/95/31/52,-1/-295/0/-2,91/1657/553/93,454/-302/179,0/0,1064/-98/-13260,-445/195/174,78/-354/-516,#l_sy
r,16958,626999,-10/94/31/52,0/-297/0/-1,57/1705/552/-95,458/-303/167,0/0,1100/16/-13424,-487/221/177,75/-343/-515,#l_sy
r,16959,627039,-10/93/31/52,0/-289/0/-4,255/1654/551/-104,460/-303/156,0/0,1042/-24/-13316,-454/202/173,72/-332/-513,#l_sy
r,16960,627079,-10/91/31/52,1/-282/0/-5,485/1677/553/-129,462/-304/145,0/0,1008/0/-13412,-469/211/172,69/-321/-512,#l_sy
r,16961,627119,-10/90/31/52,1/-298/0/0,545/1628/554/-100,464/-304/133,0/0,972/62/-13508,-490/222/177,66/-310/-510,#l_sy
r,16962,627160,-10/89/31/52,0/-283/0/7,382/1610/552/207,467/-305/122,0/0,892/62/-13375,-455/201/179,63/-299/-509,#l_sy
r,16963,627199,-10/88/31/52,0/-297/0/0,155/1625/555/373,469/-305/110,0/0,850/184/-13542,-505/228/193,60/-288/-507,#l_sy
r,16964,627239,-10/87/31/52,0/-294/0/0,321/1623/549/374,470/-306/98,0/0,804/214/-13524,-510/227/205,57/-276/-506,#l_sy
r,16965,627279,-10/86/31/52,1/-269/0/0,332/1597/553/164,472/-306/86,0/0,730/238/-13458,-492/214/231,54/-265/-505,#l_sy
r,16966,627319,-10/85/31/52,0/-289/0/0,332/1599/486/34,474/-306/74,0/0,798/216/-13648,-550/254/218,52/-254/-503,#l_sy
r,16967,627360,-10/83/31/52,0/-308/0/0,106/1615/485/-4,474/-306/62,0/0,682/298/-13525,-529/236/257,49/-242/-502,#l_sy
r,16968,627396,-10/82/31/52,-1/-290/0/0,117/1621/487/-86,475/-307/50,0/0,704/366/-13584,-543/244/255,46/-231/-501,#l_sy
r,16969,627435,-10/81/31/52,0/-292/0/1,87/1630/484/-29,476/-307/37,0/0,688/482/-13660,-576/259/270,44/-219/-500,#l_sy
r,16970,627475,-10/80/31/52,0/-273/0/1,316/1567/487/2,477/-307/25,0/0,666/616/-13532,-546/236/283,41/-208/-499,#l_sy
r,16971,627515,-10/79/31/52,1/-297/0/1,334/1535/487/3,477/-307/13,0/0,720/872/-13589,-574/249/294,39/-197/-498,#l_sy
r,16972,627555,-10/78/31/52,1/-288/0/1,327/1523/485/-20,477/-307/1,0/0,660/1098/-13567,-577/241/318,36/-185/-498,#l_sy
r,16973,627595,-10/76/31/52,1/-298/0/1,541/1519/487/-9,477/-307/-10,0/0,664/1220/-13530,-564/228/323,34/-174/-497,#l_sy
r,16974,627635,-10/75/31/52,9/-259/0/1,524/1561/486/-16,477/-307/-21,0/0,662/1344/-13662,-586/239/331,32/-163/-496,#l_sy
r,16975,627675,-10/74/31/52,6/-286/0/2,509/1467/484/-10,476/-306/-33,0/0,624/1370/-13639,-585/235/342,29/-153/-495,#l_sy
r,16976,627715,-10/73/31/52,2/-260/0/1,517/1494/488/-15,476/-306/-44,0/0,594/1382/-13680,-580/231/344,27/-142/-494,#l_sy
r,16977,627756,-10/72/31/52,5/-264/0/1,504/1488/414/-12,475/-306/-55,0/0,604/1512/-13798,-614/251/358,25/-132/-494,#l_sy
r,16978,627795,-10/71/31/52,5/-240/0/1,456/1446/412/-24,474/-305/-66,0/0,650/1614/-13703,-590/234/358,23/-121/-493,#l_sy
r,16979,627835,-10/70/31/52,0/-269/0/1,493/1432/411/-57,474/-305/-77,0/0,696/1768/-13875,-627/253/358,21/-111/-492,#l_sy
r,16980,627875,-10/69/31/52,0/-270/0/1,280/1390/410/-64,472/-305/-87,0/0,642/1937/-13798,-618/243/380,19/-101/-492,#l_sy
r,16981,627915,-10/68/31/52,-1/-261/0/1,87/1412/410/-52,471/-304/-97,0/0,632/2074/-13770,-616/235/379,17/-92/-492,#l_sy
r,16982,627955,-10/67/31/52,-2/-226/0/1,41/1393/414/-62,469/-304/-107,0/0,670/2250/-13878,-638/238/392,15/-82/-492,#l_sy
r,16983,627995,-10/66/31/52,0/-210/0/1,2/1392/412/-51,468/-304/-116,0/0,744/2230/-13796,-629/229/374,14/-73/-491,#l_sy
r,16984,628031,-10/65/31/52,1/-205/0/2,263/1365/410/-73,467/-304/-126,0/0,668/2390/-13864,-644/238/407,12/-64/-491,#l_sy
r,16985,628070,-10/64/31/52,3/-216/0/1,504/1346/410/-36,465/-303/-135,0/0,658/2406/-13889,-652/242/403,10/-56/-491,#l_sy
r,16986,628110,-10/64/31/52,0/-225/0/1,505/1382/414/-72,463/-303/-143,0/0,570/2588/-13886,-672/244/442,9/-48/-491,#l_sy
r,16987,628150,-10/63/31/52,-1/-187/0/1,279/1282/346/-56,462/-302/-151,0/0,630/2550/-13964,-694/261/423,7/-40/-491,#l_sy
r,16988,628190,-10/62/31/52,-1/-193/0/1,96/1290/346/-54,460/-302/-159,0/0,546/2652/-13830,-672/243/462,6/-32/-491,#l_sy
r,16989,628230,-10/61/31/52,-1/-196/0/2,37/1312/343/-53,458/-302/-166,0/0,594/2584/-14056,-723/276/441,4/-25/-491,#l_sy
r,16990,628271,-10/60/31/52,0/-178/0/1,267/1291/343/-61,456/-301/-174,0/0,514/2562/-13936,-701/260/461,3/-18/-490,#l_sy
r,16991,628310,-10/60/31/52,2/-186/0/1,502/1298/345/-52,454/-301/-181,0/0,536/2600/-14052,-746/290/460,2/-11/-490,#l_sy
r,16992,628350,-10/59/31/52,2/-178/0/1,494/1236/344/-63,452/-300/-188,0/0,490/2634/-13860,-712/269/473,0/-4/-490,#l_sy
r,16993,628390,-10/58/31/52,1/-178/0/1,491/1273/346/-60,451/-300/-195,0/0,466/2696/-13944,-744/285/478,0/2/-490,#l_sy
r,16994,628431,-10/58/31/52,0/-168/0/1,490/1281/345/-56,449/-299/-201,0/0,486/2644/-13934,-747/288/471,-1/8/-490,#l_sy
r,16995,628471,-10/57/31/52,4/-162/0/1,491/1290/345/-58,447/-299/-207,0/0,450/2694/-13882,-740/282/481,-2/15/-490,#l_sy
r,16996,628511,-10/56/31/52,7/-160/0/1,471/1163/345/-52,445/-298/-213,0/0,456/2812/-13848,-741/281/492,-3/21/-490,#l_sy
r,16997,628550,-10/56/31/52,7/-118/0/1,457/1269/345/-66,443/-297/-219,0/0,438/2790/-13836,-746/282/492,-5/27/-490,#l_sy
r,16998,628590,-10/55/31/52,5/-155/0/1,453/1220/345/-62,442/-297/-225,0/0,412/2804/-13867,-760/290/496,-6/32/-489,#l_sy
r,16999,628630,-10/55/31/52,8/-154/0/1,406/1207/276/-54,440/-296/-230,0/0,376/2878/-13786,-749/283/515,-7/38/-489,#l_sy
r,17000,628662,-10/54/31/52,11/-92/0/-1,411/1228/279/77,439/-296/-233,0/0,396/2820/-13900,-775/300/499,-7/40/-489,#l_sy
r,17001,628696,-10/54/31/52,7/-120/0/-3,404/1181/278/58,437/-295/-237,0/0,390/2802/-13875,-767/297/505,-8/45/-489,#l_sy
r,17002,628737,-10/54/31/52,1/-123/0/-1,420/1175/276/48,436/-295/-242,0/0,340/2772/-13825,-764/298/513,-9/50/-489,#l_sy
s,0,#l_sy
r,17003,628780,-10/53/31/52,0/-114/0/-1,206/1228/276/2,435/-294/-246,0/0,314/2646/-13934,-782/313/514,-10/54/-489,#l_sy
r,17004,628817,-10/53/31/52,0/-113/0/-2,80/1246/276/70,433/-294/-249,0/0,390/2366/-14138,-804/338/482,-10/57/-489,#l_sy
r,17005,628858,-10/52/31/52,0/-62/0/-2,50/1210/276/21,432/-294/-253,0/0,408/2162/-14196,-792/340/472,-11/61/-489,#l_sy
r,17006,628897,-10/52/31/52,0/-92/0/-1,75/1202/274/45,431/-293/-256,0/0,372/2021/-14178,-768/333/471,-12/64/-489,#l_sy
r,17007,628937,-10/52/31/52,0/-61/0/-2,93/1193/279/47,430/-293/-259,0/0,354/1810/-14266,-774/341/455,-12/67/-489,#l_sy
r,17008,628978,-10/51/31/52,0/-74/0/-1,37/1215/277/37,429/-293/-261,0/0,322/1662/-14362,-784/350/451,-13/70/-489,#l_sy
r,17009,629017,-10/51/31/52,5/-57/0/-1,431/1203/277/43,427/-293/-264,0/0,272/1526/-14312,-763/344/456,-13/72/-489,#l_sy
r,17010,629057,-10/51/31/52,2/-54/0/-1,422/1142/277/42,426/-292/-266,0/0,250/1464/-14270,-751/341/466,-14/75/-489,#l_sy
r,17011,629097,-10/51/31/52,4/-41/0/-1,222/1171/277/21,426/-292/-268,0/0,268/1324/-14266,-740/342/453,-14/77/-489,#l_sy
r,17012,629137,-10/51/31/52,3/-42/0/-1,393/1221/277/10,425/-292/-270,0/0,266/1242/-14234,-725/337/451,-14/79/-489,#l_sy
r,17013,629177,-10/50/31/52,8/-40/0/-1,388/1206/279/33,425/-291/-271,0/0,248/1214/-14260,-728/341/453,-14/80/-489,#l_sy
r,17014,629218,-10/50/31/52,8/-24/0/-1,355/1229/280/33,425/-291/-272,0/0,260/1188/-14238,-720/339/446,-15/81/-488,#l_sy
r,17015,629257,-10/50/31/52,7/-14/0/-1,351/1217/277/32,425/-291/-273,0/0,270/1178/-14230,-722/341/441,-15/82/-488,#l_sy
r,17016,629296,-10/50/31/52,5/-9/0/-1,333/1308/277/43,425/-290/-273,0/0,262/1174/-14238,-721/339/444,-15/82/-487,#l_sy
r,17017,629338,-10/50/31/52,3/0/0/-2,346/1341/275/27,425/-290/-273,0/0,260/1152/-14217,-717/339/438,-15/82/-487,#l_sy
r,17018,629378,-10/50/31/52,2/0/0/-1,347/1581/276/43,425/-290/-273,0/0,270/1152/-14184,-708/334/437,-15/82/-487,#l_sy
r,17019,629418,-10/50/31/52,4/2/0/-1,332/1814/274/29,425/-290/-273,0/0,300/1140/-14196,-711/336/427,-15/82/-487,#l_sy
r,17020,629459,-10/50/31/52,0/1/0/-1,343/1820/278/42,425/-290/-273,0/0,280/1154/-14189,-709/336/429,-15/82/-487,#l_sy
r,17021,629498,-10/50/31/52,0/0/0/-1,138/1589/277/37,425/-290/-273,0/0,286/1156/-14178,-706/334/425,-15/82/-487,#l_sy
r,17022,629538,-10/50/31/52,0/0/0/-1,-7/1580/276/37,425/-290/-273,0/0,300/1144/-14194,-710/337/419,-15/82/-487,#l_sy
r,17023,629578,-10/50/31/52,0/0/0/-1,18/1580/277/33,425/-290/-273,0/0,294/1108/-14198,-707/336/418,-15/82/-487,#l_sy
r,17024,629618,-10/50/31/52,0/0/0/-1,122/1579/275/33,425/-290/-273,0/0,284/1116/-14200,-706/336/418,-15/82/-487,#l_sy
r,17025,629658,-10/50/31/52,0/0/0/-1,119/1579/277/30,425/-290/-273,0/0,270/1136/-14188,-704/334/419,-15/82/-487,#l_sy
r,17026,629698,-10/50/31/52,0/0/0/-1,116/1579/276/32,425/-290/-273,0/0,280/1132/-14203,-707/336/417,-15/82/-487,#l_sy
r,17027,629738,-10/50/31/52,0/0/0/-1,113/1580/276/31,425/-290/-273,0/0,284/1108/-14188,-700/333/416,-15/82/-487,#l_sy
r,17028,629778,-10/50/31/52,0/0/0/-1,114/1578/277/39,425/-290/-273,0/0,294/1100/-14189,-700/333/417,-15/82/-487,#l_sy
r,17029,629818,-10/50/31/52,0/0/0/-1,117/1579/278/30,425/-290/-273,0/0,288/1096/-14200,-701/333/420,-15/82/-487,#l_sy
r,17030,629859,-10/50/31/52,0/0/0/-1,113/1579/281/38,425/-290/-273,0/0,282/1098/-14212,-702/333/420,-15/82/-487,#l_sy
r,17031,629898,-10/50/31/52,0/0/0/-1,113/1579/278/24,425/-290/-273,0/0,272/1096/-14192,-699/331/420,-15/82/-487,#l_sy
r,17032,629933,-10/50/31/52,0/0/0/-3,116/1579/276/53,425/-290/-273,0/0,264/1106/-14202,-697/329/421,-15/82/-487,#l_sy
r,17033,629973,-10/50/31/52,0/0/0/-1,118/1579/280/-35,425/-290/-273,0/0,272/1096/-14222,-702/332/420,-15/82/-487,#l_sy
r,17034,630013,-10/50/31/52,0/0/0/-2,116/1578/275/14,425/-290/-273,0/0,292/1120/-14203,-704/334/419,-15/82/-487,#l_sy
r,17035,630053,-10/50/31/52,0/0/0/-2,115/1581/275/42,425/-290/-273,0/0,320/1186/-14162,-703/333/419,-15/82/-487,#l_sy
r,17036,630093,-10/50/31/52,0/0/0/-1,114/1579/276/8,425/-290/-273,0/0,360/1326/-14086,-699/329/419,-15/82/-487,#l_sy
r,17037,630133,-10/50/31/52,0/0/0/-2,115/1580/277/24,425/-290/-273,0/0,434/1514/-13970,-686/321/425,-15/82/-487,#l_sy
r,17038,630173,-10/50/31/52,0/0/0/-1,117/1580/278/17,425/-290/-273,0/0,542/1756/-13898,-676/310/421,-15/82/-487,#l_sy
r,17039,630213,-10/50/31/52,0/0/0/-2,115/1579/275/19,425/-290/-273,0/0,634/1968/-13866,-667/301/414,-15/82/-487,#l_sy
r,17040,630254,-10/50/31/52,0/0/0/-2,114/1579/277/8,425/-290/-273,0/0,708/2200/-13752,-643/282/418,-15/82/-487,#l_sy
r,17041,630293,-10/50/31/52,0/0/0/-2,116/1580/277/29,425/-290/-273,0/0,774/2346/-13606,-607/260/421,-15/82/-487,#l_sy
r,17042,630333,-10/50/31/52,0/0/0/-2,115/1579/279/14,425/-290/-273,0/0,816/2494/-13514,-592/247/426,-15/82/-487,#l_sy
r,17043,630373,-10/50/31/52,0/0/0/-2,113/1578/278/18,425/-290/-273,0/0,839/2690/-13372,-560/220/430,-15/82/-487,#l_sy
r,17044,630413,-10/50/31/52,0/4/0/-2,113/1787/276/20,425/-290/-273,0/0,790/3014/-13088,-526/186/448,-15/82/-487,#l_sy
r,17045,630453,-10/50/31/52,0/14/0/-1,116/1844/277/34,425/-290/-273,0/0,702/2976/-12934,-501/163/461,-14/82/-487,#l_sy
r,17046,630493,-10/50/31/52,0/34/0/-1,117/1879/279/35,425/-290/-272,0/0,680/3225/-12998,-488/144/460,-14/81/-487,#l_sy
r,17047,630532,-10/50/31/52,0/43/0/-1,117/1859/278/77,425/-290/-270,0/0,666/3240/-13020,-494/145/447,-14/80/-487,#l_sy
r,17048,630572,-10/51/31/52,0/55/0/-1,119/1902/277/45,426/-290/-269,0/0,640/3218/-12939,-482/139/455,-14/78/-487,#l_sy
r,17049,630613,-10/51/31/52,0/73/0/-1,117/1899/278/52,427/-290/-266,0/0,626/3266/-12910,-479/136/461,-13/75/-487,#l_sy
r,17050,630653,-10/51/31/52,0/89/0/-1,113/1961/278/37,429/-291/-264,0/0,658/3218/-12886,-478/137/453,-13/73/-487,#l_sy
r,17051,630693,-10/52/31/52,0/80/0/-2,116/1970/279/34,430/-291/-261,0/0,700/3116/-12898,-484/147/446,-12/69/-487,#l_sy
r,17052,630732,-10/52/31/52,0/105/0/-2,121/2031/278/38,431/-291/-257,0/0,746/2980/-12880,-478/152/432,-11/65/-487,#l_sy
s,0,#l_sy
r,17053,630773,-10/52/31/52,0/118/0/-1,117/2064/278/37,433/-292/-253,0/0,708/2908/-12864,-471/149/435,-11/61/-486,#l_sy
r,17054,630813,-10/53/31/52,0/119/0/-1,115/2105/276/39,435/-292/-249,0/0,726/2828/-12910,-479/155/431,-10/57/-486,#l_sy
r,17055,630852,-10/53/31/52,0/105/0/-2,111/2111/277/41,436/-292/-244,0/0,764/2770/-13000,-500/170/428,-9/52/-486,#l_sy
r,17056,630893,-10/54/31/52,0/144/0/-1,113/2110/276/36,438/-293/-239,0/0,810/2626/-13032,-501/175/419,-8/47/-486,#l_sy
r,17057,630933,-10/54/31/52,0/140/0/-2,116/2109/277/49,440/-293/-234,0/0,824/2614/-12914,-479/166/429,-7/41/-486,#l_sy
r,17058,630973,-10/55/31/52,0/145/0/-1,113/2174/275/34,442/-293/-228,0/0,858/2620/-12916,-480/167/432,-6/36/-486,#l_sy
r,17059,631013,-10/56/31/52,0/160/0/-2,114/2188/277/48,444/-294/-222,0/0,868/2614/-13039,-505/178/426,-5/30/-486,#l_sy
r,17060,631052,-10/56/31/52,0/168/0/-1,113/2218/343/34,446/-294/-216,0/0,872/2568/-12960,-478/162/431,-4/24/-486,#l_sy
r,17061,631093,-10/57/31/52,0/160/0/-1,115/2198/344/39,448/-295/-210,0/0,850/2570/-12794,-453/150/449,-3/17/-486,#l_sy
r,17062,631133,-10/57/31/52,0/187/0/-2,115/2238/342/38,450/-295/-203,0/0,826/2382/-12846,-474/167/433,-2/11/-486,#l_sy
r,17063,631166,-10/58/31/52,0/187/0/2,114/2328/344/-51,451/-295/-200,0/0,814/2218/-12858,-469/166/421,-1/7/-486,#l_sy
r,17064,631206,-10/59/31/52,0/188/0/1,115/2272/344/-67,453/-296/-193,0/0,738/2138/-12764,-451/158/437,0/0/-486,#l_sy
r,17065,631245,-10/59/31/52,0/206/0/1,115/2302/346/-58,455/-296/-185,0/0,666/1936/-12744,-440/156/421,1/-6/-486,#l_sy
r,17066,631286,-10/60/31/52,0/196/0/1,115/2289/344/-65,457/-297/-178,0/0,630/1614/-12802,-443/165/402,2/-14/-486,#l_sy
r,17067,631326,-10/61/31/52,0/199/0/1,114/2366/344/-47,459/-297/-170,0/0,604/1370/-12814,-436/172/383,3/-21/-486,#l_sy
r,17068,631366,-10/62/31/52,0/199/0/2,115/2358/347/-58,461/-298/-162,0/0,590/1238/-12692,-400/156/384,5/-29/-486,#l_sy
r,17069,631407,-10/62/31/52,0/207/0/1,112/2393/346/-50,463/-298/-155,0/0,638/1176/-12766,-428/178/370,6/-36/-486,#l_sy
r,17070,631445,-10/63/31/52,0/188/0/1,118/2410/344/-29,464/-298/-147,0/0,664/1090/-12678,-406/166/357,8/-44/-486,#l_sy
r,17071,631486,-10/64/31/52,0/196/0/1,117/2462/344/-46,466/-299/-139,0/0,658/1124/-12638,-417/175/375,9/-51/-486,#l_sy
r,17072,631526,-10/65/31/52,0/185/0/2,116/2494/410/-68,468/-299/-132,0/0,670/1062/-12594,-412/174/367,10/-59/-486,#l_sy
r,17073,631566,-10/65/31/52,0/199/0/1,114/2475/412/-59,469/-299/-124,0/0,668/970/-12572,-410/174/361,12/-66/-487,#l_sy
r,17074,631606,-10/66/31/52,0/169/0/2,114/2490/412/-62,470/-299/-116,0/0,690/984/-12628,-423/183/354,13/-74/-487,#l_sy
r,17075,631646,-10/67/31/52,0/191/0/1,114/2457/410/-56,471/-300/-108,0/0,682/984/-12508,-393/164/352,14/-81/-487,#l_sy
r,17076,631687,-10/68/31/52,0/200/0/2,114/2531/411/-55,473/-300/-101,0/0,686/992/-12638,-434/188/353,16/-88/-487,#l_sy
r,17077,631726,-10/68/31/52,0/192/0/2,115/2536/412/-39,474/-300/-93,0/0,694/882/-12614,-406/170/344,17/-96/-487,#l_sy
r,17078,631766,-10/69/31/52,0/167/0/2,112/2483/411/-49,474/-300/-85,0/0,718/947/-12608,-406/169/355,18/-103/-488,#l_sy
r,17079,631802,-10/70/31/52,0/189/0/2,116/2500/409/-72,475/-301/-78,0/0,760/924/-12644,-395/163/350,20/-110/-488,#l_sy
r,17080,631841,-10/71/31/52,0/181/0/2,116/2541/413/-91,476/-301/-70,0/0,744/856/-12630,-372/146/335,21/-117/-488,#l_sy
r,17081,631881,-10/71/31/52,0/187/0/1,116/2589/413/-44,477/-301/-63,0/0,724/947/-12718,-401/158/341,23/-125/-488,#l_sy
r,17082,631920,-10/72/31/52,0/168/0/2,113/2560/414/-46,478/-301/-55,0/0,668/976/-12586,-372/137/359,24/-132/-489,#l_sy
r,17083,631961,-10/73/31/52,0/179/0/2,117/2590/414/-33,478/-301/-48,0/0,686/992/-12546,-389/146/359,25/-139/-489,#l_sy
r,17084,632001,-10/74/31/52,0/195/0/1,113/2624/484/-31,479/-301/-40,0/0,712/920/-12450,-379/143/350,27/-146/-489,#l_sy
r,17085,632042,-10/74/31/52,0/170/0/2,113/2589/486/-17,479/-301/-32,0/0,746/794/-12318,-369/144/340,28/-153/-490,#l_sy
r,17086,632082,-10/75/31/52,0/174/0/1,117/2571/485/-12,480/-301/-25,0/0,790/814/-12312,-375/153/349,29/-160/-490,#l_sy
r,17087,632123,-10/76/31/52,0/175/0/2,113/2636/486/5,480/-301/-17,0/0,850/688/-12270,-364/151/331,31/-168/-490,#l_sy
r,17088,632162,-10/76/31/52,0/175/0/2,115/2639/485/-11,480/-302/-9,0/0,884/616/-12262,-370/159/328,32/-175/-491,#l_sy
r,17089,632202,-10/77/31/52,0/203/0/1,114/2662/486/-15,480/-302/-1,0/0,876/568/-12216,-368/161/328,34/-182/-491,#l_sy
r,17090,632242,-10/78/31/52,0/198/0/2,115/2665/485/-12,480/-302/5,0/0,832/520/-12082,-348/150/332,35/-190/-492,#l_sy
r,17091,632282,-10/79/31/52,0/169/0/1,117/2685/484/-26,480/-301/13,0/0,839/576/-12124,-379/166/335,37/-197/-492,#l_sy
r,17092,632322,-10/79/31/52,0/195/0/1,119/2684/485/-22,480/-301/21,0/0,872/530/-11954,-343/146/315,38/-204/-493,#l_sy
r,17093,632363,-10/80/31/52,0/200/0/1,111/2673/489/-15,479/-301/29,0/0,880/694/-11976,-365/152/339,40/-212/-493,#l_sy
r,17094,632402,-10/81/31/52,0/177/0/2,114/2688/485/-8,479/-301/37,0/0,896/622/-11850,-343/140/324,41/-219/-494,#l_sy
r,17095,632442,-10/82/31/52,0/180/0/2,115/2733/485/-29,478/-301/45,0/0,828/636/-11806,-348/138/339,43/-227/-495,#l_sy
r,17096,632483,-10/83/31/52,0/196/0/1,117/2752/484/-28,478/-301/54,0/0,872/552/-11868,-366/152/319,45/-235/-495,#l_sy
r,17097,632524,-10/83/31/52,0/223/0/1,117/2707/483/-27,477/-301/62,0/0,814/526/-11688,-320/122/329,46/-243/-496,#l_sy
r,17098,632563,-10/84/31/52,0/200/0/1,114/2770/486/-32,476/-301/71,0/0,835/502/-11844,-382/158/318,48/-251/-497,#l_sy
r,17099,632604,-10/85/31/52,0/184/0/1,116/2736/486/-26,475/-301/79,0/0,764/467/-11632,-322/119/334,50/-260/-497,#l_sy
r,17100,632643,-10/86/31/52,0/223/0/1,118/2762/548/-26,474/-300/88,0/0,816/476/-11792,-389/161/325,52/-268/-498,#l_sy
r,17101,632683,-10/87/31/52,0/223/0/1,114/2772/557/-31,473/-300/97,0/0,838/374/-11568,-328/126/312,54/-276/-499,#l_sy
r,17102,632723,-10/88/31/52,0/194/0/1,114/2778/553/30,472/-300/106,0/0,843/456/-11660,-385/160/326,56/-285/-500,#l_sy
r,17103,632763,-10/89/31/52,0/228/0/0,115/2762/551/54,470/-300/115,0/0,874/378/-11530,-344/136/310,58/-293/-501,#l_sy
s,0,#l_sy
r,17104,632803,-10/89/31/52,0/235/0/1,114/2771/552/30,469/-299/124,0/0,814/450/-11688,-380/148/344,60/-302/-502,#l_sy
r,17105,632844,-10/90/31/52,0/226/0/0,116/2755/553/48,467/-299/133,0/0,889/233/-11670,-367/146/297,62/-311/-503,#l_sy
r,17106,632883,-10/91/31/52,0/209/0/0,114/2727/553/-6,465/-298/142,0/0,750/384/-11656,-369/135/365,64/-319/-504,#l_sy
r,17107,632924,-10/92/31/52,0/236/0/1,114/2791/552/202,463/-298/151,0/0,860/194/-11678,-372/144/305,66/-328/-506,#l_sy
r,17108,632963,-10/93/31/52,0/222/0/1,114/2808/552/198,462/-298/160,0/0,674/416/-11616,-383/134/386,69/-336/-507,#l_sy
r,17109,633003,-10/94/31/52,0/230/0/0,117/2820/555/203,459/-297/168,0/0,838/248/-11634,-406/156/317,71/-345/-508,#l_sy
r,17110,633043,-10/95/31/52,0/238/0/0,113/2813/553/47,458/-297/177,0/0,676/488/-11418,-376/126/399,73/-353/-509,#l_sy
r,17111,633083,-10/96/31/52,0/227/0/0,117/2848/555/20,455/-296/186,0/0,874/230/-11460,-391/148/300,76/-362/-511,#l_sy
r,17112,633124,-10/96/31/52,0/209/0/0,116/2808/551/130,452/-296/195,0/0,716/366/-11380,-387/134/363,78/-371/-512,#l_sy
r,17113,633163,-10/97/31/52,0/226/0/0,117/2841/554/300,450/-295/204,0/0,835/202/-11422,-401/150/305,81/-380/-514,#l_sy
r,17114,633203,-10/98/31/52,0/253/0/-1,118/2821/554/293,447/-294/213,0/0,648/406/-11334,-391/128/380,83/-389/-515,#l_sy
r,17115,633243,-10/99/31/52,0/248/0/-5,115/2837/554/144,444/-294/222,0/0,808/194/-11390,-405/143/317,86/-398/-517,#l_sy
r,17116,633283,-10/100/31/52,0/235/0/-1,114/2799/551/46,441/-293/231,0/0,680/312/-11400,-415/138/384,89/-406/-519,#l_sy
r,17117,633323,-10/101/31/52,0/223/0/-3,115/2773/552/105,438/-293/240,0/0,770/158/-11278,-379/124/331,92/-415/-521,#l_sy
r,17118,633363,-10/102/31/52,0/228/0/-2,115/2764/552/67,435/-292/248,0/0,658/270/-11374,-397/125/381,95/-424/-523,#l_sy
r,17119,633403,-10/103/31/52,0/219/0/-3,116/2735/554/104,431/-291/257,0/0,740/70/-11408,-380/120/340,98/-433/-525,#l_sy
r,17120,633444,-10/104/31/52,0/193/0/0,116/2765/554/29,428/-290/265,0/0,612/154/-11508,-405/125/388,101/-442/-527,#l_sy
