r,sequence,timestamp,deg,deg/sec,mA,endpoint,grip/rotation,torque,force,ori,#l_sy
r,17121,633484,-10/105/31/52,0/216/0/0,111/2738/555/196,425/-290/273,0/0,688/-6/-11440,-375/112/351,104/-450/-529,#l_sy
r,17122,633524,-10/105/31/52,0/217/0/-1,113/2748/551/145,421/-289/281,0/0,620/162/-11432,-392/114/403,107/-458/-531,#l_sy
r,17123,633564,-10/106/31/52,0/205/0/-1,117/2785/551/127,418/-288/288,0/0,722/142/-11388,-385/109/371,110/-466/-533,#l_sy
r,17124,633604,-10/107/31/52,0/209/0/-1,114/2730/554/131,414/-288/296,0/0,598/419/-11312,-399/103/453,113/-473/-536,#l_sy
r,17125,633645,-10/108/31/52,0/213/0/-1,116/2779/550/154,411/-287/303,0/0,720/354/-11258,-405/105/408,116/-481/-538,#l_sy
r,17126,633684,-10/109/31/52,0/187/0/-1,119/2753/551/142,408/-286/310,0/0,592/572/-11102,-394/88/490,119/-489/-540,#l_sy
r,17127,633724,-10/109/31/52,0/203/0/-2,115/2754/553/156,403/-285/317,0/0,774/417/-11064,-387/90/421,123/-497/-543,#l_sy
r,17128,633765,-10/110/31/52,0/209/0/-1,115/2716/555/124,400/-284/325,0/0,672/578/-10934,-367/62/493,126/-505/-546,#l_sy
r,17129,633805,-10/111/31/52,0/216/0/-1,117/2686/550/140,396/-284/332,0/0,760/502/-10978,-392/77/466,130/-513/-549,#l_sy
r,17130,633846,-10/112/31/52,0/218/0/-1,114/2686/552/130,392/-283/339,0/0,708/502/-10860,-352/52/493,134/-521/-552,#l_sy
r,17131,633885,-10/113/31/52,0/206/0/-1,116/2682/554/147,387/-282/346,0/0,772/406/-10940,-369/63/475,138/-529/-555,#l_sy
r,17132,633926,-10/114/31/52,0/223/0/-1,115/2660/554/140,383/-281/353,0/0,768/288/-10894,-335/50/470,142/-537/-558,#l_sy
r,17133,633965,-10/114/31/52,0/231/0/-1,115/2672/555/137,379/-280/361,0/0,726/184/-10932,-344/56/477,147/-545/-562,#l_sy
r,17134,634005,-10/115/31/52,0/191/0/-1,116/2703/553/135,375/-279/368,0/0,826/-24/-10980,-341/64/432,151/-553/-566,#l_sy
r,17135,634045,-10/116/31/52,0/213/0/-1,115/2697/556/131,370/-278/375,0/0,726/74/-10908,-326/50/479,156/-561/-569,#l_sy
r,17136,634085,-10/117/31/52,0/213/0/-1,116/2636/553/135,365/-277/381,0/0,876/-94/-11008,-346/74/422,161/-569/-574,#l_sy
r,17137,634126,-10/118/31/52,0/217/0/-1,115/2596/553/129,360/-276/388,0/0,754/-2/-10844,-316/50/476,166/-577/-578,#l_sy
r,17138,634165,-10/119/31/52,0/184/0/-1,119/2612/553/138,356/-275/394,0/0,822/-211/-11030,-338/74/424,171/-584/-582,#l_sy
r,17139,634205,-10/119/31/52,0/205/0/-1,116/2622/551/130,352/-274/400,0/0,734/-174/-10818,-293/45/460,176/-592/-587,#l_sy
r,17140,634245,-10/120/31/52,0/176/0/-1,115/2611/553/133,347/-273/406,0/0,818/-296/-10976,-330/72/421,182/-599/-591,#l_sy
r,17141,634285,-10/121/31/52,0/199/0/-1,116/2521/556/130,343/-272/412,0/0,718/-318/-10774,-274/37/443,187/-606/-596,#l_sy
r,17142,634325,-10/122/31/52,0/196/0/-2,115/2545/557/382,338/-271/418,0/0,784/-417/-10878,-304/58/412,193/-613/-601,#l_sy
r,17143,634365,-10/122/31/52,0/173/0/-1,113/2525/553/190,334/-270/423,0/0,732/-430/-10750,-277/42/417,198/-619/-606,#l_sy
r,17144,634406,-10/123/31/52,0/177/0/-1,112/2523/554/128,330/-269/428,0/0,734/-306/-10644,-266/28/438,204/-626/-611,#l_sy
r,17145,634446,-10/124/31/52,0/160/0/-2,113/2518/552/126,326/-268/433,0/0,798/-421/-10726,-286/43/409,210/-632/-616,#l_sy
r,17146,634486,-10/124/31/52,0/174/0/-2,112/2504/552/136,321/-268/437,0/0,704/-292/-10460,-236/8/450,215/-638/-621,#l_sy
r,17147,634526,-10/125/31/52,0/150/0/-2,115/2441/550/128,317/-267/442,0/0,808/-346/-10580,-278/35/415,222/-644/-627,#l_sy
r,17148,634566,-10/126/31/52,0/175/0/-2,115/2450/554/129,313/-266/447,0/0,734/-354/-10392,-231/3/437,228/-650/-632,#l_sy
r,17149,634606,-10/126/31/52,0/150/0/-2,115/2453/556/128,309/-265/451,0/0,716/-506/-10398,-234/13/413,234/-655/-638,#l_sy
r,17150,634646,-10/127/31/52,0/174/0/-1,112/2438/553/134,305/-264/455,0/0,694/-534/-10368,-222/4/423,241/-661/-644,#l_sy
r,17151,634687,-10/128/31/52,0/163/0/-2,116/2420/553/142,300/-263/459,0/0,698/-800/-10400,-219/14/383,248/-666/-650,#l_sy
r,17152,634726,-10/128/31/52,0/140/0/-1,115/2367/553/175,297/-262/463,0/0,662/-843/-10398,-204/8/389,254/-672/-657,#l_sy
r,17153,634766,-10/129/31/52,0/162/0/-1,114/2358/553/296,293/-261/467,0/0,672/-985/-10436,-197/11/373,261/-677/-663,#l_sy
s,0,#l_sy
r,17154,634806,-10/129/31/52,0/152/0/-1,118/2380/554/134,289/-261/470,0/0,682/-1196/-10560,-200/20/339,268/-681/-669,#l_sy
r,17155,634846,-10/130/31/52,0/127/0/0,116/2316/552/328,286/-260/474,0/0,624/-1184/-10510,-167/2/354,274/-686/-675,#l_sy
r,17156,634886,-10/130/31/52,0/126/0/-1,113/2336/553/271,283/-259/476,0/0,656/-1354/-10616,-183/19/324,281/-690/-681,#l_sy
r,17157,634927,-10/131/31/52,0/86/0/-1,115/2250/554/203,280/-259/479,0/0,630/-1414/-10518,-142/-1/317,286/-693/-686,#l_sy
r,17158,634966,-10/131/31/52,0/62/0/-1,120/2336/551/451,278/-258/481,0/0,590/-1432/-10668,-170/19/321,292/-696/-691,#l_sy
r,17159,635007,-10/131/31/52,0/60/0/-1,112/2241/554/210,275/-258/483,0/0,610/-1550/-10486,-117/-7/300,296/-699/-696,#l_sy
r,17160,635047,-10/132/31/52,0/48/0/-1,112/2221/553/255,273/-257/485,0/0,588/-1664/-10566,-129/4/291,300/-701/-699,#l_sy
r,17161,635087,-10/132/31/52,0/37/0/-1,117/2191/554/231,272/-257/486,0/0,568/-1754/-10580,-118/0/284,303/-703/-702,#l_sy
r,17162,635127,-10/132/31/52,0/19/0/-1,115/2134/552/268,272/-257/487,0/0,556/-1866/-10584,-115/1/266,305/-704/-704,#l_sy
r,17163,635168,-10/132/31/52,0/4/0/0,118/2073/553/230,271/-257/487,0/0,544/-1798/-10576,-109/-3/280,306/-704/-704,#l_sy
r,17164,635207,-10/132/31/52,0/-2/0/0,118/1592/555/428,271/-257/487,0/0,524/-1858/-10636,-119/4/273,306/-704/-704,#l_sy
r,17165,635247,-10/132/31/52,0/-16/0/0,115/1538/551/426,272/-257/487,0/0,528/-2002/-10696,-122/9/250,305/-704/-704,#l_sy
r,17166,635288,-10/132/31/52,0/-8/0/0,116/1536/553/451,272/-257/487,0/0,484/-1974/-10732,-125/13/264,305/-703/-703,#l_sy
r,17167,635328,-10/132/31/52,0/-4/0/7,115/1537/553/508,272/-257/486,0/0,512/-2040/-10700,-116/8/246,304/-703/-702,#l_sy
r,17168,635367,-10/132/31/52,0/0/0/8,117/1548/553/518,272/-257/486,0/0,469/-1962/-10682,-117/5/266,304/-703/-702,#l_sy
r,17169,635407,-10/132/31/52,0/0/0/21,116/1788/553/525,272/-256/487,0/0,476/-1902/-10648,-113/2/269,304/-703/-702,#l_sy
r,17170,635447,-10/132/31/52,0/1/0/21,115/1808/553/535,272/-256/487,0/0,500/-1936/-10636,-112/3/259,304/-703/-701,#l_sy
r,17171,635489,-10/132/31/52,0/0/0/25,117/1806/553/543,272/-256/487,0/0,488/-1979/-10616,-103/2/255,304/-703/-700,#l_sy
r,17172,635528,-10/132/31/52,0/0/0/28,113/1800/555/562,272/-255/488,0/0,450/-2032/-10634,-103/5/252,304/-703/-699,#l_sy
r,17173,635567,-10/132/31/52,0/0/0/46,117/1790/554/577,272/-255/488,0/0,471/-2122/-10612,-87/-1/235,304/-703/-697,#l_sy
r,17174,635606,-10/132/31/52,0/0/0/32,114/1789/554/580,272/-254/489,0/0,450/-2122/-10670,-94/6/237,304/-703/-696,#l_sy
r,17175,635649,-10/132/31/53,0/0/0/43,117/1793/553/641,273/-253/489,0/0,446/-2196/-10666,-85/3/223,304/-703/-694,#l_sy
r,17176,635688,-10/132/31/53,0/0/0/69,112/1793/554/633,273/-252/490,0/0,462/-2290/-10674,-81/6/207,304/-703/-692,#l_sy
r,17177,635729,-10/132/31/53,0/0/0/51,116/1792/553/555,274/-251/491,0/0,456/-2342/-10642,-63/1/202,304/-703/-689,#l_sy
r,17178,635769,-10/132/31/53,0/0/0/74,115/1784/552/579,274/-250/491,0/0,488/-2464/-10666,-62/8/176,304/-703/-687,#l_sy
r,17179,635808,-10/132/31/53,0/0/0/52,116/1787/554/574,274/-249/492,0/0,530/-2658/-10648,-38/6/131,304/-703/-685,#l_sy
r,17180,635848,-10/132/31/54,0/0/0/50,115/1787/551/574,275/-248/493,0/0,552/-2900/-10664,-10/2/75,304/-703/-682,#l_sy
r,17181,635888,-10/132/31/54,0/0/0/41,116/1787/554/561,275/-247/494,0/0,556/-3132/-10660,12/0/25,304/-703/-680,#l_sy
r,17182,635929,-10/132/31/54,0/0/0/43,116/1791/553/583,275/-247/494,0/0,550/-3188/-10678,19/2/22,304/-703/-679,#l_sy
r,17183,635968,-10/132/31/54,0/0/0/26,118/1788/554/520,276/-246/494,0/0,584/-3384/-10658,40/-3/-14,304/-703/-677,#l_sy
r,17184,636008,-10/132/31/54,0/0/0/10,114/1788/554/507,276/-246/495,0/0,578/-3458/-10680,46/-4/-19,304/-703/-677,#l_sy
r,17185,636048,-10/132/31/54,0/0/0/0,114/1791/550/459,276/-246/495,0/0,544/-3546/-10724,52/-1/-37,304/-703/-676,#l_sy
r,17186,636088,-10/132/31/54,0/0/0/-4,116/1792/551/214,276/-246/495,0/0,568/-3720/-10736,64/-2/-70,304/-703/-677,#l_sy
r,17187,636128,-10/132/31/54,0/0/0/-10,113/1789/553/-37,276/-246/495,0/0,556/-3834/-10760,69/0/-87,304/-703/-677,#l_sy
r,17188,636168,-10/132/31/54,0/0/0/-18,115/1782/552/-68,276/-246/494,0/0,544/-3891/-10806,70/1/-89,304/-703/-677,#l_sy
r,17189,636207,-10/132/31/54,0/0/0/-33,115/1789/553/-84,275/-247/494,0/0,564/-3964/-10820,69/4/-99,304/-703/-678,#l_sy
r,17190,636243,-10/132/31/54,0/0/0/-18,115/1788/552/-84,275/-247/494,0/0,546/-3898/-10868,57/9/-83,304/-703/-679,#l_sy
r,17191,636283,-10/132/31/54,0/0/0/-25,116/1786/553/-91,275/-247/494,0/0,526/-3758/-10942,26/19/-52,304/-703/-680,#l_sy
r,17192,636323,-10/132/31/54,0/0/0/-37,115/1790/551/-95,275/-248/493,0/0,492/-3688/-11014,0/30/-28,304/-703/-682,#l_sy
r,17193,636364,-10/132/31/54,0/0/0/-38,116/1786/553/-111,275/-249/493,0/0,467/-3541/-11074,0/36/9,304/-703/-683,#l_sy
r,17194,636403,-10/132/31/53,0/0/0/-51,114/1788/553/-126,274/-249/492,0/0,426/-3430/-11146,-43/44/38,304/-703/-684,#l_sy
r,17195,636444,-10/132/31/53,0/0/0/-45,118/1792/553/-118,274/-250/492,0/0,423/-3490/-11160,-43/46/38,304/-703/-686,#l_sy
r,17196,636483,-10/132/31/53,0/0/0/-26,116/1790/553/-113,274/-250/491,0/0,392/-3436/-11238,-61/58/56,304/-703/-687,#l_sy
r,17197,636523,-10/132/31/53,0/0/0/-29,113/1788/553/-107,274/-251/491,0/0,404/-3466/-11216,-45/52/52,304/-703/-689,#l_sy
r,17198,636563,-10/132/31/53,0/0/0/-35,113/1789/553/-153,273/-252/490,0/0,412/-3484/-11320,-63/63/53,304/-703/-690,#l_sy
r,17199,636604,-10/132/31/53,0/0/0/-33,115/1791/553/-93,273/-252/490,0/0,419/-3508/-11396,-64/66/53,304/-703/-692,#l_sy
r,17200,636643,-10/132/31/53,0/0/0/-51,114/1790/549/-56,273/-253/489,0/0,428/-3593/-11584,-82/78/50,304/-703/-693,#l_sy
r,17201,636683,-10/132/31/52,0/0/0/-38,116/1790/554/-81,273/-254/489,0/0,480/-3714/-11714,-82/82/41,304/-703/-695,#l_sy
r,17202,636724,-10/132/31/52,0/0/0/-22,116/1788/554/-29,272/-254/489,0/0,464/-3774/-11870,-95/93/45,304/-703/-696,#l_sy
r,17203,636763,-10/132/31/52,0/0/0/-20,114/1788/554/-31,272/-254/488,0/0,484/-3900/-11998,-91/96/23,304/-703/-697,#l_sy
s,0,#l_sy
r,17204,636803,-10/132/31/52,0/-10/0/-29,117/1555/554/-39,272/-255/488,0/0,492/-3988/-12166,-100/105/23,304/-703/-697,#l_sy
r,17205,636841,-10/132/31/52,0/-25/0/-20,114/1601/555/-4,273/-255/487,0/0,570/-4040/-12094,-55/86/14,303/-702/-697,#l_sy
r,17206,636875,-10/132/31/52,0/-26/0/-13,115/1484/550/-11,273/-255/487,0/0,568/-4128/-12188,-50/87/6,302/-702/-697,#l_sy
r,17207,636909,-10/131/31/52,0/-64/0/-10,118/1508/553/-15,274/-256/486,0/0,558/-4216/-12432,-95/115/-3,299/-701/-695,#l_sy
r,17208,636942,-10/131/31/52,0/-62/0/-10,115/1463/551/1,276/-257/484,0/0,572/-4184/-12344,-55/91/-1,296/-698/-692,#l_sy
r,17209,636975,-10/131/31/52,0/-74/0/-5,116/1459/552/-6,278/-257/483,0/0,540/-4088/-12378,-65/94/12,293/-697/-690,#l_sy
r,17210,637009,-10/131/31/52,0/-137/0/-1,117/1363/551/30,280/-257/480,0/0,586/-4120/-12376,-63/94/1,287/-694/-684,#l_sy
r,17211,637049,-10/130/31/52,0/-153/0/0,116/1426/552/69,283/-258/477,0/0,500/-4140/-12406,-84/107/14,280/-689/-677,#l_sy
r,17212,637089,-10/130/31/52,0/-177/0/0,113/1441/552/437,288/-259/473,0/0,566/-4174/-12468,-104/121/-4,272/-684/-670,#l_sy
r,17213,637131,-10/129/31/52,0/-181/0/0,117/1346/550/437,293/-260/468,0/0,516/-3941/-12384,-91/107/29,262/-677/-661,#l_sy
r,17214,637170,-10/128/31/52,0/-207/0/0,114/1367/555/382,299/-261/463,0/0,516/-3825/-12468,-128/123/30,253/-670/-652,#l_sy
r,17215,637210,-10/127/31/52,0/-222/0/-3,114/1377/552/-36,305/-263/457,0/0,450/-3682/-12296,-91/94/50,242/-662/-643,#l_sy
r,17216,637250,-10/126/31/52,0/-236/0/0,113/1388/553/-30,310/-264/450,0/0,450/-3504/-12464,-162/129/55,232/-653/-633,#l_sy
r,17217,637291,-10/125/31/52,0/-277/0/0,114/1370/556/104,318/-266/443,0/0,452/-3374/-12174,-98/87/60,221/-643/-623,#l_sy
r,17218,637331,-10/124/31/52,0/-307/0/0,115/1353/553/425,325/-267/435,0/0,452/-3110/-12352,-172/122/86,211/-633/-614,#l_sy
r,17219,637370,-10/123/31/52,0/-313/0/4,117/1391/552/442,332/-269/426,0/0,442/-2904/-12176,-137/89/91,200/-622/-605,#l_sy
r,17220,637410,-10/121/31/52,0/-307/0/4,115/1399/556/447,341/-270/416,0/0,358/-2586/-12208,-140/75/136,190/-610/-596,#l_sy
r,17221,637450,-10/120/31/52,0/-332/0/0,116/1386/551/446,349/-272/406,0/0,450/-2436/-12246,-151/80/117,181/-598/-587,#l_sy
r,17222,637490,-10/119/31/52,0/-340/0/0,117/1474/554/271,356/-274/396,0/0,400/-2208/-12308,-178/89/143,171/-585/-579,#l_sy
r,17223,637531,-10/117/31/52,0/-347/0/0,116/1446/555/85,365/-275/385,0/0,380/-2154/-12260,-158/72/145,163/-572/-572,#l_sy
r,17224,637571,-10/116/31/52,0/-338/0/0,116/1449/554/55,372/-277/374,0/0,362/-1960/-12304,-172/76/166,155/-559/-565,#l_sy
r,17225,637611,-10/115/31/52,0/-360/0/0,115/1511/549/205,379/-279/362,0/0,348/-1840/-12360,-184/80/172,147/-546/-559,#l_sy
r,17226,637651,-10/113/31/52,0/-353/0/1,110/1518/554/281,387/-280/350,0/0,366/-1684/-12528,-211/89/179,140/-532/-553,#l_sy
r,17227,637691,-10/112/31/52,0/-354/0/0,116/1540/553/269,394/-282/338,0/0,312/-1516/-12538,-180/78/207,133/-518/-547,#l_sy
r,17228,637731,-10/110/31/52,0/-354/0/0,110/1519/550/74,401/-283/325,0/0,290/-1316/-12606,-204/68/228,126/-505/-542,#l_sy
r,17229,637771,-10/109/31/52,0/-375/0/-1,116/1577/555/-28,408/-285/313,0/0,282/-1108/-12672,-219/70/247,120/-491/-538,#l_sy
r,17230,637811,-10/107/31/52,0/-359/0/0,113/1570/553/-26,414/-286/300,0/0,288/-826/-12842,-247/72/278,114/-477/-533,#l_sy
r,17231,637851,-10/106/31/52,0/-348/0/1,117/1560/551/201,420/-287/287,0/0,318/-684/-12920,-257/73/296,109/-464/-530,#l_sy
r,17232,637891,-10/105/31/52,0/-353/0/4,114/1571/554/438,425/-288/274,0/0,312/-546/-12996,-264/65/309,104/-450/-526,#l_sy
r,17233,637931,-10/103/31/52,0/-345/0/15,114/1565/552/419,431/-289/261,0/0,268/-356/-13022,-257/53/335,99/-437/-522,#l_sy
r,17234,637971,-10/102/31/52,0/-352/0/10,115/1601/549/410,436/-290/249,0/0,240/-174/-13153,-289/65/357,95/-424/-518,#l_sy
r,17235,638012,-10/101/31/52,0/-337/0/16,116/1587/553/396,442/-291/236,0/0,240/-164/-13262,-320/81/344,90/-410/-515,#l_sy
r,17236,638052,-10/99/31/52,0/-335/0/27,115/1645/553/409,446/-292/223,0/0,154/-112/-13339,-339/88/360,86/-397/-511,#l_sy
r,17237,638091,-10/98/31/52,0/-337/0/21,116/1667/549/407,450/-292/210,0/0,86/-134/-13328,-336/85/364,82/-384/-508,#l_sy
r,17238,638130,-10/97/31/52,0/-327/0/42,114/1653/553/420,454/-293/197,0/0,82/-96/-13452,-365/99/358,78/-372/-505,#l_sy
r,17239,638164,-10/95/31/53,0/-314/0/26,115/1649/553/462,458/-293/185,0/0,92/-42/-13510,-388/114/358,75/-359/-501,#l_sy
r,17240,638197,-10/95/31/53,0/-317/0/21,114/1652/552/424,460/-293/178,0/0,92/-48/-13439,-364/100/349,73/-353/-500,#l_sy
r,17241,638232,-10/93/31/53,0/-320/0/39,115/1671/554/445,464/-293/166,0/0,112/76/-13588,-404/124/349,70/-340/-496,#l_sy
r,17242,638270,-10/92/31/53,0/-311/0/42,117/1662/552/444,468/-293/153,0/0,68/162/-13560,-397/116/349,66/-328/-493,#l_sy
r,17243,638311,-10/91/31/53,0/-298/0/38,114/1639/552/464,470/-293/141,0/0,-4/362/-13512,-389/103/371,63/-315/-489,#l_sy
r,17244,638351,-10/90/31/53,0/-314/0/51,109/1688/552/459,474/-293/129,0/0,56/514/-13603,-413/111/353,60/-303/-486,#l_sy
r,17245,638391,-10/88/31/53,0/-294/0/35,116/1628/551/461,476/-293/116,0/0,46/658/-13625,-425/114/359,58/-292/-483,#l_sy
r,17246,638431,-10/87/31/54,0/-297/0/67,112/1612/554/441,479/-292/105,0/0,-46/750/-13524,-399/94/365,55/-280/-479,#l_sy
r,17247,638471,-10/86/31/54,0/-291/0/72,114/1583/556/410,481/-292/93,0/0,-48/782/-13662,-432/117/361,52/-269/-476,#l_sy
r,17248,638511,-10/85/31/54,0/-285/0/62,117/1606/556/414,483/-291/81,0/0,-124/842/-13678,-446/123/363,50/-258/-473,#l_sy
r,17249,638544,-10/84/31/54,0/-267/0/76,113/1590/552/440,485/-290/70,0/0,-130/838/-13636,-428/114/355,47/-247/-469,#l_sy
r,17250,638577,-10/83/31/54,0/-257/0/70,119/1596/553/478,486/-290/65,0/0,-158/839/-13682,-456/129/357,46/-242/-467,#l_sy
r,17251,638611,-10/82/31/55,0/-254/0/56,115/1602/550/470,488/-289/54,0/0,-178/744/-13700,-437/121/344,44/-231/-464,#l_sy
r,17252,638644,-10/81/31/55,0/-257/0/49,117/1635/485/448,490/-288/43,0/0,-160/690/-13772,-466/144/338,42/-221/-460,#l_sy
r,17253,638678,-10/81/31/55,0/-257/0/43,113/1638/485/433,491/-288/38,0/0,-186/648/-13798,-484/143/320,41/-216/-459,#l_sy
r,17254,638712,-10/80/31/55,0/-252/0/58,113/1584/485/420,491/-287/27,0/0,-180/704/-13775,-459/146/320,39/-206/-456,#l_sy
r,17255,638751,-10/79/31/56,0/-244/0/52,114/1593/486/437,492/-286/16,0/0,-176/650/-13736,-437/139/278,36/-196/-452,#l_sy
s,0,#l_sy
r,17256,638792,-10/78/31/56,0/-269/0/40,114/1577/486/441,493/-285/6,0/0,-178/662/-13967,-471/162/262,34/-186/-450,#l_sy
r,17257,638832,-10/77/31/56,0/-261/0/48,116/1566/487/419,494/-284/-4,0/0,-194/614/-13908,-430/145/228,33/-176/-447,#l_sy
r,17258,638872,-10/76/31/56,0/-242/0/59,113/1567/484/414,495/-284/-14,0/0,-206/602/-14050,-468/171/223,31/-167/-444,#l_sy
r,17259,638912,-10/75/31/56,0/-247/0/38,117/1567/484/450,495/-283/-24,0/0,-220/562/-14020,-451/163/203,29/-157/-442,#l_sy
r,17260,638952,-10/74/31/57,0/-251/0/53,115/1589/485/377,495/-282/-34,0/0,-174/540/-14106,-468/180/203,27/-148/-440,#l_sy
r,17261,638992,-10/73/31/57,0/-220/0/20,114/1540/485/309,495/-282/-44,0/0,-182/634/-14052,-466/180/224,25/-138/-439,#l_sy
r,17262,639034,-10/72/31/57,0/-231/0/7,113/1523/486/291,494/-281/-55,0/0,-182/640/-14110,-478/185/193,23/-129/-438,#l_sy
r,17263,639073,-10/71/31/57,0/-231/0/-1,117/1479/487/239,493/-281/-65,0/0,-214/874/-14058,-484/184/232,21/-119/-437,#l_sy
r,17264,639112,-10/70/31/57,0/-236/0/-8,113/1460/486/-228,492/-281/-75,0/0,-188/950/-14108,-491/184/196,20/-110/-437,#l_sy
r,17265,639153,-10/69/31/57,0/-218/0/-10,116/1480/416/-247,491/-281/-85,0/0,-254/1234/-14062,-487/170/246,18/-101/-437,#l_sy
r,17266,639194,-10/68/31/57,0/-232/0/-8,117/1437/412/-256,490/-281/-95,0/0,-222/1308/-14125,-505/178/224,16/-92/-437,#l_sy
r,17267,639234,-10/67/31/57,0/-250/0/-10,114/1426/412/-272,488/-281/-104,0/0,-256/1506/-14082,-509/172/279,15/-83/-437,#l_sy
r,17268,639273,-10/66/31/57,0/-244/0/-18,114/1453/411/-257,487/-281/-113,0/0,-252/1576/-14089,-529/182/268,13/-74/-438,#l_sy
r,17269,639313,-10/65/31/56,0/-236/0/-7,114/1453/412/-246,485/-280/-123,0/0,-244/1748/-14075,-541/182/304,12/-66/-438,#l_sy
r,17270,639353,-10/65/31/56,0/-220/0/-8,117/1368/411/-246,484/-280/-131,0/0,-198/1820/-14124,-569/198/305,10/-58/-438,#l_sy
r,17271,639393,-10/64/31/56,0/-223/0/-4,115/1334/412/-246,482/-280/-140,0/0,-174/1898/-14082,-571/199/335,9/-49/-438,#l_sy
r,17272,639434,-10/63/31/56,0/-219/0/-5,116/1406/411/-248,480/-280/-148,0/0,-180/1958/-14117,-614/222/352,7/-41/-438,#l_sy
r,17273,639474,-10/62/31/56,0/-179/0/-1,114/1386/411/-251,478/-279/-156,0/0,-164/1992/-14039,-599/214/348,6/-34/-439,#l_sy
r,17274,639515,-10/61/31/56,0/-188/0/0,117/1331/410/-92,476/-279/-164,0/0,-154/2044/-14234,-653/245/348,4/-26/-439,#l_sy
r,17275,639554,-10/61/31/56,0/-178/0/4,114/1341/412/245,474/-279/-172,0/0,-136/2014/-14050,-604/219/340,3/-19/-438,#l_sy
r,17276,639595,-10/60/31/56,0/-171/0/0,115/1351/344/233,473/-278/-180,0/0,-128/2144/-14250,-661/251/343,2/-12/-438,#l_sy
r,17277,639635,-10/59/31/56,0/-161/0/0,115/1325/343/232,471/-278/-187,0/0,-158/2056/-14096,-616/227/345,0/-5/-438,#l_sy
r,17278,639674,-10/58/31/56,0/-191/0/0,115/1284/345/228,469/-277/-194,0/0,-154/2102/-14220,-664/255/330,0/1/-438,#l_sy
r,17279,639715,-10/58/31/56,0/-171/0/0,114/1258/346/231,467/-277/-201,0/0,-170/2128/-14132,-631/234/341,-1/8/-438,#l_sy
r,17280,639754,-10/57/31/56,0/-185/0/0,115/1277/343/229,465/-276/-208,0/0,-148/2212/-14153,-649/243/332,-2/15/-438,#l_sy
r,17281,639794,-10/56/31/56,0/-144/0/0,113/1271/344/228,463/-276/-215,0/0,-182/2364/-14208,-660/244/362,-4/22/-438,#l_sy
r,17282,639834,-10/56/31/56,0/-170/0/0,115/1194/342/231,461/-276/-221,0/0,-188/2312/-14148,-659/246/352,-5/28/-438,#l_sy
r,17283,639874,-10/55/31/56,0/-172/0/0,115/1194/345/227,458/-275/-228,0/0,-180/2526/-14130,-672/246/387,-6/35/-438,#l_sy
r,17284,639914,-10/54/31/56,0/-143/0/0,113/1200/344/226,457/-275/-234,0/0,-154/2658/-14096,-689/252/408,-7/41/-438,#l_sy
r,17285,639954,-10/54/31/56,0/-141/0/0,118/1229/343/229,454/-274/-240,0/0,-92/2674/-14184,-723/271/408,-8/47/-439,#l_sy
r,17286,639993,-10/53/31/56,0/-159/0/0,116/1138/341/227,452/-274/-246,0/0,-144/2828/-14084,-705/255/446,-9/52/-439,#l_sy
r,17287,640028,-10/53/31/56,0/-144/0/0,115/1140/345/229,450/-273/-251,0/0,-164/2836/-14142,-720/264/452,-10/58/-439,#l_sy
r,17288,640060,-10/52/31/56,0/-139/0/0,114/1127/280/229,449/-273/-254,0/0,-198/2746/-14184,-722/267/446,-11/60/-439,#l_sy
r,17289,640094,-10/52/31/56,0/-92/0/0,118/1187/276/230,447/-273/-258,0/0,-180/2618/-14220,-720/272/428,-11/65/-439,#l_sy
r,17290,640128,-10/52/31/56,0/-93/0/0,115/1207/277/226,446/-272/-263,0/0,-178/2526/-14236,-719/276/418,-12/69/-439,#l_sy
r,17291,640160,-10/51/31/56,0/-93/0/0,116/1217/274/229,445/-272/-265,0/0,-172/2394/-14262,-723/284/402,-13/71/-439,#l_sy
r,17292,640200,-10/51/31/56,0/-95/0/0,112/1108/278/229,444/-272/-268,0/0,-158/2138/-14430,-755/312/379,-13/75/-439,#l_sy
r,17293,640240,-10/51/31/56,0/-63/0/0,115/1142/278/227,442/-272/-271,0/0,-170/2020/-14334,-725/301/379,-14/78/-439,#l_sy
r,17294,640280,-10/50/31/56,0/-53/0/0,115/1214/276/230,442/-271/-274,0/0,-142/1912/-14388,-730/311/365,-14/81/-439,#l_sy
r,17295,640315,-10/50/31/56,0/-43/0/0,115/1253/280/230,441/-271/-276,0/0,-114/1756/-14467,-728/314/344,-15/83/-439,#l_sy
r,17296,640353,-10/50/31/56,0/-30/0/0,116/1220/276/228,440/-271/-278,0/0,-112/1590/-14562,-733/324/327,-15/85/-439,#l_sy
r,17297,640395,-10/50/31/56,0/-21/0/0,116/1286/276/227,439/-271/-279,0/0,-92/1520/-14552,-728/325/311,-15/86/-439,#l_sy
r,17298,640435,-10/50/31/56,0/-8/0/0,113/1286/279/232,439/-271/-279,0/0,-124/1464/-14570,-739/331/316,-15/87/-439,#l_sy
r,17299,640475,-10/50/31/56,0/0/0/0,115/1342/278/225,439/-271/-280,0/0,-84/1404/-14634,-759/346/320,-15/87/-439,#l_sy
r,17300,640515,-10/50/31/56,0/0/0/0,116/1580/279/225,439/-271/-279,0/0,-52/1488/-14489,-744/339/344,-15/87/-439,#l_sy
