r,sequence,timestamp,deg,deg/sec,mA,endpoint,grip/rotation,torque,force,ori,#r_sy
r,16412,606434,-7/96/38/61,-26/171/0/0,-330/2813/621/137,473/224/234,0/0,58/-100/-11528,-332/202/424,68/-435/387,#r_sy
r,16413,606474,-7/97/38/61,-23/174/0/0,-309/2791/620/137,470/225/241,0/0,142/-266/-11408,-300/192/381,71/-442/390,#r_sy
s,0,#r_sy
r,16414,606515,-7/98/38/61,-22/173/0/0,-317/2764/622/136,467/225/248,0/0,-8/-278/-11544,-324/201/429,74/-448/393,#r_sy
r,16415,606554,-8/98/38/61,-25/160/0/0,-285/2776/620/137,464/226/254,0/0,-2/-380/-11432,-279/179/405,76/-454/396,#r_sy
r,16416,606595,-8/99/38/61,-21/145/0/0,-253/2789/621/137,462/227/260,0/0,-98/-360/-11506,-294/184/431,79/-460/399,#r_sy
r,16417,606634,-8/99/38/61,-29/136/0/0,-307/2767/622/136,459/227/266,0/0,-74/-419/-11484,-286/182/413,82/-466/401,#r_sy
r,16418,606674,-8/100/38/61,-17/126/0/0,-300/2803/620/137,457/228/271,0/0,-114/-414/-11438,-268/170/420,84/-471/403,#r_sy
r,16419,606714,-8/101/38/61,-13/90/0/0,-263/2732/621/135,455/228/276,0/0,46/-312/-11386,-251/162/391,86/-475/405,#r_sy
r,16420,606755,-8/101/38/61,-4/117/0/0,-255/2771/621/135,452/228/280,0/0,120/-264/-11422,-248/165/383,88/-480/407,#r_sy
r,16421,606794,-8/101/38/61,-2/105/0/0,-249/2741/620/137,451/228/285,0/0,140/-310/-11478,-250/166/360,90/-484/408,#r_sy
r,16422,606834,-8/102/38/61,0/114/0/0,-227/2687/623/138,449/227/289,0/0,76/-298/-11422,-254/165/385,91/-488/409,#r_sy
r,16423,606866,-8/102/38/61,0/113/0/0,-228/2732/621/136,448/227/291,0/0,24/-292/-11326,-239/155/398,92/-490/410,#r_sy
r,16424,606900,-8/102/38/61,0/92/0/0,-229/2723/621/137,447/227/294,0/0,-158/-344/-11396,-253/156/420,93/-494/411,#r_sy
r,16425,606940,-8/103/38/61,-1/60/0/0,-231/2690/622/134,445/227/298,0/0,-366/-458/-11494,-266/159/448,94/-498/412,#r_sy
r,16426,606981,-8/103/38/61,0/53/0/0,-229/2676/620/136,444/227/301,0/0,-342/-588/-11442,-248/150/423,95/-501/412,#r_sy
r,16427,607021,-8/103/38/61,0/56/0/0,-229/2683/622/136,442/226/303,0/0,-434/-572/-11474,-257/151/450,96/-503/413,#r_sy
r,16428,607061,-8/104/38/61,0/35/0/0,-232/2630/621/132,442/226/305,0/0,-462/-648/-11482,-248/148/439,97/-505/414,#r_sy
r,16429,607102,-8/104/38/61,0/19/0/0,-230/2627/621/137,442/226/306,0/0,-526/-654/-11568,-266/156/455,97/-506/414,#r_sy
r,16430,607141,-8/104/38/61,0/4/0/0,-228/2558/621/134,441/226/306,0/0,-436/-690/-11548,-259/154/428,97/-507/414,#r_sy
r,16431,607181,-8/104/38/61,0/-1/0/0,-231/2286/621/134,441/226/306,0/0,-566/-678/-11680,-298/175/460,97/-507/414,#r_sy
r,16432,607221,-8/104/38/61,0/-2/0/0,-229/2028/623/136,441/226/306,0/0,-534/-744/-11656,-295/174/442,97/-507/414,#r_sy
r,16433,607261,-8/104/38/61,0/-1/0/0,-230/2027/623/136,442/226/306,0/0,-530/-710/-11742,-319/184/442,97/-506/414,#r_sy
r,16434,607301,-8/104/38/61,0/0/0/0,-232/2032/621/136,442/226/306,0/0,-512/-734/-11672,-297/174/436,97/-506/414,#r_sy
