r,sequence,timestamp,deg,deg/sec,mA,endpoint,grip/rotation,torque,force,ori,#
r,88453,3263148,3/67/19/83,0/-21/0/0,-225/1690/413/-229,567/-6/-170,0/0,362/-604/-12898,-709/485/241,2/44/-43,#l_mj
r,88454,3263188,3/67/19/83,-2/-33/0/0,-231/1677/410/-225,567/-6/-171,0/0,516/-576/-12966,-741/512/208,2/45/-43,#l_mj
r,88455,3263228,3/67/19/83,-7/-35/0/0,-227/1601/413/-231,567/-6/-173,0/0,546/-604/-13042,-754/530/185,2/47/-43,#l_mj
r,88456,3263268,3/66/19/83,-10/-65/0/0,-252/1606/410/-229,567/-6/-175,0/0,508/-548/-12970,-750/528/170,2/49/-44,#l_mj
r,88457,3263307,3/66/19/83,-13/-54/0/0,-215/1571/410/-227,566/-7/-178,0/0,590/-562/-12853,-733/531/107,2/52/-44,#l_mj
r,88458,3263348,3/66/19/83,-16/-105/0/-9,-272/1595/412/-232,565/-8/-182,0/0,714/-510/-12648,-712/520/50,2/55/-45,#l_mj
r,88459,3263388,3/65/19/83,-32/-135/0/-17,-278/1496/412/-237,563/-9/-187,0/0,896/-398/-12490,-687/508/-33,2/60/-46,#l_mj
r,88460,3263428,3/65/19/82,-40/-116/0/-30,-266/1465/410/-287,562/-12/-193,0/0,826/-366/-12498,-673/500/-67,3/65/-49,#l_mj
r,88461,3263468,2/64/19/82,-46/-155/0/-50,-308/1448/343/-278,561/-15/-199,0/0,626/-390/-12308,-608/447/-99,2/70/-53,#l_mj
r,88462,3263507,2/64/19/82,-82/-121/0/-58,-335/1460/343/-305,559/-20/-205,0/0,540/24/-11818,-467/346/-75,2/76/-58,#l_mj
r,88463,3263548,2/63/19/82,-114/-118/0/-79,-355/1370/345/-356,556/-25/-212,0/0,476/178/-11468,-377/287/-123,2/81/-64,#l_mj
r,88464,3263588,1/63/19/81,-108/-108/2/-93,-390/1363/431/-382,555/-32/-217,0/0,214/250/-11352,-342/243/-123,2/86/-72,#l_mj
r,88465,3263628,1/62/19/81,-110/-119/2/-147,-465/1427/578/-419,553/-39/-222,0/0,70/280/-10912,-256/196/-108,1/91/-81,#l_mj
r,88466,3263668,1/62/19/80,-130/-89/13/-162,-439/1376/555/-424,551/-47/-226,0/0,-140/352/-10256,-169/136/-61,0/94/-91,#l_mj
r,88467,3263708,0/62/19/80,-141/-36/14/-171,-479/1402/638/-478,549/-56/-228,0/0,-362/298/-10084,-195/139/-27,0/96/-102,#l_mj
r,88468,3263748,-1/62/19/79,-122/-13/22/-186,-453/1441/630/-480,548/-66/-229,0/0,-532/162/-10128,-249/158/-8,0/96/-114,#l_mj
r,88469,3263789,-1/61/19/78,-158/10/17/-175,-482/1820/613/-531,546/-76/-228,0/0,-708/322/-9920,-200/108/65,-1/95/-128,#l_mj
r,88470,3263830,-2/62/19/77,-112/26/27/-199,-500/2089/612/-498,545/-86/-226,0/0,-712/506/-9658,-163/73/106,-2/93/-141,#l_mj
r,88471,3263870,-2/62/19/77,-92/66/45/-230,-493/2148/646/-521,545/-96/-223,0/0,-876/604/-9962,-229/82/213,-3/90/-155,#l_mj
r,88472,3263910,-2/62/19/76,-79/49/55/-207,-488/2221/697/-548,544/-106/-220,0/0,-839/469/-10194,-229/73/203,-3/86/-168,#l_mj
r,88473,3263950,-3/62/19/75,-94/80/32/-267,-486/2239/672/-560,543/-116/-215,0/0,-914/560/-10226,-192/68/284,-4/81/-182,#l_mj
r,88474,3263990,-3/63/20/74,-58/74/58/-218,-483/2273/688/-583,542/-124/-210,0/0,-1538/326/-10174,-154/19/441,-4/75/-194,#l_mj
r,88475,3264030,-3/63/20/73,-28/78/46/-231,-347/2300/713/-559,541/-131/-204,0/0,-1572/328/-10588,-212/43/487,-4/69/-205,#l_mj
r,88476,3264070,-3/64/20/72,2/122/85/-263,-224/2309/732/-564,541/-136/-197,0/0,-1222/358/-10484,-112/-27/448,-3/61/-214,#l_mj
r,88477,3264110,-3/64/21/71,7/136/69/-260,219/2333/700/-563,541/-140/-189,0/0,-952/48/-10696,-83/-42/397,-3/53/-223,#l_mj
r,88478,3264150,-3/65/21/70,8/165/74/-244,238/2374/734/-572,541/-145/-181,0/0,-912/46/-10692,-46/-62/479,-2/44/-232,#l_mj
r,88479,3264189,-3/65/21/69,14/153/112/-253,256/2417/742/-587,542/-149/-172,0/0,-1200/-126/-10752,-28/-82/590,-1/34/-240,#l_mj
r,88480,3264230,-3/66/22/68,48/175/106/-212,249/2431/834/-570,542/-152/-162,0/0,-1338/-476/-11374,-124/-26/642,-1/22/-248,#l_mj
r,88481,3264270,-3/67/22/67,81/158/129/-209,378/2408/856/-551,543/-154/-152,0/0,-1068/-584/-11306,-32/-75/623,0/11/-253,#l_mj
r,88482,3264311,-3/67/23/67,68/175/106/-219,371/2446/872/-538,544/-154/-141,0/0,-684/-568/-11422,-21/-68/588,0/-1/-258,#l_mj
r,88483,3264350,-2/68/23/66,58/188/173/-168,429/2539/886/-553,544/-155/-130,0/0,-426/-988/-11678,-42/-32/504,0/-14/-263,#l_mj
r,88484,3264382,-2/69/24/65,58/185/151/-156,377/2500/923/-531,545/-155/-119,0/0,-578/-1012/-11798,-49/-38/592,0/-28/-267,#l_mj
r,88485,3264415,-2/69/24/65,86/165/180/-172,364/2523/931/-523,545/-155/-113,0/0,-714/-935/-11920,-77/-23/651,1/-35/-269,#l_mj
r,88486,3264451,-1/70/25/64,103/186/216/-169,372/2523/920/-533,545/-154/-102,0/0,-822/-958/-11806,-40/-51/699,1/-49/-271,#l_mj
r,88487,3264483,-1/71/26/64,130/175/216/-151,427/2549/955/-526,545/-152/-91,0/0,-616/-982/-11912,-93/-20/669,1/-64/-272,#l_mj
r,88488,3264516,-1/71/26/63,142/182/223/-141,455/2571/966/-513,545/-150/-85,0/0,-404/-1036/-12020,-142/5/638,0/-71/-273,#l_mj
r,88489,3264550,0/71/27/63,150/159/194/-94,485/2584/989/-499,545/-147/-74,0/0,-224/-1016/-12074,-193/35/626,0/-86/-273,#l_mj
r,88490,3264583,0/72/28/62,114/133/242/-72,432/2562/1034/-481,546/-144/-64,0/0,-266/-814/-11898,-202/30/706,0/-100/-272,#l_mj
r,88491,3264616,1/72/28/62,153/146/219/-93,421/2548/1031/-450,546/-141/-59,0/0,-366/-746/-11838,-231/55/770,-1/-108/-271,#l_mj
r,88492,3264650,1/73/29/62,184/98/210/-96,473/2577/1051/-434,546/-136/-49,0/0,-372/-1150/-11990,-317/99/727,-2/-122/-268,#l_mj
r,88493,3264683,2/73/30/62,193/79/263/-45,489/2552/1045/-437,546/-130/-40,0/0,-266/-1222/-11920,-312/99/705,-4/-135/-264,#l_mj
r,88494,3264716,2/73/31/61,158/102/217/-51,528/2562/1039/-404,546/-127/-36,0/0,-136/-1074/-11640,-288/88/701,-5/-142/-261,#l_mj
r,88495,3264755,3/74/32/61,181/60/236/-35,532/2561/1065/-351,547/-119/-28,0/0,-42/-1128/-11672,-368/141/653,-8/-155/-254,#l_mj
