r,sequence,timestamp,deg,deg/sec,mA,endpoint,grip/rotation,torque,force,ori,#l_sy
r,22792,840837,-7/69/41/83,-163/-204/0/0,-518/1572/553/229,548/-119/-26,0/0,993/586/-13775,-714/335/264,25/-194/-147,#l_sy
r,22793,840877,-8/68/41/83,-159/-231/0/0,-523/1570/553/231,546/-127/-36,0/0,900/612/-13594,-664/299/280,26/-185/-154,#l_sy
r,22794,840917,-9/67/41/83,-172/-200/0/0,-498/1549/551/230,545/-134/-45,0/0,984/748/-13839,-725/334/272,27/-176/-160,#l_sy
r,22795,840957,-9/66/41/83,-150/-210/0/0,-464/1584/554/229,543/-142/-55,0/0,960/814/-13656,-675/298/284,27/-167/-167,#l_sy
r,22796,840997,-10/66/41/83,-162/-218/0/0,-515/1575/553/224,540/-148/-65,0/0,1008/885/-13952,-744/339/268,28/-158/-173,#l_sy
r,22797,841033,-10/65/41/83,-148/-222/0/0,516/1482/554/228,538/-155/-75,0/0,956/922/-13770,-693/302/290,28/-149/-179,#l_sy
r,22798,841074,-10/64/41/83,-109/-191/0/0,582/1493/553/231,536/-160/-84,0/0,1146/847/-13878,-723/330/233,27/-141/-184,#l_sy
r,22799,841114,-10/63/41/83,-48/-231/0/0,499/1543/554/229,534/-163/-93,0/0,1312/834/-13884,-742/331/196,26/-132/-186,#l_sy
r,22800,841153,-10/62/41/83,-14/-192/0/0,377/1499/555/231,533/-164/-102,0/0,1350/1010/-13782,-712/327/217,25/-124/-187,#l_sy
r,22801,841193,-10/61/41/83,2/-187/0/0,290/1477/553/228,532/-164/-111,0/0,1246/956/-13875,-723/339/211,23/-117/-187,#l_sy
r,22802,841233,-10/61/41/83,21/-185/0/0,672/1470/553/231,530/-163/-120,0/0,1062/1038/-13774,-710/328/257,22/-109/-186,#l_sy
r,22803,841274,-10/60/41/83,20/-183/0/0,641/1454/552/228,529/-161/-128,0/0,1116/960/-13972,-745/358/219,20/-102/-184,#l_sy
r,22804,841313,-10/59/41/83,33/-192/0/0,551/1456/488/228,529/-160/-136,0/0,1286/910/-13780,-696/335/153,18/-94/-183,#l_sy
r,22805,841354,-10/58/41/83,13/-180/0/0,586/1402/486/228,527/-159/-145,0/0,1384/896/-13936,-735/361/108,17/-87/-182,#l_sy
r,22806,841393,-10/58/41/83,6/-175/0/0,563/1419/487/228,525/-158/-153,0/0,1288/852/-13796,-694/335/95,15/-80/-182,#l_sy
r,22807,841433,-10/57/41/83,3/-177/0/0,587/1398/486/233,523/-157/-161,0/0,1302/893/-13934,-719/348/78,14/-72/-181,#l_sy
r,22808,841473,-10/56/41/83,0/-194/0/0,594/1377/486/228,522/-157/-168,0/0,1334/916/-13825,-691/328/54,12/-65/-181,#l_sy
r,22809,841514,-10/55/41/83,-2/-152/0/0,241/1363/486/229,520/-157/-176,0/0,1430/858/-13889,-699/335/4,11/-58/-181,#l_sy
r,22810,841553,-10/55/41/83,-4/-163/0/-7,160/1307/486/-217,518/-156/-184,0/0,1460/928/-13817,-685/328/0,10/-52/-181,#l_sy
r,22811,841593,-10/54/41/83,-1/-180/0/-19,109/1331/486/-254,517/-156/-191,0/0,1384/888/-13870,-697/337/-5,8/-45/-182,#l_sy
r,22812,841632,-10/53/41/83,0/-178/0/-29,154/1346/486/-258,514/-157/-198,0/0,1372/878/-13839,-690/337/-26,7/-39/-183,#l_sy
r,22813,841673,-10/53/41/83,0/-167/0/-49,385/1299/486/-290,512/-157/-205,0/0,1460/830/-13858,-691/337/-57,6/-32/-185,#l_sy
r,22814,841713,-10/52/41/82,0/-144/0/-59,397/1295/485/-344,510/-158/-212,0/0,1474/766/-13842,-678/331/-89,5/-26/-187,#l_sy
r,22815,841753,-10/51/41/82,0/-158/0/-86,399/1282/486/-363,507/-159/-219,0/0,1536/812/-13872,-688/342/-101,3/-19/-190,#l_sy
r,22816,841793,-10/51/41/82,0/-162/0/-114,385/1280/486/-393,505/-161/-225,0/0,1468/834/-13906,-685/340/-86,2/-14/-194,#l_sy
r,22817,841835,-10/50/41/81,1/-129/0/-131,393/1287/415/-436,502/-163/-231,0/0,1428/744/-13996,-693/344/-105,1/-8/-199,#l_sy
r,22818,841874,-10/50/41/81,0/-130/0/-149,394/1181/412/-424,500/-165/-237,0/0,1470/856/-13936,-681/335/-108,0/-3/-204,#l_sy
r,22819,841915,-10/49/41/80,0/-118/0/-160,183/1246/412/-474,496/-168/-242,0/0,1432/918/-13962,-702/349/-88,0/1/-211,#l_sy
r,22820,841954,-10/49/41/79,1/-89/0/-215,195/1287/411/-493,494/-172/-246,0/0,1398/824/-13978,-722/368/-63,-1/5/-218,#l_sy
r,22821,841994,-10/48/41/78,3/-83/0/-220,393/1258/413/-507,491/-176/-250,0/0,1268/884/-13892,-721/366/-17,-1/9/-226,#l_sy
r,22822,842034,-10/48/41/77,2/-94/0/-251,604/1240/410/-515,488/-180/-254,0/0,1296/924/-13820,-725/373/17,-2/13/-235,#l_sy
r,22823,842074,-10/48/41/76,3/-65/0/-229,580/1252/412/-556,485/-185/-257,0/0,1350/858/-13930,-760/396/21,-3/16/-245,#l_sy
r,22824,842115,-10/48/41/75,1/-54/0/-244,592/1241/413/-558,482/-190/-260,0/0,1284/800/-13938,-771/403/62,-3/18/-255,#l_sy
r,22825,842154,-10/47/41/74,0/-54/0/-280,593/1272/411/-555,479/-195/-262,0/0,1274/850/-13892,-762/400/96,-3/20/-266,#l_sy
r,22826,842194,-10/47/41/73,5/-32/0/-294,586/1293/413/-568,476/-200/-263,0/0,1206/1008/-13920,-777/400/165,-4/21/-278,#l_sy
r,22827,842234,-10/47/41/72,10/-11/0/-321,551/1338/413/-561,473/-206/-264,0/0,1262/847/-14042,-808/424/148,-4/22/-290,#l_sy
r,22828,842274,-10/47/41/71,8/-1/0/-319,546/1387/411/-583,470/-212/-264,0/0,1194/974/-14053,-819/422/203,-4/23/-302,#l_sy
r,22829,842316,-10/47/41/69,3/0/0/-330,527/1633/412/-599,467/-218/-264,0/0,1162/1144/-14003,-824/422/263,-4/23/-315,#l_sy
r,22830,842356,-10/47/41/68,8/0/0/-319,533/1866/413/-598,463/-224/-264,0/0,1148/1190/-14062,-849/436/286,-4/23/-327,#l_sy
r,22831,842396,-10/47/41/67,10/0/0/-339,514/1872/412/-588,461/-229/-263,0/0,1114/1176/-14120,-874/449/318,-4/22/-340,#l_sy
r,22832,842434,-10/47/41/65,20/0/0/-332,455/1868/412/-603,458/-235/-263,0/0,1128/1192/-14117,-886/453/330,-4/22/-353,#l_sy
r,22833,842475,-10/47/41/64,11/0/0/-336,443/1881/344/-603,453/-240/-263,0/0,1096/1306/-14158,-908/462/361,-4/22/-366,#l_sy
r,22834,842514,-10/47/41/63,17/0/0/-345,399/1578/344/-611,450/-246/-263,0/0,1018/1328/-14212,-930/469/395,-4/22/-379,#l_sy
r,22835,842554,-10/47/41/61,18/0/0/-343,387/1581/343/-598,447/-251/-263,0/0,976/1274/-14278,-944/477/406,-4/22/-392,#l_sy
r,22836,842594,-10/47/41/60,8/0/0/-345,374/1577/343/-615,442/-257/-263,0/0,924/1330/-14250,-937/468/436,-4/22/-405,#l_sy
r,22837,842636,-10/47/41/59,11/0/0/-342,365/1579/343/-616,438/-262/-263,0/0,918/1372/-14253,-939/468/444,-4/22/-418,#l_sy
r,22838,842676,-10/47/41/57,5/0/0/-333,354/1583/342/-601,434/-267/-262,0/0,897/1364/-14272,-939/466/455,-4/22/-431,#l_sy
r,22839,842715,-10/47/41/56,10/0/0/-327,370/1580/343/-605,430/-272/-262,0/0,892/1422/-14324,-956/473/471,-4/22/-444,#l_sy
r,22840,842755,-10/47/41/55,7/0/0/-332,336/1579/345/-624,425/-277/-262,0/0,896/1540/-14278,-949/461/490,-4/23/-457,#l_sy
s,0,#l_sy
r,22841,842795,-10/47/41/53,5/0/0/-316,331/1577/343/-615,421/-282/-262,0/0,818/1787/-14317,-967/461/550,-4/23/-469,#l_sy
r,22842,842835,-10/47/41/52,4/0/0/-313,311/1581/344/-620,417/-286/-262,0/0,826/1721/-14348,-970/461/551,-4/23/-482,#l_sy
r,22843,842875,-10/47/41/51,6/0/0/-304,325/1580/345/-603,413/-291/-262,0/0,800/1774/-14339,-970/457/566,-4/23/-494,#l_sy
r,22844,842915,-10/47/41/50,4/0/0/-307,317/1580/344/-604,409/-295/-261,0/0,794/1934/-14372,-986/458/593,-4/23/-506,#l_sy
r,22845,842956,-10/47/41/48,3/0/0/-282,320/1511/275/-604,404/-299/-261,0/0,780/2206/-14370,-1013/460/636,-4/23/-518,#l_sy
r,22846,842997,-10/47/41/47,2/0/0/-261,318/1512/277/-611,400/-303/-261,0/0,736/2502/-14460,-1062/469/696,-4/23/-529,#l_sy
r,22847,843037,-10/47/41/46,4/0/0/-276,309/1514/276/-602,396/-306/-261,0/0,668/2682/-14458,-1077/468/746,-4/23/-539,#l_sy
r,22848,843076,-10/47/41/45,10/0/0/-229,263/1513/276/-596,392/-309/-261,0/0,656/2694/-14453,-1078/465/757,-4/23/-549,#l_sy
r,22849,843116,-10/47/41/44,7/0/0/-218,265/1514/276/-591,389/-311/-261,0/0,594/2786/-14472,-1092/468/782,-4/23/-557,#l_sy
r,22850,843157,-10/47/41/43,24/0/0/-187,261/1511/276/-555,387/-314/-260,0/0,582/2858/-14484,-1099/471/798,-4/23/-565,#l_sy
r,22851,843196,-10/47/41/43,24/0/0/-168,289/1513/278/-545,383/-315/-260,0/0,568/2838/-14458,-1081/464/791,-4/23/-572,#l_sy
r,22852,843237,-10/47/41/42,22/0/0/-163,274/1511/275/-554,381/-317/-260,0/0,550/2698/-14422,-1055/458/777,-4/23/-578,#l_sy
r,22853,843276,-10/47/41/41,28/0/0/-158,276/1511/278/-541,379/-318/-260,0/0,628/2574/-14436,-1049/468/732,-3/23/-583,#l_sy
r,22854,843317,-10/47/41/41,36/0/0/-113,271/1508/277/-527,377/-319/-260,0/0,622/2492/-14436,-1040/468/714,-3/23/-588,#l_sy
r,22855,843357,-10/47/41/40,32/0/0/-75,300/1512/277/-436,376/-319/-260,0/0,622/2436/-14408,-1028/468/699,-3/23/-592,#l_sy
r,22856,843396,-9/47/41/40,26/0/0/-111,292/1509/278/-459,375/-320/-260,0/0,656/2362/-14398,-1020/471/677,-3/23/-595,#l_sy
r,22857,843436,-9/47/41/40,17/0/0/-65,290/1513/276/-474,374/-320/-260,0/0,658/2240/-14422,-1024/478/658,-3/23/-597,#l_sy
r,22858,843475,-9/47/41/39,22/0/0/-52,286/1513/277/-426,373/-320/-260,0/0,632/2148/-14464,-1027/482/652,-3/23/-600,#l_sy
r,22859,843515,-9/47/41/39,12/0/0/-56,296/1510/278/-377,372/-320/-260,0/0,624/2100/-14430,-1008/473/643,-3/23/-601,#l_sy
r,22860,843555,-9/47/41/39,11/0/0/-38,254/1513/278/-370,372/-320/-260,0/0,642/2070/-14430,-1004/474/634,-3/23/-602,#l_sy
r,22861,843596,-9/47/41/39,9/0/0/-16,272/1512/277/-336,371/-320/-260,0/0,664/1966/-14364,-982/466/613,-3/23/-603,#l_sy
r,22862,843637,-9/47/41/39,8/0/0/-9,275/1512/277/-300,371/-320/-260,0/0,680/1871/-14414,-985/473/595,-3/23/-603,#l_sy
r,22863,843676,-9/47/41/39,5/0/0/2,251/1509/276/-254,372/-320/-260,0/0,654/1829/-14353,-966/464/596,-3/23/-602,#l_sy
r,22864,843712,-9/47/41/39,1/0/0/11,247/1513/277/222,372/-320/-260,0/0,678/1782/-14332,-956/463/575,-3/23/-602,#l_sy
r,22865,843751,-9/47/41/39,0/0/0/7,228/1515/277/254,372/-320/-260,0/0,696/1692/-14272,-936/456/551,-3/23/-602,#l_sy
r,22866,843783,-9/47/41/39,0/0/0/4,229/1513/278/256,372/-319/-260,0/0,742/1632/-14253,-930/455/525,-3/23/-602,#l_sy
r,22867,843817,-9/47/41/39,0/0/0/5,230/1512/277/231,372/-319/-260,0/0,782/1564/-14236,-924/456/500,-3/23/-601,#l_sy
r,22868,843850,-9/47/41/39,0/0/0/4,231/1512/277/244,372/-319/-260,0/0,782/1502/-14206,-917/453/478,-3/23/-601,#l_sy
r,22869,843883,-9/47/41/39,0/0/0/1,233/1511/278/247,372/-319/-260,0/0,786/1450/-14186,-922/458/455,-3/23/-601,#l_sy
r,22870,843916,-9/47/41/39,0/0/0/0,231/1510/277/229,372/-319/-260,0/0,770/1412/-14182,-925/459/438,-3/23/-601,#l_sy
r,22871,843955,-9/47/41/39,0/0/0/0,224/1511/277/232,372/-319/-260,0/0,728/1402/-14152,-916/451/443,-3/23/-601,#l_sy
r,22872,843990,-9/47/41/39,0/0/0/0,230/1513/276/227,372/-319/-260,0/0,718/1376/-14214,-925/456/442,-3/23/-601,#l_sy
r,22873,844022,-9/47/41/39,0/0/0/0,227/1516/277/226,372/-319/-260,0/0,694/1350/-14184,-911/447/445,-3/23/-601,#l_sy
r,22874,844057,-9/47/41/39,0/0/0/0,229/1513/277/230,372/-319/-260,0/0,684/1342/-14212,-913/447/452,-3/23/-601,#l_sy
r,22875,844095,-9/47/41/39,0/0/0/0,230/1515/277/228,372/-319/-260,0/0,706/1350/-14210,-910/446/450,-3/23/-601,#l_sy
r,22876,844134,-9/47/41/39,0/0/0/0,229/1512/276/231,372/-319/-260,0/0,702/1332/-14196,-901/441/452,-3/23/-601,#l_sy
r,22877,844170,-9/47/41/39,0/0/0/0,230/1511/279/229,372/-319/-260,0/0,698/1334/-14246,-910/445/455,-3/23/-601,#l_sy
r,22878,844203,-9/47/41/39,0/0/0/0,229/1515/276/227,372/-319/-260,0/0,682/1332/-14232,-902/440/458,-3/23/-601,#l_sy
r,22879,844237,-9/47/41/39,0/0/0/0,233/1513/278/231,372/-319/-260,0/0,670/1334/-14250,-910/445/460,-3/23/-601,#l_sy
r,22880,844271,-9/47/41/39,0/0/0/0,233/1511/278/231,372/-319/-260,0/0,678/1372/-14280,-922/452/464,-3/23/-601,#l_sy
r,22881,844304,-9/47/41/39,0/0/0/0,229/1513/276/226,372/-319/-260,0/0,708/1448/-14266,-933/458/469,-3/23/-601,#l_sy
r,22882,844337,-9/47/41/39,0/0/0/0,229/1511/278/231,372/-319/-260,0/0,706/1534/-14317,-960/471/483,-3/23/-601,#l_sy
r,22883,844371,-9/47/41/39,0/0/0/0,228/1514/278/230,372/-319/-260,0/0,708/1660/-14362,-984/480/496,-3/23/-601,#l_sy
r,22884,844403,-9/47/41/39,0/0/0/0,228/1511/278/229,372/-319/-260,0/0,646/1837/-14470,-1024/495/537,-3/23/-601,#l_sy
r,22885,844437,-9/47/41/39,0/0/0/0,226/1509/277/231,372/-319/-260,0/0,596/1890/-14496,-1032/494/556,-3/23/-601,#l_sy
r,22886,844472,-9/47/41/39,0/0/0/1,229/1513/276/230,372/-319/-260,0/0,490/1990/-14472,-1033/484/586,-3/23/-601,#l_sy
r,22887,844509,-9/47/41/39,0/0/0/4,228/1510/276/231,372/-319/-260,0/0,388/2130/-14470,-1041/476/613,-3/23/-601,#l_sy
r,22888,844550,-9/47/41/39,0/0/0/9,225/1514/277/236,372/-319/-260,0/0,242/2520/-14430,-1051/455/683,-3/23/-601,#l_sy
r,22889,844583,-9/47/41/39,1/0/0/13,229/1513/277/258,373/-319/-260,0/0,196/2768/-14386,-1049/438/713,-3/23/-600,#l_sy
r,22890,844617,-9/47/41/39,0/0/0/36,229/1512/276/257,373/-319/-260,0/0,154/2988/-14403,-1067/436/744,-3/23/-599,#l_sy
r,22891,844658,-9/47/41/39,1/0/0/24,230/1512/278/311,374/-318/-260,0/0,170/2974/-14414,-1057/428/729,-3/23/-598,#l_sy
r,22892,844697,-9/47/41/39,2/0/0/45,237/1513/279/285,375/-318/-260,0/0,134/3008/-14456,-1055/424/739,-3/23/-596,#l_sy
r,22893,844738,-9/47/41/40,5/0/0/66,214/1512/277/342,376/-317/-260,0/0,110/3002/-14408,-1035/411/737,-3/23/-594,#l_sy
s,0,#l_sy
r,22894,844772,-9/47/41/40,7/0/0/83,238/1514/275/361,376/-316/-260,0/0,74/3034/-14382,-1027/402/745,-3/23/-590,#l_sy
r,22895,844805,-9/47/41/40,2/0/0/121,249/1511/277/374,377/-315/-260,0/0,32/3046/-14398,-1029/399/748,-3/23/-588,#l_sy
r,22896,844844,-9/47/41/40,0/0/0/128,238/1515/278/385,380/-314/-260,0/0,-18/3010/-14367,-1008/384/744,-3/23/-584,#l_sy
r,22897,844878,-9/47/41/41,0/0/0/97,229/1512/278/409,381/-313/-260,0/0,-36/3040/-14346,-1002/379/747,-3/23/-579,#l_sy
r,22898,844911,-9/47/41/41,0/0/0/145,227/1507/278/427,383/-311/-260,0/0,-22/3008/-14324,-992/373/726,-3/23/-574,#l_sy
r,22899,844944,-9/47/41/42,0/0/0/153,230/1513/276/450,385/-310/-260,0/0,-48/3060/-14306,-984/368/734,-3/23/-571,#l_sy
r,22900,844978,-9/47/41/42,0/0/0/152,231/1507/276/479,387/-308/-260,0/0,-22/3008/-14266,-963/358/708,-3/23/-564,#l_sy
r,22901,845011,-9/47/41/43,0/0/0/166,230/1515/278/467,390/-306/-260,0/0,-64/3008/-14208,-939/344/709,-3/23/-557,#l_sy
r,22902,845044,-9/47/41/44,0/0/0/215,232/1510/277/477,392/-305/-260,0/0,-82/2904/-14152,-914/334/684,-3/23/-553,#l_sy
r,22903,845079,-9/47/41/44,0/0/0/216,228/1512/277/503,395/-302/-261,0/0,-144/2872/-14117,-892/321/668,-3/23/-545,#l_sy
r,22904,845111,-9/47/41/45,0/0/0/250,230/1512/276/546,398/-299/-261,0/0,-192/2794/-14106,-872/312/639,-3/23/-536,#l_sy
r,22905,845144,-9/47/41/46,0/0/0/235,230/1516/277/557,400/-298/-261,0/0,-242/2776/-14084,-850/298/600,-3/23/-532,#l_sy
r,22906,845178,-9/47/41/47,0/0/0/274,230/1513/277/551,403/-294/-261,0/0,-372/2798/-14108,-832/283/588,-3/23/-522,#l_sy
r,22907,845211,-9/47/41/48,0/0/0/289,227/1512/277/560,408/-291/-261,0/0,-388/2736/-14082,-794/269/540,-3/23/-512,#l_sy
r,22908,845245,-9/47/41/48,0/0/0/261,227/1517/278/565,409/-289/-261,0/0,-482/2742/-14158,-806/274/533,-3/23/-506,#l_sy
r,22909,845283,-9/47/41/49,0/0/0/248,229/1517/276/572,413/-285/-261,0/0,-486/2552/-14148,-770/255/492,-3/23/-496,#l_sy
r,22910,845325,-9/47/41/50,0/0/0/283,226/1555/278/570,417/-281/-261,0/0,-476/2626/-14152,-760/246/490,-3/23/-484,#l_sy
r,22911,845358,-9/47/41/52,0/0/0/282,230/1580/345/580,421/-277/-262,0/0,-444/2640/-14110,-736/229/475,-3/23/-473,#l_sy
r,22912,845397,-9/47/41/53,0/0/0/310,230/1577/344/575,425/-272/-262,0/0,-476/2654/-14124,-731/220/473,-3/23/-461,#l_sy
r,22913,845433,-9/47/41/54,0/0/0/324,231/1578/345/584,430/-267/-262,0/0,-528/2628/-14103,-718/208/467,-3/23/-448,#l_sy
r,22914,845466,-9/47/41/55,0/0/0/322,230/1579/345/594,431/-265/-262,0/0,-638/2680/-14130,-717/199/487,-3/23/-442,#l_sy
r,22915,845499,-9/47/41/56,0/0/0/330,229/1580/344/585,436/-260/-262,0/0,-698/2704/-14096,-707/189/489,-3/23/-430,#l_sy
r,22916,845533,-9/47/41/57,0/0/0/321,229/1578/344/587,440/-254/-262,0/0,-720/2748/-14074,-692/177/483,-3/23/-417,#l_sy
r,22917,845566,-9/47/41/58,0/0/0/324,230/1578/344/589,442/-252/-262,0/0,-728/2770/-14050,-680/166/473,-3/23/-410,#l_sy
r,22918,845600,-9/47/41/59,0/0/0/336,231/1579/345/599,446/-246/-263,0/0,-734/2864/-14075,-688/167/474,-3/23/-397,#l_sy
r,22919,845633,-9/47/41/61,0/0/0/331,230/1581/344/600,450/-240/-263,0/0,-728/2904/-14038,-671/155/473,-3/23/-383,#l_sy
r,22920,845665,-9/47/41/61,0/0/0/350,231/1576/345/587,452/-237/-263,0/0,-716/2984/-13996,-670/154/475,-3/23/-376,#l_sy
r,22921,845700,-9/47/41/63,0/0/0/354,227/1579/345/599,456/-230/-263,0/0,-680/2980/-13936,-654/145/463,-3/23/-362,#l_sy
r,22922,845733,-9/47/41/64,0/0/0/352,224/1581/343/606,460/-224/-263,0/0,-628/3024/-13882,-664/146/462,-3/23/-347,#l_sy
r,22923,845772,-9/47/41/66,0/0/0/365,225/1634/344/606,464/-217/-263,0/0,-598/3164/-13714,-664/142/476,-3/23/-332,#l_sy
r,22924,845812,-9/47/41/67,3/16/0/383,229/1874/410/606,468/-210/-263,0/0,-560/3234/-13698,-677/150/478,-3/22/-317,#l_sy
r,22925,845853,-9/47/41/69,7/16/0/394,237/1931/412/603,472/-202/-263,0/0,-494/3259/-13739,-695/160/457,-3/22/-301,#l_sy
r,22926,845893,-9/47/41/70,14/25/0/394,280/1923/410/617,476/-194/-262,0/0,-428/3309/-13702,-698/163/446,-3/21/-285,#l_sy
r,22927,845925,-9/47/41/71,16/24/0/396,256/1931/414/623,478/-190/-261,0/0,-388/3370/-13678,-699/164/434,-3/20/-277,#l_sy
r,22928,845960,-9/47/41/73,18/55/0/411,234/1955/413/606,482/-182/-260,0/0,-390/3422/-13667,-697/161/431,-2/19/-261,#l_sy
r,22929,845994,-9/48/41/74,23/59/0/417,294/1926/413/616,486/-173/-258,0/0,-388/3468/-13725,-711/167/427,-2/17/-243,#l_sy
r,22930,846025,-9/48/41/75,20/38/0/403,275/1995/412/614,489/-168/-258,0/0,-358/3382/-13764,-709/167/402,-2/16/-235,#l_sy
r,22931,846060,-8/48/41/77,21/65/0/399,266/1982/411/608,492/-159/-256,0/0,-368/3454/-13738,-704/162/402,-2/14/-217,#l_sy
r,22932,846101,-8/48/41/78,39/76/0/417,317/1991/413/619,496/-148/-253,0/0,-380/3500/-13692,-691/151/394,-1/12/-199,#l_sy
r,22933,846140,-8/48/41/80,44/74/0/410,311/2029/411/626,501/-138/-251,0/0,-332/3780/-13696,-717/158/415,-1/10/-180,#l_sy
r,22934,846181,-8/49/41/82,34/84/0/421,323/2117/410/625,504/-128/-248,0/0,-282/3900/-13648,-727/165/412,-1/7/-162,#l_sy
r,22935,846221,-8/49/41/83,69/77/0/412,307/2087/411/631,507/-117/-245,0/0,-222/4043/-13592,-736/171/422,0/4/-143,#l_sy
r,22936,846261,-8/49/41/85,52/80/0/434,354/2147/412/625,511/-105/-241,0/0,-126/4108/-13558,-748/181/390,0/0/-123,#l_sy
r,22937,846301,-7/50/41/87,70/117/0/438,355/2152/412/617,514/-92/-237,0/0,-62/4176/-13586,-757/186/369,0/-3/-103,#l_sy
r,22938,846340,-7/50/41/89,81/118/0/427,368/2152/412/638,518/-79/-232,0/0,26/4230/-13594,-776/200/342,0/-7/-82,#l_sy
r,22939,846380,-6/51/41/90,107/137/0/441,403/2229/484/632,521/-66/-226,0/0,102/4280/-13448,-760/193/309,1/-13/-60,#l_sy
r,22940,846422,-6/51/41/90,66/134/0/321,402/2250/485/-2517,524/-53/-220,0/0,-90/4488/-13464,-803/211/383,1/-18/-41,#l_sy
r,22941,846462,-6/52/41/90,87/139/0/150,413/2262/486/-1715,527/-44/-214,0/0,36/4438/-13320,-785/215/365,2/-25/-28,#l_sy
r,22942,846501,-5/53/41/90,159/170/0/37,436/2253/485/-1172,529/-37/-206,0/0,96/4536/-13328,-834/260/425,2/-31/-19,#l_sy
r,22943,846541,-4/53/41/90,158/182/0/-21,460/2295/485/-925,532/-30/-199,0/0,266/4474/-13206,-841/281/453,3/-38/-13,#l_sy
r,22944,846581,-4/54/41/90,196/201/0/-55,483/2367/486/-1113,534/-23/-191,0/0,538/4528/-13175,-874/309/504,3/-46/-7,#l_sy
r,22945,846621,-3/55/41/90,207/206/0/-64,536/2341/485/-913,536/-17/-182,0/0,914/4138/-13106,-853/319/454,2/-54/-2,#l_sy
r,22946,846661,-2/56/41/90,215/223/0/-128,540/2398/486/-685,539/-10/-172,0/0,928/3716/-13282,-881/352/454,2/-63/1,#l_sy
r,22947,846701,-1/57/41/90,240/240/0/-96,525/2465/485/-574,541/-3/-163,0/0,820/3630/-13078,-848/338/537,1/-72/5,#l_sy
r,22948,846742,0/58/41/90,236/220/0/-79,518/2489/485/-462,544/4/-153,0/0,740/3078/-13175,-854/361/500,0/-81/10,#l_sy
r,22949,846781,1/59/41/90,278/234/0/-115,529/2503/485/-421,545/12/-142,0/0,590/2972/-13050,-831/351/559,0/-90/16,#l_sy
s,0,#l_sy
r,22950,846821,2/59/41/90,252/207/0/-114,567/2508/486/-428,547/21/-132,0/0,850/2522/-13114,-821/373/440,-2/-99/23,#l_sy
r,22951,846861,3/60/41/90,275/234/0/-80,578/2545/554/-442,548/31/-122,0/0,906/2628/-12924,-794/363/466,-5/-108/30,#l_sy
r,22952,846905,4/61/41/90,237/206/0/-92,579/2539/553/-415,550/41/-112,0/0,908/2236/-13102,-814/389/397,-7/-118/38,#l_sy
r,22953,846943,5/62/41/90,246/215/0/-67,584/2561/554/-387,551/50/-102,0/0,880/2280/-12866,-770/366/428,-10/-126/45,#l_sy
r,22954,846981,6/63/41/90,250/226/0/-50,589/2642/553/-381,551/60/-92,0/0,860/2106/-12908,-761/372/383,-13/-135/53,#l_sy
r,22955,847022,7/64/41/89,259/203/0/-76,557/2584/555/-342,551/70/-82,0/0,854/1974/-12798,-737/362/357,-17/-144/61,#l_sy
r,22956,847061,8/65/41/89,276/234/0/-49,565/2633/552/-384,551/80/-71,0/0,792/1856/-12852,-742/373/349,-21/-153/69,#l_sy
r,22957,847101,9/66/41/89,251/222/0/-81,577/2627/553/-330,551/90/-61,0/0,952/1766/-12648,-693/358/292,-25/-161/77,#l_sy
r,22958,847141,10/67/41/88,225/196/0/-87,565/2690/553/-382,551/99/-51,0/0,816/1812/-12654,-687/354/338,-29/-169/85,#l_sy
r,22959,847181,11/68/41/88,239/232/0/-79,567/2663/554/-377,550/108/-41,0/0,889/1538/-12642,-674/357/286,-34/-178/92,#l_sy
r,22960,847221,11/68/41/88,203/242/0/-65,584/2709/552/-360,549/116/-31,0/0,822/1576/-12622,-668/354/319,-39/-186/100,#l_sy
r,22961,847262,12/69/41/88,235/216/0/-73,550/2677/553/-382,548/124/-21,0/0,928/1554/-12538,-653/347/306,-44/-194/107,#l_sy
r,22962,847301,13/70/41/87,196/246/0/-63,575/2742/553/-361,547/132/-11,0/0,935/1650/-12616,-681/359/324,-49/-202/114,#l_sy
r,22963,847337,14/71/41/87,178/236/0/-57,518/2761/553/-370,545/140/-1,0/0,950/1650/-12610,-679/352/337,-54/-210/121,#l_sy
r,22964,847377,15/72/41/87,184/199/0/-44,547/2775/620/-378,545/147/9,0/0,1014/1698/-12786,-719/377/356,-60/-218/128,#l_sy
r,22965,847417,15/73/41/87,210/242/0/-54,555/2758/622/-361,543/154/19,0/0,989/1664/-12596,-683/356/379,-66/-226/135,#l_sy
r,22966,847457,16/74/41/86,208/223/0/-47,507/2727/622/-341,540/161/29,0/0,1008/1444/-12746,-703/371/352,-72/-234/142,#l_sy
r,22967,847498,17/75/41/86,188/223/0/-45,544/2760/621/-374,539/168/39,0/0,947/1438/-12644,-682/358/388,-78/-241/149,#l_sy
r,22968,847537,18/76/41/86,175/203/0/-51,501/2832/621/-307,537/174/49,0/0,966/1246/-12688,-685/366/361,-84/-249/156,#l_sy
r,22969,847577,18/77/41/86,182/189/0/-28,536/2823/620/-341,534/180/59,0/0,916/1118/-12580,-655/349/372,-91/-256/163,#l_sy
r,22970,847617,19/77/41/86,169/213/0/-46,513/2812/622/-304,532/186/68,0/0,846/939/-12524,-635/340/366,-97/-262/170,#l_sy
