r,sequence,timestamp,deg,deg/sec,mA,endpoint,grip/rotation,torque,force,ori,#l_sy
r,22349,824451,22/100/41/89,114/124/0/0,433/2829/621/236,458/207/312,0/0,202/-446/-10438,-461/282/419,-247/-457/314,#l_sy
r,22350,824486,23/101/41/89,119/93/0/0,423/2816/619/235,454/210/317,0/0,108/-496/-10298,-429/262/430,-255/-459/322,#l_sy
r,22351,824520,23/101/41/89,111/108/0/0,467/2824/622/236,451/212/321,0/0,138/-586/-10126,-385/239/405,-262/-461/330,#l_sy
r,22352,824551,23/101/41/89,83/146/0/0,459/2734/621/236,450/213/324,0/0,192/-788/-10068,-368/235/373,-266/-462/334,#l_sy
r,22353,824585,24/102/41/89,99/92/0/0,409/2693/621/234,447/216/328,0/0,110/-1012/-10062,-337/216/362,-273/-465/341,#l_sy
r,22354,824619,24/102/41/89,57/106/0/0,421/2725/621/236,443/217/332,0/0,-34/-1100/-10050,-312/193/378,-279/-467/348,#l_sy
r,22355,824659,24/103/41/89,86/105/0/0,360/2708/622/236,441/219/336,0/0,-76/-1196/-9928,-261/158/381,-286/-468/354,#l_sy
r,22356,824698,24/103/41/89,42/103/0/0,417/2688/621/236,438/220/340,0/0,-110/-1328/-9946,-244/145/365,-291/-470/359,#l_sy
r,22357,824739,25/103/41/89,33/99/0/0,339/2728/621/236,436/221/343,0/0,-144/-1432/-10082,-269/161/362,-296/-472/364,#l_sy
s,0,#l_sy
r,22358,824779,25/104/41/89,36/53/0/0,360/2667/622/237,434/222/346,0/0,-214/-1516/-10086,-261/157/372,-301/-474/369,#l_sy
r,22359,824818,25/104/41/89,20/52/0/0,319/2673/620/236,432/222/349,0/0,-226/-1520/-10034,-246/147/380,-304/-475/372,#l_sy
r,22360,824858,25/104/41/89,20/78/0/0,283/2636/621/236,431/222/351,0/0,-198/-1594/-10020,-240/147/368,-308/-477/375,#l_sy
r,22361,824899,25/104/41/89,14/33/0/0,310/2632/621/236,430/223/353,0/0,-216/-1604/-10004,-248/151/377,-310/-478/377,#l_sy
r,22362,824938,25/104/41/89,2/30/0/0,258/2593/619/236,429/223/354,0/0,-214/-1574/-9926,-233/144/383,-312/-479/379,#l_sy
r,22363,824979,25/105/41/89,0/20/0/0,227/2576/619/235,429/222/355,0/0,-198/-1552/-9898,-241/148/382,-313/-479/379,#l_sy
r,22364,825019,25/105/41/89,0/5/0/0,230/2541/622/234,428/222/355,0/0,-142/-1554/-9888,-239/147/371,-313/-480/380,#l_sy
r,22365,825058,25/105/41/89,0/0/0/0,230/2348/623/235,428/222/355,0/0,-126/-1596/-9872,-220/133/358,-313/-480/380,#l_sy
r,22366,825099,25/105/41/89,0/0/0/0,228/2172/621/237,428/222/355,0/0,-176/-1632/-9902,-225/132/357,-313/-480/380,#l_sy
r,22367,825139,25/105/41/89,0/0/0/0,228/2176/622/237,428/222/355,0/0,-190/-1598/-9916,-231/133/368,-313/-480/380,#l_sy
r,22368,825172,25/105/41/89,0/0/0/0,224/2267/621/235,428/222/355,0/0,-226/-1572/-9884,-222/126/374,-313/-480/380,#l_sy
r,22369,825206,25/105/41/89,0/0/0/0,230/2266/620/236,428/222/355,0/0,-220/-1556/-9862,-223/125/377,-313/-480/380,#l_sy
r,22370,825241,25/105/41/89,0/0/0/0,233/2268/622/235,428/222/355,0/0,-230/-1572/-9870,-224/127/376,-313/-480/380,#l_sy
r,22371,825274,25/105/41/89,0/0/0/0,228/2265/622/238,428/222/355,0/0,-232/-1598/-9852,-219/123/374,-313/-480/380,#l_sy
r,22372,825307,25/105/41/89,0/0/0/0,229/2269/622/236,428/222/355,0/0,-233/-1614/-9916,-231/132/379,-313/-480/380,#l_sy
r,22373,825341,25/105/41/89,0/0/0/0,226/2268/620/235,428/222/355,0/0,-246/-1671/-9926,-226/132/374,-313/-480/380,#l_sy
r,22374,825373,25/105/41/89,0/0/0/0,226/2266/619/236,428/222/355,0/0,-280/-1664/-9926,-227/131/383,-313/-480/380,#l_sy
r,22375,825408,25/105/41/89,0/0/0/0,228/2270/621/236,428/222/355,0/0,-286/-1718/-9944,-225/131/377,-313/-480/380,#l_sy
r,22376,825441,25/105/41/89,0/0/0/0,229/2268/622/237,428/222/355,0/0,-288/-1750/-9968,-223/132/376,-313/-480/380,#l_sy
r,22377,825474,25/105/41/89,0/0/0/0,229/2268/618/236,428/222/355,0/0,-290/-1798/-9994,-224/135/367,-313/-480/380,#l_sy
r,22378,825507,25/105/41/89,0/0/0/0,226/2266/620/236,428/222/355,0/0,-304/-1814/-10054,-224/135/366,-313/-480/380,#l_sy
r,22379,825542,25/105/41/89,0/0/0/0,228/2267/621/237,428/222/355,0/0,-302/-1836/-10096,-226/137/362,-313/-480/380,#l_sy
r,22380,825573,25/105/41/89,0/0/0/0,231/2270/621/235,428/222/355,0/0,-344/-1860/-10126,-226/137/366,-313/-480/380,#l_sy
r,22381,825607,25/105/41/89,0/0/0/0,231/2261/623/236,428/222/355,0/0,-348/-1879/-10156,-226/137/364,-313/-480/380,#l_sy
r,22382,825642,25/105/41/89,0/0/0/0,228/2266/624/236,428/222/355,0/0,-376/-1898/-10200,-228/139/365,-313/-480/380,#l_sy
r,22383,825673,25/105/41/89,0/0/0/0,231/2267/621/236,428/222/355,0/0,-370/-1926/-10218,-227/139/361,-313/-480/380,#l_sy
r,22384,825707,25/105/41/89,0/0/0/0,228/2268/619/237,428/222/355,0/0,-398/-1944/-10224,-226/137/362,-313/-480/380,#l_sy
r,22385,825742,25/105/41/89,0/0/0/0,228/2271/619/237,428/222/355,0/0,-402/-1937/-10240,-231/139/364,-313/-480/380,#l_sy
r,22386,825773,25/105/41/89,0/0/0/0,228/2270/623/238,428/222/355,0/0,-430/-1954/-10242,-227/137/367,-313/-480/380,#l_sy
r,22387,825807,25/105/41/89,0/0/0/0,230/2269/621/236,428/222/355,0/0,-430/-1960/-10232,-232/140/368,-313/-480/380,#l_sy
r,22388,825841,25/105/41/89,0/0/0/0,228/2268/619/235,428/222/355,0/0,-444/-1968/-10242,-231/140/370,-313/-480/380,#l_sy
r,22389,825873,25/105/41/89,0/0/0/0,225/2265/621/236,428/222/355,0/0,-426/-1998/-10272,-232/142/361,-313/-480/380,#l_sy
r,22390,825909,25/105/41/89,0/0/0/0,229/2266/620/237,428/222/355,0/0,-448/-2044/-10342,-235/144/357,-313/-480/380,#l_sy
r,22391,825942,25/105/41/89,0/0/0/0,230/2267/621/235,428/222/355,0/0,-438/-2146/-10430,-243/152/345,-313/-480/380,#l_sy
r,22392,825975,25/105/41/89,0/0/0/0,229/2267/619/236,428/222/355,0/0,-454/-2262/-10514,-241/155/336,-313/-480/380,#l_sy
r,22393,826008,25/105/41/89,0/0/0/0,229/2265/619/235,428/222/355,0/0,-456/-2442/-10638,-249/165/310,-313/-480/380,#l_sy
r,22394,826042,25/105/41/89,0/0/0/0,228/2268/621/235,428/222/355,0/0,-484/-2624/-10762,-259/176/290,-313/-480/380,#l_sy
r,22395,826074,25/105/41/89,0/0/0/0,227/2266/623/235,428/222/355,0/0,-520/-2704/-10844,-267/180/280,-313/-480/380,#l_sy
r,22396,826109,25/105/41/89,0/0/0/0,230/2270/621/235,428/222/355,0/0,-506/-2762/-10878,-263/178/268,-313/-480/380,#l_sy
r,22397,826142,25/105/41/89,0/0/0/0,230/2267/621/235,428/222/355,0/0,-520/-2802/-10932,-264/181/259,-313/-480/380,#l_sy
r,22398,826175,25/105/41/89,0/0/0/0,228/2270/622/236,428/222/355,0/0,-552/-2860/-11032,-277/188/253,-313/-480/380,#l_sy
r,22399,826209,25/105/41/89,0/-1/0/0,231/2057/622/236,428/222/355,0/0,-510/-2964/-11092,-280/193/228,-313/-480/380,#l_sy
r,22400,826250,25/105/41/89,-18/-10/0/0,-213/2026/622/237,429/222/355,0/0,-410/-3022/-11082,-276/196/207,-312/-479/379,#l_sy
r,22401,826290,25/105/41/89,-35/-11/0/0,-270/2018/620/235,429/221/355,0/0,-478/-3144/-11120,-279/198/211,-311/-480/378,#l_sy
r,22402,826330,25/104/41/89,-29/-17/0/0,-285/2012/619/237,430/220/354,0/0,-660/-3122/-11226,-301/208/253,-309/-480/376,#l_sy
r,22403,826370,25/104/41/89,-37/-24/0/0,-300/2006/621/236,431/220/353,0/0,-686/-3104/-11206,-293/202/260,-307/-480/373,#l_sy
r,22404,826410,25/104/41/89,-20/-35/0/0,-294/1922/620/237,431/219/352,0/0,-592/-3225/-11230,-296/210/228,-305/-479/371,#l_sy
r,22405,826449,24/104/41/89,-35/-51/0/0,-319/1949/621/237,433/218/350,0/0,-560/-3291/-11344,-314/223/219,-302/-478/368,#l_sy
r,22406,826489,24/104/41/89,-47/-77/0/0,-277/1844/621/235,435/218/348,0/0,-626/-3304/-11448,-337/236/234,-298/-477/365,#l_sy
r,22407,826530,24/103/41/89,-36/-99/0/0,-309/1872/621/237,436/217/345,0/0,-696/-3228/-11470,-339/236/257,-294/-475/361,#l_sy
r,22408,826571,24/103/41/89,-32/-99/0/0,-310/1882/621/235,439/217/341,0/0,-630/-3208/-11464,-337/237/251,-289/-473/356,#l_sy
r,22409,826610,24/103/41/89,-26/-121/0/0,-298/1841/620/235,441/217/337,0/0,-546/-3236/-11464,-327/234/229,-284/-470/352,#l_sy
r,22410,826650,24/102/41/89,-55/-136/0/0,-330/1845/624/236,444/216/333,0/0,-530/-3152/-11452,-319/229/242,-279/-467/347,#l_sy
r,22411,826690,24/102/41/89,-49/-157/0/0,-329/1869/623/236,447/216/327,0/0,-520/-3050/-11540,-338/238/248,-272/-464/341,#l_sy
r,22412,826731,23/101/41/89,-66/-159/0/0,-305/1749/620/235,450/216/321,0/0,-530/-3050/-11630,-350/243/243,-266/-460/335,#l_sy
s,0,#l_sy
r,22413,826771,23/100/41/89,-39/-152/0/0,-333/1827/620/235,453/215/315,0/0,-440/-2980/-11552,-325/229/226,-258/-455/328,#l_sy
r,22414,826810,23/100/41/89,-53/-173/0/0,-302/1826/624/235,458/215/308,0/0,-378/-2842/-11656,-353/243/225,-251/-450/321,#l_sy
r,22415,826851,23/99/41/89,-76/-183/0/0,-343/1860/621/236,461/214/301,0/0,-416/-2824/-11716,-356/241/223,-243/-445/314,#l_sy
r,22416,826890,22/98/41/89,-43/-185/0/0,-396/1777/619/235,465/213/293,0/0,-336/-2638/-11722,-353/235/220,-235/-439/307,#l_sy
r,22417,826931,22/97/41/89,-80/-194/0/0,-381/1818/620/237,469/212/284,0/0,-264/-2548/-11782,-362/239/206,-226/-434/300,#l_sy
r,22418,826971,22/96/41/89,-88/-242/0/0,-367/1804/620/237,474/211/275,0/0,-310/-2468/-11846,-369/237/221,-218/-427/292,#l_sy
r,22419,827011,22/96/41/89,-66/-251/0/0,-357/1806/619/237,478/210/266,0/0,-282/-2346/-11900,-376/239/232,-209/-421/284,#l_sy
r,22420,827051,21/95/41/89,-61/-263/0/0,-374/1791/622/237,482/208/257,0/0,-182/-2242/-11906,-365/233/235,-201/-414/276,#l_sy
r,22421,827091,21/94/41/89,-80/-243/0/0,-403/1752/624/235,486/207/247,0/0,-28/-2126/-12010,-392/250/212,-192/-406/268,#l_sy
r,22422,827130,21/93/41/89,-102/-241/0/0,-422/1759/620/237,491/205/237,0/0,22/-1921/-12080,-412/256/226,-183/-399/260,#l_sy
r,22423,827163,20/92/41/89,-89/-244/0/0,-404/1786/621/236,495/202/226,0/0,64/-1829/-12144,-428/266/220,-174/-391/251,#l_sy
r,22424,827196,20/91/41/89,-108/-246/0/0,-416/1757/623/237,496/201/221,0/0,46/-1668/-12122,-428/259/246,-170/-387/247,#l_sy
r,22425,827235,20/90/41/89,-112/-270/0/0,-387/1791/621/236,501/199/210,0/0,112/-1580/-12188,-444/268/229,-162/-379/239,#l_sy
r,22426,827276,19/89/41/89,-89/-255/0/0,-413/1738/616/235,505/196/199,0/0,208/-1426/-12254,-474/285/236,-153/-371/231,#l_sy
r,22427,827316,19/88/41/89,-99/-252/0/0,-402/1783/618/236,509/193/188,0/0,340/-1378/-12192,-449/272/216,-145/-362/223,#l_sy
r,22428,827351,19/87/41/89,-89/-286/0/0,-404/1758/624/236,513/190/176,0/0,348/-1162/-12386,-509/302/245,-137/-354/216,#l_sy
r,22429,827384,18/86/41/89,-74/-248/0/0,-417/1744/620/235,517/187/165,0/0,366/-1086/-12330,-489/290/240,-130/-345/208,#l_sy
r,22430,827417,18/86/41/89,-82/-252/0/0,-403/1751/623/236,518/185/159,0/0,360/-860/-12512,-542/315/278,-126/-340/204,#l_sy
r,22431,827451,17/84/41/89,-120/-264/0/0,-468/1761/622/235,522/182/148,0/0,467/-910/-12412,-515/305/237,-118/-332/197,#l_sy
r,22432,827484,17/83/41/89,-115/-279/0/0,-433/1762/621/236,525/178/136,0/0,522/-730/-12534,-555/324/260,-111/-323/189,#l_sy
r,22433,827516,17/83/41/89,-81/-255/0/0,-461/1728/620/235,526/176/130,0/0,640/-808/-12508,-537/322/214,-108/-318/186,#l_sy
r,22434,827550,16/82/41/89,-112/-254/0/0,-453/1733/619/236,529/172/119,0/0,580/-622/-12632,-577/342/260,-101/-309/179,#l_sy
r,22435,827585,16/81/41/89,-132/-265/0/0,-427/1707/619/236,532/168/107,0/0,634/-644/-12626,-564/339/233,-95/-300/172,#l_sy
r,22436,827617,16/80/41/89,-72/-283/0/0,-458/1676/622/236,534/166/101,0/0,658/-516/-12658,-580/345/251,-92/-295/168,#l_sy
r,22437,827650,15/79/41/89,-120/-274/0/0,-439/1681/621/237,536/162/90,0/0,854/-576/-12672,-576/351/189,-86/-286/162,#l_sy
r,22438,827684,15/78/41/89,-150/-245/0/0,-474/1713/620/237,538/157/78,0/0,856/-488/-12724,-565/355/203,-80/-277/155,#l_sy
r,22439,827716,15/78/41/89,-154/-241/0/0,-481/1682/622/236,540/155/72,0/0,920/-508/-12836,-604/368/177,-77/-272/151,#l_sy
r,22440,827751,14/77/41/89,-143/-259/0/0,-471/1685/620/235,541/149/61,0/0,794/-356/-12796,-604/363/223,-71/-263/144,#l_sy
r,22441,827786,14/76/41/89,-159/-278/0/0,-462/1700/624/236,544/143/49,0/0,882/-354/-12924,-621/375/186,-65/-254/136,#l_sy
r,22442,827827,13/75/41/89,-139/-269/0/0,-480/1687/619/237,545/137/37,0/0,976/-233/-12924,-631/380/182,-60/-244/129,#l_sy
r,22443,827866,12/74/41/89,-156/-242/0/0,-496/1628/621/236,547/131/25,0/0,1078/-310/-12972,-628/385/140,-54/-235/122,#l_sy
r,22444,827907,12/73/41/89,-164/-264/0/0,-483/1609/620/232,549/124/14,0/0,1076/-172/-13096,-656/398/155,-49/-225/114,#l_sy
r,22445,827946,11/72/41/89,-158/-268/0/0,-485/1632/619/229,550/117/2,0/0,1052/-36/-13010,-628/379/176,-44/-216/106,#l_sy
r,22446,827987,10/71/41/89,-189/-240/0/0,-489/1602/624/230,551/110/-8,0/0,1170/0/-13222,-681/412/145,-39/-206/98,#l_sy
r,22447,828026,10/69/41/89,-152/-269/0/0,-529/1626/552/229,552/102/-19,0/0,1242/88/-13136,-658/396/139,-35/-197/90,#l_sy
r,22448,828067,9/69/41/89,-204/-231/0/0,-495/1560/554/230,552/93/-31,0/0,1330/360/-13186,-681/407/149,-30/-188/81,#l_sy
r,22449,828106,8/68/41/89,-196/-257/0/0,-515/1563/553/230,553/85/-42,0/0,1332/510/-13234,-695/408/165,-26/-179/73,#l_sy
r,22450,828147,7/67/41/89,-217/-256/0/0,-526/1586/554/229,553/76/-52,0/0,1354/744/-13300,-742/412/188,-22/-169/65,#l_sy
r,22451,828186,7/66/41/89,-206/-258/0/0,-536/1537/553/228,553/67/-63,0/0,1466/968/-13308,-728/412/198,-19/-160/56,#l_sy
r,22452,828227,6/65/41/89,-207/-208/0/0,-533/1512/553/230,553/58/-73,0/0,1582/1180/-13394,-751/423/200,-16/-152/47,#l_sy
r,22453,828267,5/64/41/89,-209/-215/0/0,-532/1507/552/229,553/49/-83,0/0,1637/1484/-13330,-756/419/236,-13/-143/39,#l_sy
r,22454,828307,4/63/41/89,-185/-202/0/0,-522/1524/552/230,552/40/-92,0/0,1704/1621/-13478,-788/437/230,-10/-135/31,#l_sy
r,22455,828346,4/62/41/89,-203/-202/0/0,-557/1524/553/229,551/32/-101,0/0,1718/1864/-13350,-743/419/271,-8/-127/23,#l_sy
r,22456,828387,3/61/41/89,-199/-168/0/0,-536/1478/553/230,551/23/-109,0/0,1787/1798/-13538,-803/444/229,-5/-120/14,#l_sy
r,22457,828426,2/61/41/89,-204/-185/0/0,-533/1444/555/229,550/14/-117,0/0,1732/1804/-13452,-782/431/234,-3/-113/6,#l_sy
r,22458,828465,1/60/41/89,-207/-173/0/0,-510/1489/554/230,549/5/-125,0/0,1718/1844/-13502,-792/437/217,-2/-106/0,#l_sy
r,22459,828506,0/59/41/89,-170/-169/0/0,-524/1442/553/230,547/-2/-132,0/0,1660/1752/-13592,-806/446/196,0/-100/-8,#l_sy
r,22460,828546,0/59/41/89,-205/-111/0/0,-525/1485/489/230,546/-11/-138,0/0,1629/1832/-13562,-800/440/193,0/-94/-16,#l_sy
r,22461,828586,-1/58/41/89,-179/-134/0/0,-516/1419/487/230,545/-19/-144,0/0,1698/1771/-13664,-816/454/157,1/-88/-24,#l_sy
r,22462,828626,-2/58/41/89,-218/-102/0/0,-497/1457/486/229,544/-27/-150,0/0,1582/1700/-13712,-818/454/165,2/-83/-32,#l_sy
r,22463,828666,-3/57/41/89,-207/-144/0/0,-546/1436/485/229,542/-36/-156,0/0,1554/1504/-13756,-823/463/134,3/-78/-40,#l_sy
r,22464,828705,-3/57/41/89,-199/-134/0/0,-532/1430/486/229,540/-45/-161,0/0,1574/1674/-13652,-805/449/153,4/-73/-47,#l_sy
r,22465,828745,-4/56/41/89,-225/-124/0/0,-553/1472/486/229,539/-53/-166,0/0,1530/1614/-13800,-836/465/138,5/-69/-56,#l_sy
s,0,#l_sy
r,22466,828786,-5/56/41/89,-213/-99/0/0,-521/1404/487/229,537/-62/-171,0/0,1474/1584/-13896,-849/469/139,5/-64/-64,#l_sy
r,22467,828826,-6/55/41/89,-183/-105/0/0,-559/1363/486/229,534/-71/-175,0/0,1476/1708/-13750,-822/453/150,6/-60/-72,#l_sy
r,22468,828866,-7/55/41/89,-210/-91/0/0,-531/1381/487/228,533/-80/-180,0/0,1508/1828/-13778,-839/459/144,6/-55/-80,#l_sy
r,22469,828905,-8/55/41/89,-194/-90/0/0,-528/1467/487/230,531/-88/-184,0/0,1406/1828/-13908,-874/470/144,6/-51/-89,#l_sy
r,22470,828945,-8/54/41/89,-200/-96/0/0,-553/1387/486/229,529/-97/-188,0/0,1344/1844/-14010,-893/473/130,7/-48/-97,#l_sy
r,22471,828986,-9/54/41/89,-229/-77/0/0,-546/1461/487/230,526/-106/-192,0/0,1356/2080/-13796,-850/442/151,7/-44/-105,#l_sy
r,22472,829021,-10/54/41/89,-220/-88/0/0,-552/1413/486/227,525/-110/-194,0/0,1348/2058/-13875,-868/454/130,7/-42/-109,#l_sy
r,22473,829059,-10/53/41/89,-175/-83/0/0,742/1388/487/228,523/-118/-198,0/0,1278/1942/-13972,-890/464/109,7/-39/-117,#l_sy
r,22474,829100,-10/53/41/89,-124/-71/0/0,691/1381/485/229,521/-124/-201,0/0,1404/1787/-14030,-898/475/45,7/-36/-123,#l_sy
r,22475,829139,-10/53/41/89,-92/-83/0/-23,577/1427/485/-217,519/-128/-204,0/0,1410/1728/-13953,-878/467/25,6/-33/-127,#l_sy
r,22476,829179,-10/53/41/89,-37/-64/0/-23,575/1410/486/-284,518/-131/-207,0/0,1434/1700/-13996,-886/474/12,6/-30/-130,#l_sy
r,22477,829219,-10/52/41/88,-5/-70/0/-44,344/1456/485/-313,517/-132/-210,0/0,1270/1580/-14025,-897/487/23,5/-28/-132,#l_sy
r,22478,829259,-10/52/41/88,7/-52/0/-38,813/1441/485/-293,516/-133/-212,0/0,980/1500/-14070,-900/486/29,5/-25/-134,#l_sy
r,22479,829299,-10/52/41/88,24/-70/0/-66,807/1419/486/-326,515/-134/-215,0/0,906/1364/-14089,-896/487/-4,4/-22/-136,#l_sy
r,22480,829339,-10/51/41/88,21/-57/0/-64,705/1351/486/-379,514/-134/-218,0/0,858/1156/-14142,-891/486/-56,4/-20/-138,#l_sy
r,22481,829380,-10/51/41/87,12/-61/0/-103,739/1361/486/-386,513/-135/-222,0/0,826/914/-14198,-894/496/-95,3/-17/-141,#l_sy
r,22482,829419,-10/51/41/87,3/-64/0/-77,734/1398/487/-439,511/-137/-225,0/0,748/888/-14167,-883/494/-94,2/-14/-145,#l_sy
r,22483,829459,-10/51/41/86,6/-70/0/-131,739/1436/485/-401,510/-139/-228,0/0,696/926/-14032,-860/483/-99,2/-11/-150,#l_sy
r,22484,829500,-10/50/41/86,4/-101/0/-152,731/1347/487/-460,507/-142/-232,0/0,724/934/-14008,-853/477/-119,1/-7/-156,#l_sy
r,22485,829539,-10/50/41/85,2/-106/0/-174,728/1374/412/-475,506/-145/-235,0/0,702/820/-14020,-857/483/-144,0/-4/-163,#l_sy
r,22486,829579,-10/50/41/84,2/-108/0/-195,740/1287/413/-482,504/-149/-238,0/0,682/852/-13984,-846/476/-118,0/-1/-171,#l_sy
r,22487,829619,-10/49/41/83,7/-70/0/-261,726/1341/412/-517,502/-154/-242,0/0,640/884/-14038,-850/478/-84,0/1/-180,#l_sy
r,22488,829660,-10/49/41/82,5/-102/0/-268,690/1359/412/-552,499/-158/-245,0/0,616/872/-13986,-847/475/-62,0/4/-189,#l_sy
r,22489,829700,-10/49/41/81,11/-61/0/-305,674/1316/412/-547,496/-163/-248,0/0,674/912/-13953,-832/464/-38,-1/7/-200,#l_sy
r,22490,829740,-10/48/41/80,4/-61/0/-290,651/1341/412/-565,493/-169/-251,0/0,672/932/-13928,-823/455/-19,-2/10/-211,#l_sy
r,22491,829784,-10/48/41/79,7/-90/0/-315,676/1358/412/-573,490/-175/-254,0/0,598/1016/-13996,-837/456/42,-2/13/-223,#l_sy
r,22492,829820,-10/48/41/78,15/-55/0/-333,603/1215/412/-588,487/-181/-257,0/0,652/996/-13978,-828/451/61,-3/15/-235,#l_sy
r,22493,829860,-10/48/41/76,20/-54/0/-336,618/1249/412/-597,484/-187/-259,0/0,652/1156/-13982,-824/444/128,-3/18/-249,#l_sy
r,22494,829900,-10/47/41/75,23/-30/0/-358,549/1252/412/-582,480/-193/-261,0/0,712/1116/-13975,-827/447/137,-3/20/-262,#l_sy
r,22495,829940,-10/47/41/73,24/-26/0/-361,545/1326/412/-601,477/-199/-262,0/0,736/1168/-13950,-822/442/177,-4/21/-276,#l_sy
r,22496,829980,-10/47/41/72,27/-17/0/-373,483/1363/412/-596,474/-206/-263,0/0,742/1186/-14000,-830/444/213,-4/22/-290,#l_sy
r,22497,830020,-10/47/41/70,19/-8/0/-378,464/1368/412/-599,469/-212/-264,0/0,742/1132/-13972,-819/438/231,-4/22/-304,#l_sy
r,22498,830060,-10/47/41/69,29/0/0/-391,443/1405/412/-613,466/-219/-264,0/0,762/1230/-14020,-836/443/262,-4/22/-319,#l_sy
r,22499,830100,-10/47/41/67,22/7/0/-400,392/1879/412/-599,463/-226/-263,0/0,786/1222/-13953,-823/435/279,-4/22/-334,#l_sy
r,22500,830140,-10/47/41/66,14/1/0/-403,395/1893/412/-618,458/-233/-263,0/0,786/1252/-13956,-828/436/305,-4/22/-350,#l_sy
r,22501,830180,-10/47/41/64,7/0/0/-402,391/1655/344/-607,454/-240/-263,0/0,736/1294/-14010,-848/440/345,-4/22/-365,#l_sy
r,22502,830221,-10/47/41/62,1/0/0/-408,421/1579/345/-630,449/-247/-263,0/0,730/1302/-14030,-859/442/364,-4/22/-382,#l_sy
r,22503,830261,-10/47/41/61,0/0/0/-411,428/1580/344/-626,445/-254/-263,0/0,664/1444/-14138,-907/453/412,-4/22/-398,#l_sy
r,22504,830296,-10/47/41/59,1/0/0/-405,428/1579/344/-621,440/-261/-262,0/0,668/1488/-14122,-901/449/429,-4/22/-414,#l_sy
r,22505,830328,-10/47/41/57,3/0/0/-406,396/1581/344/-628,435/-267/-262,0/0,662/1542/-14146,-914/451/445,-4/22/-430,#l_sy
r,22506,830361,-10/47/41/57,8/0/0/-420,411/1580/343/-613,432/-270/-262,0/0,672/1694/-14267,-954/466/482,-4/22/-438,#l_sy
r,22507,830402,-10/47/41/55,13/0/0/-401,364/1579/343/-648,426/-276/-262,0/0,660/2042/-14292,-1003/477/556,-4/22/-454,#l_sy
r,22508,830441,-10/47/41/53,16/0/0/-385,335/1580/344/-622,422/-282/-262,0/0,652/2170/-14350,-1028/485/595,-4/22/-469,#l_sy
r,22509,830481,-10/47/41/52,23/0/0/-370,333/1580/344/-627,417/-287/-261,0/0,596/2264/-14303,-1017/472/637,-4/22/-483,#l_sy
r,22510,830521,-10/47/41/50,17/0/0/-364,280/1580/344/-631,412/-292/-261,0/0,630/2162/-14384,-1032/482/616,-4/22/-497,#l_sy
r,22511,830561,-10/47/41/49,18/0/0/-357,281/1578/280/-634,407/-296/-261,0/0,526/2318/-14403,-1037/476/664,-4/22/-511,#l_sy
r,22512,830601,-10/47/41/48,21/0/0/-338,256/1514/278/-641,402/-301/-261,0/0,530/2346/-14352,-1028/466/667,-4/22/-524,#l_sy
r,22513,830641,-10/47/41/46,13/0/0/-323,250/1512/278/-612,398/-304/-261,0/0,540/2416/-14406,-1043/470/674,-4/22/-536,#l_sy
r,22514,830681,-10/47/41/45,13/0/0/-308,271/1514/277/-630,393/-308/-260,0/0,524/2420/-14388,-1041/465/691,-4/22/-548,#l_sy
r,22515,830721,-10/47/41/44,16/0/0/-296,252/1511/275/-624,388/-311/-260,0/0,510/2484/-14448,-1063/474/707,-3/22/-559,#l_sy
r,22516,830761,-10/47/41/43,8/0/0/-266,290/1511/278/-606,384/-314/-260,0/0,450/2578/-14416,-1067/468/732,-3/22/-570,#l_sy
s,0,#l_sy
r,22517,830801,-10/47/41/42,19/0/0/-254,250/1511/277/-607,381/-317/-260,0/0,446/2616/-14458,-1077/470/742,-3/22/-581,#l_sy
r,22518,830841,-10/47/41/41,14/0/0/-228,277/1512/276/-588,376/-320/-260,0/0,452/2660/-14458,-1080/469/743,-3/22/-590,#l_sy
r,22519,830881,-10/47/41/40,21/0/0/-220,266/1511/277/-590,373/-322/-260,0/0,416/2698/-14478,-1083/466/762,-3/22/-599,#l_sy
r,22520,830921,-10/47/41/39,32/0/0/-195,272/1513/279/-564,370/-324/-259,0/0,410/2746/-14494,-1092/468/766,-3/22/-607,#l_sy
r,22521,830961,-9/47/41/38,16/0/0/-218,275/1514/277/-570,367/-325/-259,0/0,386/2788/-14503,-1099/467/785,-3/22/-614,#l_sy
r,22522,831002,-9/47/41/37,35/0/0/-159,269/1467/202/-567,365/-326/-259,0/0,388/2782/-14514,-1094/462/779,-3/22/-620,#l_sy
r,22523,831041,-9/47/41/37,30/0/0/-139,296/1443/202/-512,363/-327/-259,0/0,384/2846/-14512,-1098/463/793,-3/22/-625,#l_sy
r,22524,831081,-9/47/41/36,33/0/0/-101,277/1444/201/-506,360/-328/-259,0/0,384/2780/-14456,-1078/454/778,-3/22/-629,#l_sy
r,22525,831123,-9/47/41/36,38/0/0/-141,313/1443/201/-487,360/-328/-259,0/0,392/2846/-14503,-1099/466/792,-3/22/-633,#l_sy
r,22526,831161,-9/47/41/35,42/0/0/-118,358/1444/205/-488,359/-328/-259,0/0,416/2616/-14400,-1049/450/741,-3/22/-635,#l_sy
r,22527,831196,-9/47/41/35,30/0/0/-86,296/1446/203/-400,358/-328/-259,0/0,440/2588/-14410,-1045/453/725,-3/22/-637,#l_sy
