r,sequence,timestamp,deg,deg/sec,mA,endpoint,grip/rotation,torque,force,ori,#r_sy
r,8532,320660,8/69/26/89,255/0/0/0,538/2057/483/-241,569/-83/-98,0/0,1684/-700/-11354,-344/250/229,-7/-56/-68,#r_sy
r,8533,320699,9/69/26/89,266/0/0/0,593/2060/488/-235,567/-95/-98,0/0,1348/-812/-11312,-334/233/290,-8/-55/-79,#r_sy
r,8534,320739,10/69/26/89,251/0/0/0,571/2059/485/-226,566/-107/-98,0/0,1410/-835/-11184,-314/227/251,-9/-55/-90,#r_sy
r,8535,320773,10/69/26/89,289/0/0/0,602/2059/489/-229,565/-114/-98,0/0,1044/-770/-11250,-343/226/348,-10/-55/-95,#r_sy
r,8536,320813,11/69/26/89,257/0/0/0,583/2061/486/-224,563/-126/-98,0/0,1250/-893/-11048,-303/216/259,-11/-55/-105,#r_sy
r,8537,320847,12/69/26/89,229/0/0/2,558/2060/484/-59,562/-138/-98,0/0,1004/-908/-11264,-355/229/335,-12/-55/-116,#r_sy
r,8538,320882,13/69/26/89,279/0/0/3,560/2058/486/228,559/-150/-98,0/0,1258/-1068/-11020,-296/215/227,-13/-55/-127,#r_sy
r,8539,320922,15/69/26/89,275/0/0/2,594/2061/487/241,556/-162/-98,0/0,968/-952/-11206,-348/224/333,-14/-54/-138,#r_sy
r,8540,320962,16/69/26/89,268/0/0/3,561/2061/488/236,554/-174/-98,0/0,976/-1112/-11002,-292/202/297,-15/-54/-149,#r_sy
r,8541,321003,17/69/26/89,252/0/0/2,550/2058/488/236,551/-186/-98,0/0,1056/-1094/-11038,-305/214/259,-16/-54/-160,#r_sy
r,8542,321043,18/69/26/89,239/0/0/0,610/2060/482/249,548/-198/-98,0/0,754/-1188/-11234,-338/218/346,-17/-53/-171,#r_sy
r,8543,321080,19/69/26/89,299/0/0/1,568/2056/484/234,545/-210/-98,0/0,1082/-1380/-10970,-263/197/213,-18/-53/-181,#r_sy
r,8544,321113,19/69/26/89,289/0/0/0,625/2058/484/227,543/-216/-98,0/0,590/-1214/-11346,-343/213/383,-18/-53/-187,#r_sy
r,8545,321147,20/69/26/89,275/0/0/0,573/2061/489/-81,540/-227/-98,0/0,928/-1440/-11046,-255/190/238,-19/-53/-197,#r_sy
r,8546,321181,21/69/26/89,268/0/0/0,594/2058/488/-138,536/-239/-98,0/0,482/-1264/-11406,-337/209/400,-20/-52/-208,#r_sy
r,8547,321220,23/69/26/89,286/0/0/-2,580/2060/485/-240,532/-251/-98,0/0,870/-1586/-11098,-247/185/234,-21/-52/-219,#r_sy
r,8548,321260,24/69/26/89,268/0/0/-4,560/2057/487/-254,528/-262/-98,0/0,492/-1444/-11380,-313/202/357,-22/-51/-229,#r_sy
r,8549,321300,25/69/26/89,272/0/0/-1,577/2062/484/-227,523/-273/-98,0/0,604/-1554/-11232,-286/196/316,-23/-51/-240,#r_sy
r,8550,321340,26/69/26/89,274/0/0/0,566/2059/486/-243,519/-284/-98,0/0,654/-1636/-11168,-262/188/271,-24/-50/-250,#r_sy
r,8551,321380,27/69/26/89,257/0/0/4,594/2064/488/228,515/-295/-98,0/0,252/-1560/-11394,-323/203/400,-25/-50/-260,#r_sy
r,8552,321414,27/69/26/89,235/0/0/9,545/2060/486/235,513/-300/-98,0/0,748/-1836/-11068,-250/191/220,-25/-50/-266,#r_sy
r,8553,321454,28/69/26/89,251/0/0/10,576/2059/482/259,508/-311/-98,0/0,344/-1574/-11378,-329/209/377,-26/-49/-277,#r_sy
r,8554,321494,29/69/26/89,231/0/0/11,560/2060/490/241,503/-322/-98,0/0,706/-1724/-11070,-255/196/237,-27/-49/-287,#r_sy
r,8555,321534,30/69/26/89,243/0/0/14,605/2057/488/258,498/-333/-98,0/0,490/-1598/-11272,-295/203/320,-28/-48/-298,#r_sy
r,8556,321575,31/69/26/89,269/0/0/11,572/2060/486/252,493/-343/-98,0/0,538/-1620/-11262,-305/216/307,-29/-48/-309,#r_sy
r,8557,321614,32/69/26/89,254/0/0/1,563/2061/488/255,487/-353/-98,0/0,835/-1692/-11010,-245/196/217,-30/-47/-319,#r_sy
r,8558,321654,33/69/26/89,282/0/0/0,570/2059/487/238,482/-363/-98,0/0,584/-1544/-11160,-285/202/338,-31/-47/-330,#r_sy
r,8559,321695,34/69/26/89,263/0/0/0,550/2058/492/228,476/-373/-98,0/0,997/-1706/-10928,-235/196/205,-32/-46/-340,#r_sy
r,8560,321734,36/69/26/89,263/0/0/0,595/2060/484/230,470/-383/-98,0/0,550/-1610/-11104,-263/189/346,-32/-46/-351,#r_sy
r,8561,321774,37/69/26/89,248/0/0/-2,577/2058/487/53,464/-393/-98,0/0,714/-1732/-10980,-239/186/280,-33/-45/-361,#r_sy
r,8562,321814,38/69/26/89,258/0/0/-1,546/2060/488/65,458/-403/-98,0/0,594/-1756/-11014,-242/184/290,-34/-44/-371,#r_sy
r,8563,321854,39/69/26/89,249/0/0/-1,561/2059/487/8,452/-412/-98,0/0,402/-1826/-11120,-261/185/344,-35/-44/-382,#r_sy
r,8564,321894,40/69/26/89,242/0/0/-1,589/2059/491/9,446/-422/-98,0/0,654/-1958/-11016,-225/184/238,-36/-43/-392,#r_sy
r,8565,321934,41/69/26/89,235/0/0/-3,603/2060/486/67,439/-431/-98,0/0,274/-1810/-11226,-267/185/380,-36/-42/-403,#r_sy
r,8566,321973,42/69/26/89,267/0/0/0,555/2061/482/-43,432/-440/-98,0/0,604/-1948/-11082,-229/189/258,-37/-42/-413,#r_sy
r,8567,322014,43/69/26/89,279/0/0/-2,573/2062/487/75,425/-449/-98,0/0,412/-1824/-11228,-256/187/350,-38/-41/-423,#r_sy
r,8568,322050,44/69/26/89,253/0/0/-1,575/2059/489/-41,419/-458/-98,0/0,586/-1924/-11206,-247/193/285,-39/-40/-434,#r_sy
r,8569,322090,45/69/26/89,265/0/0/-1,572/2060/486/43,412/-466/-98,0/0,452/-1871/-11266,-256/190/336,-39/-40/-444,#r_sy
r,8570,322130,46/69/26/89,248/0/0/-1,604/2057/485/29,405/-475/-98,0/0,417/-1878/-11284,-259/192/356,-40/-39/-454,#r_sy
r,8571,322170,47/69/26/89,235/0/0/0,583/2061/488/-32,398/-483/-98,0/0,584/-1958/-11180,-233/188/296,-41/-38/-464,#r_sy
r,8572,322210,48/69/26/89,254/0/0/-2,589/2060/485/58,391/-491/-98,0/0,408/-1879/-11232,-243/185/381,-42/-37/-474,#r_sy
r,8573,322250,49/69/26/89,212/0/0/0,580/2062/486/-19,383/-498/-98,0/0,730/-1928/-11074,-214/187/282,-42/-37/-484,#r_sy
r,8574,322290,50/69/26/89,273/0/0/-2,559/2061/492/45,376/-506/-98,0/0,504/-1845/-11134,-229/183/370,-43/-36/-494,#r_sy
r,8575,322331,51/69/26/89,266/0/0/0,574/2057/489/-11,369/-513/-98,0/0,668/-1924/-11044,-209/186/307,-43/-35/-504,#r_sy
r,8576,322370,52/69/26/89,238/0/0/0,544/2063/486/244,361/-520/-98,0/0,496/-1966/-11104,-211/181/354,-44/-34/-514,#r_sy
r,8577,322410,53/69/26/89,233/0/0/0,537/2060/486/230,354/-527/-98,0/0,556/-2016/-11044,-187/173/327,-45/-34/-523,#r_sy
r,8578,322450,54/69/26/89,248/0/0/0,544/2058/487/228,346/-534/-98,0/0,562/-1994/-11092,-198/181/327,-45/-33/-533,#r_sy
r,8579,322490,55/69/26/89,268/0/0/0,558/2059/491/226,338/-541/-98,0/0,506/-2068/-11048,-180/171/331,-46/-32/-543,#r_sy
s,0,#r_sy
r,8580,322530,56/69/26/89,216/0/0/0,549/2060/491/225,330/-547/-98,0/0,554/-2056/-11052,-185/178/312,-46/-31/-553,#r_sy
r,8581,322571,57/69/26/89,233/0/0/0,555/2061/488/226,322/-554/-98,0/0,469/-2098/-11012,-173/168/335,-47/-30/-562,#r_sy
r,8582,322610,58/69/26/89,226/0/0/0,549/2060/487/229,314/-560/-98,0/0,606/-2114/-10994,-180/179/288,-47/-30/-572,#r_sy
r,8583,322649,59/69/26/89,219/0/0/0,550/2060/484/233,306/-566/-98,0/0,426/-2178/-10986,-176/171/332,-48/-29/-582,#r_sy
r,8584,322689,60/69/26/89,224/0/0/0,548/2062/486/233,298/-572/-98,0/0,598/-2230/-10908,-167/177/270,-48/-28/-592,#r_sy
r,8585,322730,61/69/26/89,251/0/0/0,553/2060/486/229,289/-577/-98,0/0,402/-2212/-10972,-176/172/338,-49/-27/-602,#r_sy
r,8586,322770,62/69/26/89,212/0/0/0,559/2060/483/232,281/-583/-98,0/0,552/-2260/-10920,-168/177/287,-49/-26/-611,#r_sy
r,8587,322810,63/69/26/89,206/0/0/0,560/2059/485/228,272/-588/-98,0/0,384/-2278/-10984,-181/178/336,-50/-25/-621,#r_sy
r,8588,322850,64/69/26/89,242/0/0/0,560/2060/486/228,264/-594/-98,0/0,484/-2322/-10936,-164/173/307,-50/-25/-631,#r_sy
r,8589,322890,65/69/26/89,256/0/0/0,545/2058/484/231,256/-599/-98,0/0,400/-2268/-10996,-182/180/340,-51/-24/-641,#r_sy
r,8590,322929,66/69/26/89,269/0/0/0,566/2059/486/234,246/-603/-98,0/0,396/-2304/-10942,-162/168/335,-51/-23/-651,#r_sy
r,8591,322970,67/69/26/89,275/0/0/0,557/2060/487/231,238/-608/-98,0/0,476/-2252/-11040,-191/187/324,-51/-22/-660,#r_sy
r,8592,323010,68/69/26/89,244/0/0/0,567/2059/487/227,228/-613/-98,0/0,340/-2294/-11066,-176/173/352,-52/-21/-670,#r_sy
r,8593,323050,69/69/26/89,220/0/0/0,560/2062/487/227,220/-617/-98,0/0,473/-2354/-11136,-203/200/299,-52/-20/-680,#r_sy
r,8594,323090,70/69/26/89,236/0/0/0,560/2058/486/229,211/-621/-98,0/0,296/-2404/-11158,-212/197/351,-52/-19/-690,#r_sy
r,8595,323130,70/69/26/89,252/0/0/0,553/2061/489/229,201/-625/-98,0/0,462/-2478/-11132,-206/205/291,-53/-18/-700,#r_sy
r,8596,323169,71/69/26/89,275/0/0/0,571/2057/485/229,193/-629/-98,0/0,308/-2410/-11182,-208/195/353,-53/-17/-710,#r_sy
r,8597,323210,72/69/26/89,229/0/0/0,579/2061/490/229,184/-632/-98,0/0,490/-2418/-11214,-209/207/304,-53/-17/-720,#r_sy
r,8598,323251,73/69/26/89,251/0/0/0,581/2061/483/229,174/-636/-98,0/0,362/-2312/-11312,-224/206/363,-54/-16/-729,#r_sy
r,8599,323291,74/69/26/89,274/0/0/0,570/2057/486/229,165/-639/-98,0/0,504/-2258/-11244,-202/198/343,-54/-15/-739,#r_sy
r,8600,323332,75/69/26/89,238/0/0/0,563/2059/487/231,155/-642/-98,0/0,514/-2146/-11316,-218/205/369,-54/-14/-749,#r_sy
r,8601,323372,76/69/26/89,264/0/0/0,574/2058/486/230,146/-645/-98,0/0,518/-2092/-11338,-222/205/383,-54/-13/-759,#r_sy
r,8602,323413,77/69/26/89,231/0/0/0,564/2059/484/228,136/-648/-98,0/0,652/-2060/-11392,-236/220/349,-55/-12/-769,#r_sy
r,8603,323452,78/69/26/89,257/0/0/0,575/2059/485/228,127/-650/-98,0/0,558/-2029/-11356,-221/205/403,-55/-11/-778,#r_sy
r,8604,323492,79/69/26/89,266/0/0/0,568/2059/487/227,118/-652/-98,0/0,740/-2021/-11442,-255/233/350,-55/-10/-788,#r_sy
r,8605,323532,80/69/26/89,245/0/0/0,572/2056/488/226,108/-654/-98,0/0,600/-1992/-11442,-246/221/405,-55/-9/-798,#r_sy
r,8606,323573,81/69/26/89,228/0/0/0,553/2058/485/230,99/-656/-98,0/0,766/-1974/-11440,-262/240/355,-55/-8/-807,#r_sy
r,8607,323612,82/69/26/89,257/0/0/0,586/2058/486/227,90/-658/-98,0/0,646/-1954/-11440,-261/231/402,-56/-7/-817,#r_sy
r,8608,323652,83/69/26/89,248/0/0/0,580/2057/484/232,81/-659/-98,0/0,764/-1945/-11430,-271/245/373,-56/-6/-826,#r_sy
r,8609,323692,84/69/26/89,237/0/0/0,546/2058/486/229,72/-660/-98,0/0,694/-1950/-11434,-275/242/412,-56/-5/-835,#r_sy
r,8610,323732,85/69/26/89,237/0/0/0,540/2060/488/229,63/-661/-98,0/0,839/-1960/-11384,-269/246/382,-56/-4/-844,#r_sy
r,8611,323773,86/69/26/89,242/0/0/0,553/2057/486/232,54/-662/-98,0/0,744/-1984/-11428,-273/246/410,-56/-3/-854,#r_sy
r,8612,323812,87/69/26/89,219/0/0/0,539/2060/483/224,45/-663/-98,0/0,800/-2086/-11306,-243/232/372,-56/-3/-863,#r_sy
r,8613,323852,88/69/26/89,215/0/0/0,576/2059/487/231,36/-664/-98,0/0,724/-1976/-11442,-277/241/413,-56/-2/-872,#r_sy
r,8614,323892,89/69/26/89,211/0/0/0,583/2061/489/227,27/-664/-98,0/0,889/-1832/-11370,-258/232/400,-56/-1/-881,#r_sy
r,8615,323927,90/69/26/89,228/0/0/0,539/2059/486/231,19/-664/-98,0/0,912/-1662/-11438,-278/237/444,-56/0/-890,#r_sy
r,8616,323967,90/69/26/89,238/0/0/0,551/2061/486/226,10/-664/-98,0/0,1148/-1530/-11452,-277/238/434,-56/0/-898,#r_sy
r,8617,324007,91/69/26/89,194/0/0/0,574/2059/487/227,2/-664/-98,0/0,1130/-1398/-11576,-283/243/486,-56/1/-907,#r_sy
r,8618,324047,92/69/26/89,212/0/0/0,546/2061/482/226,-5/-664/-98,0/0,1252/-1320/-11864,-270/259/472,-56/2/-915,#r_sy
r,8619,324087,93/69/26/89,169/0/0/0,556/2056/486/229,-13/-664/-98,0/0,1212/-1118/-11656,-288/258/511,-56/2/-923,#r_sy
r,8620,324128,94/69/26/89,197/0/0/0,554/2063/488/228,-21/-663/-98,0/0,1276/-980/-11660,-275/253/517,-56/3/-931,#r_sy
r,8621,324167,94/69/26/89,156/0/0/0,570/2059/489/233,-27/-662/-98,0/0,1344/-780/-11620,-287/259/537,-56/4/-939,#r_sy
r,8622,324207,95/69/26/89,177/0/0/0,571/2061/489/231,-34/-662/-98,0/0,1446/-532/-11652,-290/263/574,-56/5/-945,#r_sy
r,8623,324247,96/69/26/89,149/0/0/0,508/2058/485/230,-41/-661/-98,0/0,1580/-412/-11556,-261/248/588,-56/5/-952,#r_sy
r,8624,324288,96/69/26/89,137/0/0/0,486/2059/486/232,-47/-660/-98,0/0,1671/-316/-11718,-316/279/596,-56/6/-958,#r_sy
r,8625,324328,97/69/26/89,146/0/0/0,466/2061/489/227,-52/-660/-98,0/0,1695/-200/-11708,-317/276/618,-56/6/-963,#r_sy
r,8626,324367,97/69/26/89,86/0/0/0,506/2059/486/227,-56/-659/-98,0/0,1776/-188/-11612,-314/277/594,-56/7/-967,#r_sy
r,8627,324407,98/69/26/89,87/0/0/0,463/2060/486/225,-60/-659/-98,0/0,1726/-188/-11686,-343/291/600,-56/7/-971,#r_sy
r,8628,324447,98/69/26/89,60/0/0/0,469/2060/489/227,-63/-658/-98,0/0,1682/-282/-11612,-334/286/594,-55/7/-974,#r_sy
r,8629,324487,98/69/26/89,75/0/0/0,420/2060/492/232,-65/-658/-98,0/0,1716/-390/-11564,-334/284/549,-55/8/-977,#r_sy
s,0,#r_sy
r,8630,324528,99/69/26/89,41/0/0/0,328/2060/487/229,-67/-657/-98,0/0,1624/-486/-11462,-317/263/531,-55/8/-979,#r_sy
r,8631,324566,99/69/26/89,27/0/0/0,316/2061/488/231,-68/-657/-98,0/0,1578/-530/-11508,-343/274/514,-55/8/-980,#r_sy
r,8632,324606,99/69/26/89,16/0/0/0,294/2059/489/230,-70/-657/-98,0/0,1658/-660/-11466,-324/271/469,-55/8/-981,#r_sy
r,8633,324639,99/69/26/89,19/0/0/0,277/2064/486/229,-70/-657/-98,0/0,1616/-768/-11506,-324/273/459,-55/8/-982,#r_sy
r,8634,324673,99/69/26/89,8/0/0/0,278/2057/484/228,-71/-657/-98,0/0,1614/-826/-11574,-332/281/447,-55/8/-982,#r_sy
r,8635,324708,99/69/26/89,0/0/0/0,250/2063/486/230,-71/-657/-98,0/0,1546/-862/-11628,-327/278/448,-55/8/-982,#r_sy
r,8636,324739,99/69/26/89,0/0/0/0,239/2059/487/227,-71/-657/-98,0/0,1508/-866/-11626,-323/277/453,-55/8/-982,#r_sy
r,8637,324778,99/69/26/89,0/0/0/0,234/2059/487/224,-71/-657/-98,0/0,1476/-870/-11688,-328/281/449,-55/8/-982,#r_sy
r,8638,324813,99/69/26/89,0/0/0/0,239/2060/483/231,-71/-657/-98,0/0,1426/-934/-11670,-329/278/449,-55/8/-982,#r_sy
r,8639,324847,99/69/26/89,0/0/0/0,237/2057/484/225,-71/-657/-98,0/0,1412/-972/-11702,-330/282/444,-55/8/-982,#r_sy
r,8640,324879,99/69/26/89,0/0/0/0,236/2058/487/223,-71/-657/-98,0/0,1374/-1012/-11690,-319/277/445,-55/8/-982,#r_sy
r,8641,324913,99/69/26/89,0/0/0/0,236/2061/484/232,-71/-657/-98,0/0,1360/-1000/-11740,-328/281/442,-55/8/-982,#r_sy
r,8642,324947,99/69/26/89,0/0/0/0,237/2056/484/225,-71/-657/-98,0/0,1308/-996/-11720,-327/277/447,-55/8/-982,#r_sy
r,8643,324979,99/69/26/89,0/0/0/0,237/2057/485/231,-71/-657/-98,0/0,1302/-1008/-11746,-329/277/445,-55/8/-982,#r_sy
r,8644,325014,99/69/26/89,0/0/0/0,238/2062/485/229,-71/-657/-98,0/0,1276/-1004/-11776,-333/278/445,-55/8/-982,#r_sy
r,8645,325047,99/69/26/89,0/0/0/0,236/2060/484/222,-71/-657/-98,0/0,1246/-1020/-11800,-337/279/444,-55/8/-982,#r_sy
r,8646,325079,99/69/26/89,0/0/0/0,235/2061/486/227,-71/-657/-98,0/0,1214/-1022/-11848,-345/282/447,-55/8/-982,#r_sy
r,8647,325113,99/69/26/89,0/0/0/0,238/2057/487/229,-71/-657/-98,0/0,1182/-1030/-11848,-342/279/450,-55/8/-982,#r_sy
r,8648,325147,99/69/26/89,0/0/0/0,233/2059/482/227,-71/-657/-98,0/0,1172/-1034/-11882,-350/282/448,-55/8/-982,#r_sy
r,8649,325181,99/69/26/89,0/0/0/0,238/2060/485/229,-71/-657/-98,0/0,1156/-1042/-11904,-353/281/450,-55/8/-982,#r_sy
r,8650,325214,99/69/26/89,0/0/0/0,236/2058/486/228,-71/-657/-98,0/0,1136/-1036/-11926,-357/283/449,-55/8/-982,#r_sy
r,8651,325247,99/69/26/89,0/0/0/0,240/2058/487/227,-71/-657/-98,0/0,1098/-1022/-11934,-357/280/455,-55/8/-982,#r_sy
r,8652,325280,99/69/26/89,0/0/0/0,236/2057/485/227,-71/-657/-98,0/0,1078/-1034/-11950,-357/278/455,-55/8/-982,#r_sy
r,8653,325315,99/69/26/89,0/0/0/0,235/2059/486/228,-71/-657/-98,0/0,1048/-1044/-11960,-356/277/457,-55/8/-982,#r_sy
r,8654,325348,99/69/26/89,0/0/0/0,234/2060/485/232,-71/-657/-98,0/0,1046/-1030/-11988,-359/278/459,-55/8/-982,#r_sy
r,8655,325381,99/69/26/89,0/0/0/0,236/2060/486/232,-71/-657/-98,0/0,1002/-972/-12022,-362/274/471,-55/8/-982,#r_sy
r,8656,325414,99/69/26/89,0/0/0/0,235/2061/485/232,-71/-657/-98,0/0,960/-876/-12014,-362/268/485,-55/8/-982,#r_sy
r,8657,325452,99/69/26/89,0/0/0/0,235/2058/486/226,-71/-657/-98,0/0,878/-790/-12002,-366/261/509,-55/8/-982,#r_sy
r,8658,325487,99/69/26/89,-7/0/0/0,-212/2060/489/227,-71/-657/-98,0/0,864/-662/-11970,-369/254/528,-55/8/-982,#r_sy
r,8659,325520,99/69/26/89,-9/0/0/0,-253/2058/489/229,-71/-657/-98,0/0,952/-536/-11892,-376/256/531,-55/8/-982,#r_sy
r,8660,325554,99/69/26/89,-16/0/0/0,-248/2057/486/231,-70/-657/-98,0/0,1070/-354/-11810,-379/254/533,-55/8/-981,#r_sy
r,8661,325588,99/69/26/89,-15/0/0/0,-273/2060/485/230,-69/-657/-98,0/0,1190/-184/-11710,-386/259/541,-55/8/-980,#r_sy
r,8662,325621,99/69/26/89,-20/0/0/0,-266/2060/485/228,-68/-657/-98,0/0,1320/-10/-11576,-402/268/545,-55/8/-980,#r_sy
r,8663,325654,99/69/26/89,-32/0/0/0,-271/2058/485/226,-67/-657/-98,0/0,1418/172/-11444,-406/267/551,-55/8/-979,#r_sy
r,8664,325688,98/69/26/89,-27/0/0/0,-273/2062/483/228,-66/-657/-98,0/0,1516/344/-11268,-400/258/559,-55/8/-978,#r_sy
r,8665,325720,98/69/26/89,-28/0/0/0,-308/2059/484/225,-66/-658/-98,0/0,1518/432/-11134,-387/244/566,-55/8/-977,#r_sy
r,8666,325754,98/69/26/89,-48/0/0/0,-280/2062/488/226,-65/-658/-98,0/0,1422/442/-11198,-400/244/590,-55/8/-976,#r_sy
r,8667,325788,98/69/26/89,-53/0/0/0,-299/2058/485/226,-63/-658/-98,0/0,1392/516/-11224,-424/251/606,-55/7/-975,#r_sy
r,8668,325821,98/69/26/89,-37/0/0/0,-318/2060/487/228,-62/-658/-98,0/0,1446/694/-11156,-434/251/617,-56/7/-974,#r_sy
r,8669,325855,98/69/26/89,-62/0/0/0,-314/2059/490/232,-60/-658/-98,0/0,1574/980/-10994,-445/250/619,-56/7/-972,#r_sy
r,8670,325889,98/69/26/89,-46/0/0/0,-325/2059/486/229,-59/-659/-98,0/0,1716/1208/-10882,-469/261/613,-56/7/-970,#r_sy
r,8671,325921,98/69/26/89,-56/0/0/0,-325/2061/484/232,-58/-659/-98,0/0,1782/1256/-10782,-464/259/616,-56/7/-969,#r_sy
r,8672,325955,97/69/26/89,-49/0/0/0,-364/2059/484/228,-56/-659/-98,0/0,1756/1150/-10784,-445/250/609,-56/7/-967,#r_sy
r,8673,325988,97/69/26/89,-61/0/0/0,-324/2060/486/227,-54/-659/-98,0/0,1676/1106/-10828,-459/254/628,-56/7/-965,#r_sy
r,8674,326021,97/69/26/89,-83/0/0/0,-351/2056/486/231,-53/-660/-98,0/0,1642/985/-10742,-435/242/609,-56/6/-964,#r_sy
r,8675,326056,97/69/26/89,-52/0/0/0,-357/2058/491/228,-50/-660/-98,0/0,1580/1034/-10694,-440/240/623,-56/6/-961,#r_sy
r,8676,326088,96/69/26/89,-83/0/0/0,-359/2058/484/226,-47/-660/-98,0/0,1570/1136/-10686,-453/243/627,-56/6/-958,#r_sy
r,8677,326121,96/69/26/89,-103/0/0/0,-390/2057/487/230,-45/-661/-98,0/0,1532/1240/-10650,-456/239/635,-56/6/-957,#r_sy
r,8678,326155,96/69/26/89,-99/0/0/0,-427/2062/488/228,-42/-661/-98,0/0,1512/1360/-10640,-478/243/647,-56/5/-953,#r_sy
r,8679,326188,96/69/26/89,-128/0/0/0,-427/2060/485/225,-38/-661/-98,0/0,1492/1280/-10642,-472/242/642,-56/5/-949,#r_sy
r,8680,326221,95/69/26/89,-117/0/0/0,-464/2062/487/231,-37/-662/-98,0/0,1466/1208/-10692,-475/243/633,-56/5/-947,#r_sy
r,8681,326255,95/69/26/89,-114/0/0/0,-436/2059/485/233,-33/-662/-98,0/0,1446/1092/-10766,-479/247/618,-56/4/-943,#r_sy
r,8682,326288,94/69/26/89,-141/0/0/0,-449/2062/487/233,-27/-662/-98,0/0,1388/1112/-10826,-496/255/630,-56/4/-939,#r_sy
r,8683,326321,94/69/26/89,-143/0/0/0,-467/2058/485/232,-26/-663/-98,0/0,1358/1104/-10658,-461/235/625,-56/4/-936,#r_sy
r,8684,326355,94/69/26/89,-136/0/0/0,-476/2057/487/229,-21/-663/-98,0/0,1286/1126/-10656,-480/241/636,-56/3/-931,#r_sy
r,8685,326389,93/69/26/89,-152/0/0/0,-464/2057/488/228,-15/-663/-98,0/0,1336/1016/-10652,-479/246/603,-56/3/-925,#r_sy
r,8686,326421,93/69/26/89,-117/0/0/0,-476/2060/487/227,-12/-664/-98,0/0,1300/947/-10620,-464/240/610,-56/2/-923,#r_sy
r,8687,326456,92/69/26/89,-165/0/0/0,-442/2058/484/227,-6/-664/-98,0/0,1334/904/-10634,-465/246/580,-56/2/-917,#r_sy
r,8688,326490,92/69/26/89,-167/0/0/0,-478/2061/488/228,0/-664/-98,0/0,1216/889/-10584,-441/230/606,-56/1/-910,#r_sy
s,0,#r_sy
r,8689,326522,91/69/26/89,-163/0/0/0,-488/2059/486/229,2/-664/-98,0/0,1234/776/-10716,-472/252/568,-56/1/-907,#r_sy
r,8690,326556,91/69/26/89,-157/0/0/0,-500/2059/486/229,8/-664/-98,0/0,1110/722/-10772,-472/248/592,-56/0/-901,#r_sy
r,8691,326590,90/69/26/89,-163/0/0/0,-506/2059/485/228,14/-664/-98,0/0,1188/658/-10720,-452/243/549,-56/0/-894,#r_sy
r,8692,326622,90/69/26/89,-183/0/0/0,-485/2058/484/229,17/-664/-98,0/0,1084/634/-10740,-464/249/546,-56/0/-891,#r_sy
r,8693,326656,89/69/26/89,-158/0/0/0,-485/2058/484/228,24/-664/-98,0/0,906/542/-10896,-494/262/569,-56/0/-884,#r_sy
r,8694,326690,88/69/26/89,-194/0/0/0,-507/2062/487/223,31/-664/-98,0/0,932/426/-10894,-472/256/529,-56/-1/-877,#r_sy
r,8695,326722,88/69/26/89,-166/0/0/0,-516/2056/485/227,34/-664/-98,0/0,764/372/-10812,-445/235/555,-56/-1/-874,#r_sy
r,8696,326756,87/69/26/89,-166/0/0/0,-540/2060/484/229,42/-663/-98,0/0,734/336/-11008,-490/259/547,-56/-2/-867,#r_sy
r,8697,326790,87/69/26/89,-180/0/0/0,-530/2058/489/230,48/-663/-98,0/0,672/228/-10894,-448/237/540,-56/-3/-859,#r_sy
r,8698,326822,86/69/26/89,-190/0/0/0,-508/2059/484/229,52/-663/-98,0/0,716/196/-10964,-458/245/514,-56/-3/-855,#r_sy
r,8699,326856,85/69/26/89,-194/0/0/0,-512/2057/484/228,59/-662/-98,0/0,532/164/-11068,-464/241/555,-56/-4/-848,#r_sy
r,8700,326895,85/69/26/89,-223/0/0/0,-553/2060/484/230,67/-661/-98,0/0,648/174/-11016,-454/241/508,-56/-5/-840,#r_sy
r,8701,326934,84/69/26/89,-185/0/0/0,-522/2062/486/229,75/-660/-98,0/0,542/172/-11052,-453/233/531,-56/-6/-832,#r_sy
r,8702,326970,83/69/26/89,-204/0/0/0,-541/2062/488/227,83/-659/-98,0/0,594/264/-11140,-473/244/518,-56/-6/-824,#r_sy
r,8703,327002,83/69/26/89,-183/0/0/0,-524/2059/487/229,86/-658/-98,0/0,602/274/-11040,-440/226/512,-56/-7/-820,#r_sy
r,8704,327036,82/69/26/89,-188/0/0/0,-537/2059/489/227,95/-657/-98,0/0,502/360/-11230,-477/240/546,-55/-8/-812,#r_sy
r,8705,327070,81/69/26/89,-230/0/0/0,-540/2055/485/231,103/-655/-98,0/0,534/298/-11176,-447/226/522,-55/-8/-803,#r_sy
r,8706,327103,80/69/26/89,-244/0/0/0,-570/2058/487/229,108/-654/-98,0/0,506/282/-11120,-436/216/533,-55/-9/-799,#r_sy
r,8707,327138,80/69/26/89,-251/0/0/0,-552/2062/484/227,116/-653/-98,0/0,484/364/-11224,-464/231/537,-55/-10/-790,#r_sy
r,8708,327171,79/69/26/89,-208/0/0/0,-549/2059/482/232,125/-651/-98,0/0,558/344/-11038,-426/213/520,-55/-11/-781,#r_sy
r,8709,327203,78/69/26/89,-237/0/0/0,-535/2060/486/233,130/-650/-98,0/0,454/416/-11162,-448/218/559,-55/-11/-776,#r_sy
r,8710,327237,77/69/26/89,-272/0/0/0,-562/2058/482/230,138/-647/-98,0/0,608/464/-11134,-455/228/520,-55/-12/-767,#r_sy
