r,sequence,timestamp,deg,deg/sec,mA,endpoint,grip/rotation,torque,force,ori,#r_sy
r,8349,313776,-10/69/26/59,0/0/0/-238,182/1992/412/-545,497/281/-110,0/0,2088/1152/-12744,-453/221/436,9/-49/422,#r_sy
r,8350,313816,-10/69/26/58,0/0/0/-245,406/1992/412/-561,494/285/-110,0/0,2082/1118/-12800,-452/222/425,9/-49/431,#r_sy
r,8351,313850,-10/69/26/57,3/0/0/-275,630/1991/410/-540,491/289/-110,0/0,2040/1072/-12786,-456/224/423,9/-49/441,#r_sy
r,8352,313882,-10/69/26/57,5/0/0/-236,637/1991/412/-576,490/291/-110,0/0,2032/1008/-12824,-458/226/408,9/-49/446,#r_sy
r,8353,313917,-10/69/26/56,1/0/0/-249,639/1989/416/-565,486/294/-111,0/0,2000/950/-12814,-449/224/405,9/-49/456,#r_sy
r,8354,313956,-10/69/26/54,0/0/0/-253,640/1991/408/-581,483/298/-111,0/0,2034/908/-12875,-467/237/391,9/-49/466,#r_sy
r,8355,313997,-10/69/26/53,-1/0/0/-230,413/1988/412/-564,479/302/-111,0/0,2024/874/-12850,-453/232/384,9/-49/476,#r_sy
r,8356,314038,-10/69/26/52,-2/0/0/-265,400/1993/413/-560,475/306/-111,0/0,2058/882/-12867,-457/237/373,9/-49/487,#r_sy
r,8357,314078,-10/69/26/51,-1/0/0/-282,404/1929/410/-560,472/310/-112,0/0,2010/834/-12884,-441/230/372,9/-49/497,#r_sy
r,8358,314117,-10/69/26/50,0/0/0/-247,616/1921/348/-584,468/314/-112,0/0,1990/786/-12936,-440/230/365,9/-49/508,#r_sy
r,8359,314157,-10/69/26/49,0/0/0/-242,623/1922/345/-578,464/317/-112,0/0,2010/728/-12966,-433/229/353,9/-49/519,#r_sy
r,8360,314197,-10/69/26/48,0/0/0/-289,623/1925/342/-573,460/321/-113,0/0,1918/676/-12998,-415/218/364,9/-49/529,#r_sy
r,8361,314238,-10/69/26/47,0/0/0/-248,629/1922/342/-597,456/325/-113,0/0,1966/640/-13056,-411/219/341,9/-49/540,#r_sy
r,8362,314277,-10/69/26/46,0/0/0/-269,641/1924/346/-575,452/328/-114,0/0,1898/622/-13044,-391/207/356,9/-49/551,#r_sy
r,8363,314317,-10/69/26/45,0/0/0/-299,420/1924/341/-579,447/332/-114,0/0,1944/552/-13058,-395/212/340,9/-49/562,#r_sy
r,8364,314358,-10/69/26/44,0/0/0/-308,188/1927/346/-588,443/335/-114,0/0,1898/452/-13080,-384/206/333,9/-49/573,#r_sy
r,8365,314398,-10/69/26/43,0/0/0/-299,194/1924/344/-594,438/339/-115,0/0,1902/417/-13128,-386/209/330,9/-49/585,#r_sy
r,8366,314438,-10/69/26/41,0/0/0/-266,196/1923/343/-585,434/342/-115,0/0,1882/384/-13120,-378/205/322,9/-49/596,#r_sy
r,8367,314476,-10/69/26/40,-1/0/0/-273,193/1925/343/-566,430/345/-116,0/0,1862/350/-13125,-371/201/315,9/-49/607,#r_sy
r,8368,314510,-10/69/26/39,0/0/0/-297,188/1860/344/-590,425/348/-116,0/0,1837/308/-13142,-369/201/312,9/-49/618,#r_sy
s,0,#r_sy
r,8369,314543,-10/69/26/39,1/0/0/-267,404/1856/278/-598,422/349/-116,0/0,1804/246/-13148,-361/197/310,9/-49/624,#r_sy
r,8370,314578,-10/69/26/38,3/0/0/-251,622/1855/278/-579,418/352/-117,0/0,1770/226/-13130,-357/196/312,9/-49/635,#r_sy
r,8371,314615,-10/69/26/36,5/0/0/-294,622/1854/275/-564,413/355/-117,0/0,1806/211/-13128,-340/188/298,9/-49/646,#r_sy
r,8372,314650,-10/69/26/35,10/0/0/-289,591/1858/276/-578,409/357/-117,0/0,1784/176/-13044,-314/175/302,9/-49/657,#r_sy
r,8373,314690,-10/69/26/34,13/0/0/-259,589/1861/279/-592,404/359/-118,0/0,1829/94/-13052,-311/176/286,9/-49/668,#r_sy
r,8374,314730,-10/69/26/33,14/0/0/-266,527/1855/278/-578,399/361/-118,0/0,1768/42/-13012,-307/173/298,9/-49/678,#r_sy
r,8375,314770,-10/69/26/32,16/0/0/-302,509/1855/278/-587,395/363/-119,0/0,1782/-36/-12975,-296/169/288,9/-49/688,#r_sy
r,8376,314811,-10/69/26/31,8/0/0/-259,522/1860/278/-580,390/365/-119,0/0,1742/-86/-12975,-300/170/288,9/-49/699,#r_sy
r,8377,314851,-10/69/26/30,4/0/0/-294,532/1856/277/-570,386/367/-120,0/0,1658/-122/-13002,-301/168/302,9/-49/709,#r_sy
r,8378,314890,-10/69/26/29,1/0/0/-263,539/1790/205/-584,381/369/-120,0/0,1684/-134/-12996,-297/164/298,9/-49/720,#r_sy
r,8379,314930,-10/69/26/28,2/0/0/-292,541/1791/203/-577,376/370/-121,0/0,1708/-126/-12962,-280/156/300,9/-49/731,#r_sy
r,8380,314970,-10/69/26/27,0/0/0/-282,541/1789/204/-596,371/372/-121,0/0,1779/-140/-12924,-267/151/294,9/-49/742,#r_sy
r,8381,315011,-10/69/26/26,1/0/0/-260,535/1788/201/-586,366/373/-122,0/0,1818/-224/-12980,-272/157/283,9/-49/752,#r_sy
r,8382,315051,-10/69/26/25,1/0/0/-274,525/1791/205/-596,362/375/-122,0/0,1892/-264/-13020,-276/168/261,9/-49/763,#r_sy
r,8383,315084,-10/69/26/24,2/0/0/-257,534/1789/201/-581,360/376/-122,0/0,2029/-332/-13046,-296/188/221,9/-49/768,#r_sy
r,8384,315125,-10/69/26/23,0/0/0/-230,525/1789/200/-582,354/377/-123,0/0,2042/-360/-13036,-300/195/210,9/-49/778,#r_sy
r,8385,315165,-10/69/26/22,0/0/0/-229,366/1789/203/-587,350/378/-123,0/0,2044/-390/-13080,-311/205/201,9/-49/788,#r_sy
r,8386,315203,-10/69/26/21,0/0/0/-275,160/1789/202/-573,345/379/-124,0/0,2037/-436/-13146,-322/217/191,9/-49/798,#r_sy
r,8387,315239,-10/69/26/20,0/0/0/-230,153/1741/200/-587,341/380/-124,0/0,2058/-467/-13142,-323/221/180,9/-49/808,#r_sy
r,8388,315272,-10/69/26/19,2/0/0/-245,235/1716/134/-577,337/381/-125,0/0,2164/-478/-13139,-329/234/156,9/-49/817,#r_sy
r,8389,315304,-10/69/26/19,-1/0/0/-232,199/1717/137/-576,334/381/-125,0/0,2236/-526/-13098,-329/238/130,9/-49/822,#r_sy
r,8390,315338,-10/69/26/18,-1/0/0/-223,162/1711/133/-590,330/382/-125,0/0,2194/-518/-13114,-328/241/137,9/-49/831,#r_sy
r,8391,315371,-10/69/26/17,0/0/0/-233,350/1714/135/-565,327/382/-126,0/0,2246/-582/-13214,-353/260/104,9/-49/839,#r_sy
r,8392,315404,-10/69/26/16,1/0/0/-190,378/1713/134/-566,325/382/-126,0/0,2152/-584/-13194,-349/256/122,9/-49/843,#r_sy
r,8393,315438,-10/69/26/16,1/0/0/-200,238/1718/136/-538,321/383/-126,0/0,2290/-668/-13208,-349/265/73,9/-49/851,#r_sy
r,8394,315472,-10/69/26/15,0/0/0/-169,380/1714/133/-559,317/383/-126,0/0,2268/-630/-13184,-348/264/81,9/-49/858,#r_sy
r,8395,315504,-10/69/26/15,0/0/0/-168,437/1713/138/-548,316/383/-127,0/0,2276/-642/-13182,-345/262/73,9/-49/862,#r_sy
r,8396,315538,-10/69/26/14,-1/0/0/-147,125/1712/134/-532,313/383/-127,0/0,2268/-656/-13217,-338/261/69,9/-49/868,#r_sy
r,8397,315572,-10/69/26/13,0/0/0/-173,337/1714/131/-508,310/384/-127,0/0,2200/-678/-13220,-340/259/79,9/-49/874,#r_sy
r,8398,315604,-10/69/26/13,5/0/0/-133,524/1713/134/-525,309/384/-127,0/0,2202/-722/-13206,-337/257/72,9/-49/877,#r_sy
r,8399,315638,-10/69/26/13,8/0/0/-115,491/1714/137/-487,306/384/-128,0/0,2186/-730/-13172,-325/252/73,9/-49/882,#r_sy
r,8400,315671,-10/69/26/12,13/0/0/-92,467/1712/134/-486,304/383/-128,0/0,2210/-700/-13192,-328/254/75,9/-49/887,#r_sy
r,8401,315704,-10/69/26/12,12/0/0/-121,455/1713/134/-457,303/383/-128,0/0,2218/-684/-13180,-328/253/75,9/-49/889,#r_sy
r,8402,315740,-10/69/26/11,16/0/0/-70,426/1644/134/-481,302/383/-128,0/0,2180/-708/-13167,-330/252/73,9/-49/892,#r_sy
r,8403,315780,-10/69/26/11,15/0/0/-88,432/1648/70/-443,300/383/-128,0/0,2118/-728/-13180,-339/255/80,9/-49/895,#r_sy
r,8404,315820,-10/69/26/11,7/0/0/-74,387/1647/68/-404,299/382/-128,0/0,2076/-754/-13210,-342/256/83,9/-49/897,#r_sy
r,8405,315860,-10/69/26/11,10/0/0/-40,398/1645/68/-361,299/382/-129,0/0,2018/-762/-13228,-340/251/97,9/-49/899,#r_sy
r,8406,315900,-10/69/26/10,2/0/0/-30,413/1646/71/-351,298/382/-129,0/0,2029/-778/-13189,-328/243/103,9/-49/900,#r_sy
r,8407,315940,-10/69/26/10,0/0/0/-20,420/1649/68/-285,298/382/-129,0/0,2010/-778/-13142,-324/237/116,9/-49/900,#r_sy
r,8408,315980,-10/69/26/10,0/0/0/1,52/1649/65/-259,298/382/-129,0/0,2044/-776/-13082,-317/232/120,9/-49/901,#r_sy
r,8409,316021,-10/69/26/10,0/0/0/7,-36/1646/66/242,298/382/-129,0/0,2110/-812/-12970,-301/222/114,9/-49/900,#r_sy
r,8410,316060,-10/69/26/10,0/0/0/20,-33/1647/69/249,298/382/-129,0/0,2176/-818/-12858,-287/212/113,9/-49/900,#r_sy
r,8411,316100,-10/69/26/11,0/0/0/20,194/1647/70/259,299/382/-129,0/0,2190/-788/-12764,-271/198/132,9/-49/899,#r_sy
r,8412,316140,-10/69/26/11,0/0/0/38,195/1646/66/259,299/382/-129,0/0,2140/-782/-12690,-268/188/157,9/-49/898,#r_sy
r,8413,316180,-10/69/26/11,0/0/0/26,191/1649/70/297,299/382/-128,0/0,2026/-784/-12588,-254/172/189,9/-49/897,#r_sy
r,8414,316220,-10/69/26/11,0/0/0/30,191/1646/64/290,300/382/-128,0/0,1968/-826/-12540,-245/161/211,9/-49/896,#r_sy
r,8415,316260,-10/69/26/11,0/0/0/27,191/1649/69/293,300/382/-128,0/0,1921/-843/-12490,-238/156/230,9/-49/894,#r_sy
r,8416,316300,-10/69/26/11,0/0/0/40,191/1647/68/335,301/382/-128,0/0,1979/-889/-12442,-244/163/210,9/-49/893,#r_sy
r,8417,316341,-10/69/26/11,0/0/0/57,189/1646/67/286,302/382/-128,0/0,1976/-904/-12324,-232/157/210,9/-49/891,#r_sy
r,8418,316380,-10/69/26/11,0/0/0/46,189/1646/65/389,303/382/-128,0/0,2044/-960/-12306,-248/173/180,9/-49/890,#r_sy
r,8419,316414,-10/69/26/12,0/0/0/48,193/1643/65/324,304/382/-128,0/0,2088/-962/-12276,-248/177/173,9/-49/888,#r_sy
r,8420,316446,-10/69/26/12,0/0/0/68,187/1648/129/348,305/382/-128,0/0,2202/-1022/-12232,-245/183/136,9/-49/886,#r_sy
r,8421,316481,-10/69/26/12,0/0/0/75,194/1708/135/347,305/382/-128,0/0,2278/-1016/-12194,-243/188/127,9/-49/884,#r_sy
s,0,#r_sy
r,8422,316521,-10/69/26/12,0/0/0/50,189/1714/131/343,307/382/-128,0/0,2296/-996/-12174,-243/189/129,9/-49/881,#r_sy
r,8423,316561,-10/69/26/13,0/0/0/74,188/1715/133/350,308/382/-128,0/0,2390/-1008/-12178,-246/193/110,9/-49/878,#r_sy
r,8424,316601,-10/69/26/13,0/0/0/117,188/1710/135/378,310/382/-127,0/0,2410/-1032/-12114,-239/188/112,9/-49/875,#r_sy
r,8425,316641,-10/69/26/13,0/0/0/114,188/1715/135/434,311/382/-127,0/0,2482/-1022/-12038,-235/184/104,9/-49/871,#r_sy
r,8426,316681,-10/69/26/14,0/0/0/127,187/1712/133/414,314/381/-127,0/0,2414/-935/-11992,-242/185/130,9/-49/867,#r_sy
r,8427,316721,-10/69/26/14,0/0/0/127,189/1712/136/395,316/381/-127,0/0,2368/-888/-11960,-239/181/151,9/-49/862,#r_sy
r,8428,316761,-10/69/26/15,0/0/0/115,188/1718/135/471,318/381/-127,0/0,2360/-958/-11988,-232/175/157,9/-49/857,#r_sy
r,8429,316801,-10/69/26/15,0/0/0/160,185/1714/134/484,321/381/-126,0/0,2332/-1014/-12052,-247/183/168,9/-49/851,#r_sy
r,8430,316841,-10/69/26/16,0/0/0/160,186/1714/136/485,324/381/-126,0/0,2298/-1052/-12090,-246/183/176,9/-49/845,#r_sy
r,8431,316881,-10/69/26/17,0/0/0/180,192/1711/135/472,327/380/-126,0/0,2322/-1052/-12106,-253/186/178,9/-49/839,#r_sy
r,8432,316921,-10/69/26/17,0/0/0/159,190/1715/136/477,330/380/-125,0/0,2374/-1040/-12070,-244/178/173,9/-49/832,#r_sy
r,8433,316961,-10/69/26/18,0/0/0/195,186/1711/132/490,333/379/-125,0/0,2368/-1026/-12056,-247/179/181,9/-49/825,#r_sy
r,8434,317000,-10/69/26/19,0/0/0/185,189/1713/133/513,337/379/-125,0/0,2318/-984/-12006,-248/171/197,9/-49/818,#r_sy
r,8435,317043,-10/69/26/19,0/0/0/188,186/1711/134/507,340/378/-124,0/0,2332/-954/-11950,-228/157/214,9/-49/810,#r_sy
r,8436,317082,-10/69/26/20,0/0/0/182,196/1714/136/527,344/377/-124,0/0,2346/-962/-11960,-218/149/223,9/-49/802,#r_sy
r,8437,317122,-10/69/26/21,0/0/0/191,189/1782/199/526,348/377/-124,0/0,2314/-989/-12058,-230/157/230,9/-49/794,#r_sy
r,8438,317162,-10/69/26/22,0/0/0/206,188/1790/203/521,352/376/-123,0/0,2262/-1026/-12144,-248/166/236,9/-49/785,#r_sy
r,8439,317202,-10/69/26/23,0/0/0/237,189/1790/204/531,356/375/-123,0/0,2222/-1026/-12144,-245/162/240,9/-49/776,#r_sy
r,8440,317242,-10/69/26/24,0/0/0/209,191/1788/201/555,360/373/-122,0/0,2260/-982/-12216,-259/171/241,9/-49/767,#r_sy
r,8441,317282,-10/69/26/25,0/0/0/235,193/1789/202/542,365/372/-122,0/0,2250/-952/-12250,-255/171/247,9/-49/757,#r_sy
r,8442,317322,-10/69/26/26,0/0/0/277,183/1790/203/552,369/371/-122,0/0,2276/-958/-12234,-260/175/246,9/-49/747,#r_sy
r,8443,317362,-10/69/26/27,0/0/0/284,187/1791/199/551,374/369/-121,0/0,2288/-968/-12220,-246/166/245,9/-49/737,#r_sy
r,8444,317402,-10/69/26/28,0/0/0/282,191/1793/202/565,378/368/-121,0/0,2282/-942/-12156,-234/158/246,9/-49/727,#r_sy
r,8445,317442,-10/69/26/29,0/0/0/283,189/1789/203/566,383/366/-120,0/0,2198/-874/-12122,-220/146/258,9/-49/716,#r_sy
r,8446,317483,-10/69/26/30,0/0/0/264,189/1789/204/588,388/364/-120,0/0,2122/-834/-12116,-218/143/270,9/-49/705,#r_sy
r,8447,317523,-10/69/26/31,0/0/0/308,191/1856/276/568,393/362/-119,0/0,2130/-839/-12190,-233/154/261,9/-49/694,#r_sy
r,8448,317562,-10/69/26/32,0/0/0/280,193/1853/277/577,398/359/-119,0/0,2132/-856/-12244,-236/160/260,9/-49/682,#r_sy
r,8449,317602,-10/69/26/33,0/0/0/289,188/1860/275/578,403/357/-118,0/0,2112/-842/-12288,-254/171/271,9/-49/671,#r_sy
r,8450,317641,-10/69/26/35,0/0/0/303,185/1853/274/577,409/354/-118,0/0,2110/-808/-12330,-267/179/266,9/-49/658,#r_sy
r,8451,317683,-10/69/26/36,0/0/0/307,189/1858/276/587,414/351/-117,0/0,2130/-790/-12332,-271/184/265,9/-49/646,#r_sy
r,8452,317723,-10/69/26/37,0/0/0/317,189/1859/275/587,420/348/-117,0/0,2188/-778/-12322,-271/186/258,9/-49/633,#r_sy
r,8453,317763,-10/69/26/38,0/0/0/327,193/1858/275/597,425/345/-116,0/0,2206/-754/-12366,-285/196/257,9/-49/620,#r_sy
r,8454,317804,-10/69/26/40,0/0/0/332,187/1857/279/580,430/341/-116,0/0,2212/-756/-12374,-283/196/259,9/-49/607,#r_sy
r,8455,317843,-10/69/26/41,0/0/0/336,192/1924/343/611,436/337/-115,0/0,2228/-728/-12370,-274/191/266,9/-49/594,#r_sy
r,8456,317884,-10/69/26/42,0/0/0/346,188/1921/342/601,441/333/-115,0/0,2264/-742/-12372,-262/184/267,9/-49/580,#r_sy
r,8457,317923,-10/69/26/44,0/0/0/357,188/1921/343/593,447/329/-114,0/0,2274/-690/-12404,-261/183/280,9/-49/566,#r_sy
r,8458,317963,-10/69/26/45,0/0/0/360,192/1927/340/601,452/325/-114,0/0,2236/-684/-12462,-268/183/302,9/-49/552,#r_sy
r,8459,318003,-10/69/26/47,0/0/0/354,190/1924/339/603,458/320/-113,0/0,2228/-682/-12480,-268/181/313,9/-49/537,#r_sy
r,8460,318043,-10/69/26/48,0/0/0/357,191/1924/343/605,463/315/-113,0/0,2178/-654/-12570,-276/180/341,9/-49/523,#r_sy
r,8461,318084,-10/69/26/50,0/0/0/367,187/1928/345/603,469/310/-112,0/0,2168/-640/-12636,-281/180/353,9/-49/508,#r_sy
r,8462,318123,-10/69/26/51,0/0/0/377,188/1926/344/603,474/305/-112,0/0,2110/-632/-12736,-297/190/361,9/-49/493,#r_sy
r,8463,318164,-10/69/26/53,0/0/0/384,185/1923/411/612,479/299/-111,0/0,2116/-632/-12848,-314/203/353,9/-49/479,#r_sy
r,8464,318203,-10/69/26/54,0/0/0/373,185/1991/415/610,484/294/-111,0/0,2138/-622/-12924,-327/213/349,9/-49/464,#r_sy
r,8465,318242,-10/69/26/56,0/0/0/367,191/1992/415/613,489/288/-111,0/0,2168/-618/-12972,-339/223/341,9/-49/449,#r_sy
r,8466,318276,-10/69/26/57,0/0/0/375,191/1989/414/622,494/282/-110,0/0,2202/-568/-12962,-340/225/342,9/-49/434,#r_sy
r,8467,318309,-10/69/26/58,0/0/0/372,191/1993/413/607,496/279/-110,0/0,2238/-516/-12978,-341/228/341,9/-49/426,#r_sy
r,8468,318343,-10/69/26/59,0/0/0/381,190/1988/413/615,502/272/-110,0/0,2278/-490/-12934,-327/222/349,9/-49/411,#r_sy
r,8469,318376,-10/69/26/61,0/0/0/371,184/1992/411/613,506/266/-109,0/0,2368/-454/-12886,-321/221/345,9/-49/395,#r_sy
r,8470,318410,-10/69/26/62,0/0/0/377,192/1991/413/616,508/262/-109,0/0,2408/-376/-12816,-317/220/356,9/-49/388,#r_sy
r,8471,318443,-10/69/26/63,0/0/0/378,186/1993/413/609,513/256/-109,0/0,2422/-310/-12712,-320/220/353,9/-49/372,#r_sy
r,8472,318476,-10/69/26/65,0/0/0/392,189/1992/414/606,517/249/-108,0/0,2450/-314/-12622,-310/217/361,9/-49/357,#r_sy
s,0,#r_sy
r,8473,318509,-10/69/26/66,0/0/0/378,184/1990/413/627,519/245/-108,0/0,2412/-230/-12592,-321/220/373,9/-49/349,#r_sy
r,8474,318543,-10/69/26/67,0/0/0/381,193/1990/415/617,523/238/-108,0/0,2378/-202/-12566,-324/221/382,9/-49/334,#r_sy
r,8475,318576,-10/69/26/69,0/0/0/392,183/1989/415/623,527/231/-108,0/0,2372/-172/-12538,-330/225/389,9/-49/318,#r_sy
r,8476,318610,-10/69/26/69,0/0/0/390,190/1991/464/614,529/227/-107,0/0,2366/-104/-12526,-329/222/406,9/-49/310,#r_sy
r,8477,318643,-10/69/26/71,0/0/0/384,186/2059/483/620,533/219/-107,0/0,2418/-36/-12508,-331/223/408,9/-49/295,#r_sy
r,8478,318676,-10/69/26/72,0/0/0/390,185/2060/485/607,536/212/-107,0/0,2400/32/-12548,-332/223/420,9/-49/280,#r_sy
r,8479,318709,-10/69/26/73,0/0/0/385,191/2059/484/632,538/208/-107,0/0,2370/68/-12620,-342/227/427,9/-49/272,#r_sy
r,8480,318743,-10/69/26/75,0/0/0/383,190/2060/485/616,541/200/-107,0/0,2356/100/-12666,-338/221/456,9/-49/257,#r_sy
r,8481,318777,-10/69/26/76,0/0/0/372,190/2060/489/626,544/193/-106,0/0,2396/117/-12724,-348/227/463,9/-49/242,#r_sy
r,8482,318809,-10/69/26/77,0/0/0/377,186/2061/486/616,545/189/-106,0/0,2404/130/-12714,-339/223/469,9/-49/234,#r_sy
r,8483,318843,-10/69/26/79,0/0/0/370,188/2058/483/617,548/181/-106,0/0,2456/144/-12762,-345/229/472,9/-49/219,#r_sy
r,8484,318877,-10/69/26/80,0/0/0/360,185/2063/485/616,551/174/-106,0/0,2432/194/-12800,-352/228/497,9/-49/204,#r_sy
r,8485,318916,-10/69/26/82,0/0/0/365,191/2062/485/622,553/166/-106,0/0,2436/256/-12875,-347/223/524,9/-49/189,#r_sy
r,8486,318957,-10/69/26/83,0/0/0/348,185/2060/490/628,556/158/-106,0/0,2402/278/-12903,-331/209/566,9/-49/175,#r_sy
r,8487,318997,-10/69/26/84,0/0/0/345,186/2058/489/627,557/151/-106,0/0,2374/274/-13025,-308/190/597,9/-49/161,#r_sy
r,8488,319036,-10/69/26/86,0/0/0/331,191/2062/488/613,559/143/-106,0/0,2474/312/-13144,-305/189/622,9/-49/148,#r_sy
r,8489,319076,-10/69/26/87,0/0/0/310,188/2059/484/619,561/136/-106,0/0,2516/342/-13220,-298/189/637,9/-49/135,#r_sy
r,8490,319116,-10/69/26/88,0/0/0/311,191/2060/482/606,562/130/-106,0/0,2562/354/-13198,-298/193/628,9/-49/122,#r_sy
r,8491,319157,-10/69/26/89,0/0/0/313,187/2058/486/606,563/123/-106,0/0,2530/356/-13196,-279/181/659,9/-49/110,#r_sy
r,8492,319196,-10/69/26/90,0/0/0/297,188/2061/486/-596,564/116/-106,0/0,2598/408/-13256,-288/192/663,9/-49/98,#r_sy
r,8493,319236,-10/69/26/90,0/0/0/179,186/2059/488/-1257,564/112/-106,0/0,2842/268/-13246,-293/209/561,9/-49/89,#r_sy
r,8494,319276,-10/69/26/90,0/0/0/62,190/2060/482/-1133,565/110/-106,0/0,2760/252/-13212,-276/198/589,9/-49/86,#r_sy
r,8495,319317,-10/69/26/90,0/0/0/-16,190/2059/484/-554,565/109/-106,0/0,2828/358/-13330,-292/213/565,9/-49/85,#r_sy
r,8496,319350,-10/69/26/90,0/0/0/-20,190/2060/486/-723,565/110/-106,0/0,2662/326/-13386,-311/224/585,9/-49/86,#r_sy
r,8497,319384,-10/69/26/90,0/0/0/-86,185/2057/489/-644,565/111/-106,0/0,2678/270/-13442,-340/247/525,9/-49/87,#r_sy
r,8498,319419,-10/69/26/90,1/0/0/-73,409/2057/487/-501,564/112/-106,0/0,2708/482/-13278,-327/244/506,9/-49/90,#r_sy
r,8499,319459,-10/69/26/90,8/0/0/-65,417/2058/485/-387,564/114/-106,0/0,2848/598/-13206,-326/254/440,9/-49/93,#r_sy
r,8500,319497,-10/69/26/90,19/0/0/-94,358/2057/487/-395,564/115/-106,0/0,2866/678/-13124,-332/265/396,9/-49/96,#r_sy
r,8501,319537,-10/69/26/90,23/0/0/-67,291/2060/488/-419,564/115/-106,0/0,2918/714/-13058,-358/287/339,8/-49/98,#r_sy
r,8502,319577,-10/69/26/90,22/0/0/-48,261/2058/486/-411,564/116/-106,0/0,2990/750/-12884,-350/290/292,8/-49/100,#r_sy
r,8503,319611,-10/69/26/90,47/0/0/-73,297/2055/486/-388,564/116/-106,0/0,3124/822/-12740,-358/303/243,8/-49/101,#r_sy
r,8504,319651,-10/69/26/90,50/0/0/-44,272/2059/487/-369,564/116/-106,0/0,3114/822/-12644,-365/308/226,8/-49/102,#r_sy
r,8505,319691,-10/69/26/90,50/0/0/-48,333/2059/487/-360,564/115/-106,0/0,3080/772/-12568,-379/320/216,8/-49/102,#r_sy
r,8506,319732,-10/69/26/89,87/0/0/-42,337/2060/488/-345,564/113/-106,0/0,3050/754/-12478,-381/322/213,8/-49/101,#r_sy
r,8507,319771,-9/69/26/89,54/0/0/-23,350/2059/487/-318,565/111/-106,0/0,3178/822/-12302,-367/318/192,8/-49/100,#r_sy
r,8508,319812,-9/69/26/89,98/0/0/-16,375/2063/486/-280,565/107/-106,0/0,3216/818/-12192,-356/313/187,7/-49/97,#r_sy
r,8509,319851,-9/69/26/89,74/4/0/0,410/2285/487/-252,566/103/-106,0/0,3184/786/-12152,-378/323/195,7/-49/93,#r_sy
r,8510,319891,-8/69/26/89,137/10/0/0,422/2298/487/-245,567/98/-105,0/0,3070/668/-12072,-373/315/204,7/-50/89,#r_sy
r,8511,319925,-8/69/26/89,136/11/0/0,458/2316/483/-243,567/92/-105,0/0,2992/656/-11910,-353/299/212,6/-50/84,#r_sy
r,8512,319960,-7/69/26/89,157/12/0/0,425/2338/482/-243,568/86/-104,0/0,3008/614/-11808,-356/299/190,6/-51/78,#r_sy
r,8513,319991,-7/69/26/89,144/26/0/0,471/2317/485/-240,568/82/-104,0/0,2830/556/-11814,-382/305/219,6/-51/75,#r_sy
r,8514,320026,-6/69/26/89,172/27/0/0,468/2354/488/-243,569/75/-103,0/0,2688/454/-11800,-395/309/220,5/-52/69,#r_sy
r,8515,320059,-6/69/26/89,140/16/0/0,462/2352/484/-245,570/68/-102,0/0,2490/360/-11716,-392/299/244,5/-53/63,#r_sy
r,8516,320091,-5/69/26/89,180/19/0/0,457/2333/484/-244,571/64/-101,0/0,2524/274/-11656,-399/303/204,4/-53/59,#r_sy
r,8517,320125,-4/69/26/89,168/17/0/0,479/2365/488/-241,572/56/-100,0/0,2294/202/-11604,-395/293/241,4/-54/52,#r_sy
r,8518,320161,-4/69/26/89,181/20/0/0,526/2334/487/-240,572/47/-99,0/0,2182/128/-11706,-419/304/246,3/-55/44,#r_sy
r,8519,320192,-3/69/26/89,179/16/0/0,529/2350/485/-244,573/42/-99,0/0,2076/26/-11740,-423/304/241,3/-55/40,#r_sy
r,8520,320231,-3/69/26/89,191/13/0/0,532/2323/486/-242,573/33/-99,0/0,1968/-32/-11732,-419/298/255,2/-56/32,#r_sy
r,8521,320272,-2/69/26/89,227/4/0/0,542/2329/482/-242,573/24/-98,0/0,1966/-64/-11734,-419/300/238,1/-56/24,#r_sy
r,8522,320312,-1/69/26/89,231/0/0/0,546/2155/489/-242,573/14/-98,0/0,1812/-105/-11834,-437/306/274,0/-56/16,#r_sy
r,8523,320353,0/69/26/89,241/0/0/0,541/2059/484/-244,573/4/-98,0/0,1870/-186/-11792,-428/305/239,0/-56/7,#r_sy
r,8524,320392,1/69/26/89,238/0/0/0,581/2058/488/-242,573/-5/-98,0/0,1787/-190/-11772,-427/301/263,0/-56/-1,#r_sy
r,8525,320426,2/69/26/89,235/0/0/0,526/2062/486/-245,573/-16/-98,0/0,1864/-208/-11692,-412/295/242,-1/-56/-10,#r_sy
r,8526,320460,3/69/26/89,251/0/0/0,553/2059/482/-244,573/-27/-98,0/0,1806/-220/-11678,-412/291/262,-2/-56/-19,#r_sy
r,8527,320492,3/69/26/89,237/0/0/0,563/2059/490/-244,573/-32/-98,0/0,1732/-276/-11688,-414/292/279,-3/-56/-24,#r_sy
s,0,#r_sy
r,8528,320527,4/69/26/89,213/0/0/0,575/2057/485/-244,573/-43/-98,0/0,1798/-342/-11586,-392/283/249,-4/-56/-33,#r_sy
r,8529,320560,5/69/26/89,264/0/0/0,565/2057/487/-246,572/-54/-98,0/0,1695/-434/-11504,-375/268/280,-5/-56/-43,#r_sy
r,8530,320592,6/69/26/89,270/0/0/0,554/2057/488/-244,571/-60/-98,0/0,1824/-498/-11452,-366/269/236,-5/-56/-48,#r_sy
r,8531,320626,7/69/26/89,226/0/0/0,543/2057/486/-243,570/-71/-98,0/0,1598/-548/-11372,-346/245/296,-6/-56/-58,#r_sy
