r,sequence,timestamp,deg,deg/sec,mA,endpoint,grip/rotation,torque,force,ori,#
r,14288,522738,22/56/13/76,5/0/0/0,252/1789/202/231,505/149/-315,0/0,612/2838/-13720,-472/245/588,78/189/91,#l_sk
r,14289,522772,22/56/13/76,2/0/0/0,248/1788/198/231,505/150/-315,0/0,724/2828/-13632,-450/236/565,78/189/91,#l_sk
r,14290,522805,22/56/13/76,0/0/0/0,234/1791/201/231,505/150/-315,0/0,760/2776/-13670,-453/243/540,78/189/91,#l_sk
r,14291,522839,22/56/13/76,0/0/0/0,236/1790/203/228,505/150/-315,0/0,716/2790/-13700,-438/239/538,78/189/91,#l_sk
r,14292,522871,22/56/13/76,0/0/0/0,237/1792/202/232,505/150/-315,0/0,854/2838/-13542,-410/235/515,78/189/91,#l_sk
r,14293,522905,22/56/13/76,0/0/0/0,234/1787/202/230,505/150/-315,0/0,980/2868/-13280,-351/219/501,78/189/91,#l_sk
r,14294,522939,22/56/13/76,0/0/0/0,234/1791/204/230,505/150/-315,0/0,1108/2862/-12970,-284/205/487,78/189/91,#l_sk
r,14295,522971,22/56/13/76,0/0/0/0,237/1788/200/226,505/150/-315,0/0,1224/2670/-12576,-181/176/450,78/189/91,#l_sk
r,14296,523005,22/56/13/76,0/5/0/0,233/2026/198/225,506/150/-315,0/0,1228/2418/-12466,-124/166/409,78/189/91,#l_sk
r,14297,523039,22/56/13/76,0/14/0/0,233/2021/202/231,506/150/-314,0/0,1228/2248/-12486,-118/181/379,78/189/91,#l_sk
r,14298,523071,22/56/13/76,0/16/0/0,237/2054/202/227,506/150/-314,0/0,1240/2102/-12460,-100/181/349,78/188/91,#l_sk
r,14299,523105,22/56/13/76,-29/21/0/-1,-190/2039/203/225,506/150/-313,0/0,1890/2010/-12360,-82/198/189,78/188/90,#l_sk
r,14300,523139,22/56/13/76,-60/35/2/-4,-278/2092/418/-220,507/149/-311,0/0,2000/1956/-11952,-12/153/182,77/186/89,#l_sk
r,14301,523178,21/57/13/76,-67/50/9/-10,-384/2173/449/-275,508/146/-309,0/0,1645/1644/-12204,-70/195/232,75/184/85,#l_sk
r,14302,523218,21/57/14/76,-54/53/10/-5,-353/2154/463/-263,510/144/-306,0/0,1154/1568/-12248,-87/200/329,73/182/81,#l_sk
r,14303,523258,21/57/14/76,-42/76/35/-10,-383/2201/483/-266,513/141/-302,0/0,1082/1482/-12000,-16/159/350,70/179/78,#l_sk
r,14304,523299,21/58/14/76,-58/120/28/-4,-382/2188/570/-246,514/139/-298,0/0,1152/1166/-12024,-19/180/285,68/175/74,#l_sk
r,14305,523332,20/58/14/76,-61/125/52/-8,-342/2239/567/-242,516/138/-295,0/0,1008/1104/-12232,-65/207/306,66/172/72,#l_sk
r,14306,523365,20/58/14/76,-57/97/47/-9,-323/2232/611/-245,518/136/-290,0/0,1572/947/-12202,-76/235/155,63/167/68,#l_sk
r,14307,523399,20/59/14/76,-130/118/37/-18,-370/2285/588/-239,521/132/-284,0/0,1748/918/-11954,-45/210/133,60/162/63,#l_sk
r,14308,523432,20/59/14/76,-150/130/73/-11,-404/2311/588/-257,523/130/-281,0/0,1660/784/-12020,-81/235/141,58/159/60,#l_sk
r,14309,523466,19/59/14/76,-165/125/65/-14,-476/2322/667/-259,526/125/-274,0/0,1180/893/-12020,-104/228/276,53/152/53,#l_sk
r,14310,523502,18/60/15/76,-143/122/81/-14,-502/2351/667/-272,529/119/-267,0/0,914/778/-12202,-148/252/317,49/145/45,#l_sk
r,14311,523541,18/60/15/75,-150/127/74/-14,-482/2340/633/-264,533/113/-259,0/0,946/632/-11988,-93/213/298,45/137/37,#l_sk
r,14312,523581,17/61/15/75,-148/138/68/-17,-463/2349/684/-261,536/107/-251,0/0,906/610/-11994,-111/219/299,40/129/30,#l_sk
