r,sequence,timestamp,deg,deg/sec,mA,endpoint,grip/rotation,torque,force,ori,#r_sy
r,13411,498949,-4/82/74/66,-21/0/0/39,-262/2508/551/498,412/158/220,0/0,-1070/-1350/-10562,49/0/648,84/-664/328,#r_sy
r,13412,498983,-4/82/74/66,-19/0/0/36,-268/2282/552/446,412/158/220,0/0,-1032/-1338/-10582,33/12/639,86/-664/329,#r_sy
r,13413,499014,-4/82/74/66,-35/-1/0/12,-284/2054/552/460,412/159/221,0/0,-974/-1398/-10578,29/19/614,87/-664/329,#r_sy
r,13414,499048,-4/82/74/67,-17/0/0/8,-278/2255/553/407,411/159/221,0/0,-935/-1378/-10664,-6/40/598,89/-664/331,#r_sy
r,13415,499088,-4/82/74/67,-15/0/0/-1,-264/2508/555/368,411/160/221,0/0,-912/-1308/-10672,-13/44/606,90/-664/333,#r_sy
r,13416,499124,-4/82/74/67,-11/0/0/-4,-280/2268/553/59,411/160/221,0/0,-856/-1298/-10744,-42/60/593,92/-664/335,#r_sy
r,13417,499165,-4/82/74/67,-14/0/0/-3,-278/2268/555/70,411/161/221,0/0,-939/-1320/-10798,-67/65/631,94/-664/337,#r_sy
r,13418,499205,-4/82/74/67,-10/0/0/0,-284/2267/550/-7,411/162/221,0/0,-942/-1426/-10824,-81/71/637,95/-664/338,#r_sy
r,13419,499245,-4/82/74/67,-6/0/0/0,-249/2269/555/29,410/162/221,0/0,-993/-1434/-10770,-69/61/648,96/-664/339,#r_sy
r,13420,499284,-4/82/74/67,-2/0/0/-1,-250/2270/553/95,410/162/221,0/0,-1006/-1404/-10872,-96/73/633,96/-664/340,#r_sy
r,13421,499324,-4/82/74/67,0/0/0/-1,-228/2268/554/99,410/162/221,0/0,-1048/-1406/-10888,-104/76/632,96/-664/340,#r_sy
r,13422,499361,-4/82/74/67,0/0/0/-2,-228/2268/552/70,410/162/221,0/0,-1042/-1438/-10972,-129/89/606,96/-664/340,#r_sy
r,13423,499401,-4/82/74/67,0/0/0/-2,-230/2269/553/86,410/162/221,0/0,-1098/-1448/-10968,-127/87/608,96/-664/340,#r_sy
r,13424,499435,-4/82/74/67,0/0/0/2,-230/2268/553/42,410/162/221,0/0,-1104/-1444/-11032,-145/98/599,96/-664/340,#r_sy
r,13425,499475,-4/82/74/67,0/0/0/1,-229/2268/551/84,410/162/221,0/0,-1150/-1440/-11054,-145/97/603,96/-664/340,#r_sy
r,13426,499516,-4/82/74/67,0/0/0/3,-231/2268/553/35,410/162/221,0/0,-1160/-1428/-11114,-159/105/615,96/-664/340,#r_sy
r,13427,499555,-4/82/74/67,0/0/0/4,-230/2268/554/46,410/162/221,0/0,-1112/-1460/-11154,-168/113/622,96/-664/340,#r_sy
r,13428,499595,-4/82/74/67,0/0/0/4,-230/2268/553/50,410/162/221,0/0,-1074/-1462/-11216,-195/133/642,96/-664/340,#r_sy
r,13429,499635,-4/82/74/67,0/0/0/4,-227/2267/551/45,410/162/221,0/0,-1038/-1464/-11222,-209/149/644,96/-664/340,#r_sy
r,13430,499676,-4/82/74/67,0/0/0/2,-228/2269/556/94,410/162/221,0/0,-993/-1468/-11288,-241/171/642,96/-664/340,#r_sy
r,13431,499716,-4/82/74/67,0/0/0/4,-229/2268/551/35,410/162/221,0/0,-980/-1464/-11276,-246/178/640,96/-664/340,#r_sy
r,13432,499750,-4/82/74/67,0/0/0/4,-229/2268/555/48,410/162/221,0/0,-970/-1444/-11346,-277/197/646,96/-664/340,#r_sy
r,13433,499784,-4/82/74/67,0/0/0/0,-230/2268/553/74,410/162/221,0/0,-918/-1420/-11328,-267/193/635,96/-664/340,#r_sy
r,13434,499817,-4/82/74/67,0/0/0/-2,-229/2268/553/89,410/162/221,0/0,-906/-1396/-11430,-300/213/640,96/-664/340,#r_sy
r,13435,499850,-4/82/74/67,0/0/-1/0,-230/2269/553/14,410/162/221,0/0,-889/-1402/-11444,-304/220/643,96/-664/340,#r_sy
r,13436,499885,-4/82/74/67,0/0/-4/0,-227/2267/399/296,411/162/221,0/0,-818/-1408/-11456,-322/236/635,96/-663/340,#r_sy
r,13437,499916,-4/82/74/67,0/0/-16/1,-228/2268/306/51,411/162/221,0/0,-760/-1412/-11468,-357/265/645,96/-663/340,#r_sy
r,13438,499951,-4/82/74/67,0/0/-22/1,-229/2268/277/41,411/162/220,0/0,-682/-1438/-11390,-366/274/634,96/-663/339,#r_sy
r,13439,499985,-4/82/74/67,0/0/-29/1,-228/2267/256/56,411/162/220,0/0,-686/-1430/-11444,-396/297/653,95/-662/339,#r_sy
r,13440,500017,-4/82/74/67,0/0/-54/-1,-229/2268/220/262,412/162/220,0/0,-668/-1464/-11446,-404/307/653,95/-661/339,#r_sy
r,13441,500050,-4/82/74/67,0/0/-41/-1,-228/2267/244/268,413/162/220,0/0,-638/-1454/-11504,-423/321/646,94/-659/338,#r_sy
r,13442,500085,-4/82/74/67,0/0/-75/-1,-227/2268/230/265,414/162/219,0/0,-600/-1450/-11526,-441/334/644,93/-657/337,#r_sy
r,13443,500116,-4/82/73/67,0/0/-65/1,-229/2268/166/42,414/162/219,0/0,-570/-1464/-11488,-435/333/638,93/-655/336,#r_sy
r,13444,500150,-4/82/73/67,0/0/-102/1,-230/2268/259/49,415/162/218,0/0,-602/-1478/-11510,-443/336/645,91/-652/335,#r_sy
r,13445,500184,-4/82/73/67,0/0/-127/1,-228/2269/152/38,417/163/217,0/0,-574/-1460/-11476,-438/332/643,90/-648/334,#r_sy
r,13446,500217,-4/82/72/67,0/0/-143/-1,-229/2269/137/265,418/163/217,0/0,-546/-1454/-11528,-441/333/638,89/-646/333,#r_sy
r,13447,500251,-4/82/72/67,0/0/-154/-1,-230/2267/171/265,420/163/216,0/0,-558/-1460/-11492,-423/321/641,87/-641/331,#r_sy
r,13448,500285,-4/82/71/67,0/0/-114/-1,-229/2266/187/269,422/163/214,0/0,-560/-1464/-11480,-406/311/635,85/-635/329,#r_sy
r,13449,500316,-4/82/71/67,0/0/-167/1,-231/2266/176/52,423/163/214,0/0,-618/-1418/-11556,-408/305/650,84/-633/328,#r_sy
r,13450,500351,-4/82/71/67,0/0/-157/-1,-231/2268/107/45,425/163/212,0/0,-662/-1396/-11522,-379/284/658,81/-626/326,#r_sy
r,13451,500386,-4/82/70/67,0/0/-190/-2,-233/2269/115/-104,428/164/211,0/0,-674/-1360/-11538,-357/268/671,79/-619/324,#r_sy
r,13452,500418,-4/82/69/66,0/0/-175/-4,-228/2267/102/-96,430/164/210,0/0,-730/-1326/-11514,-312/242/702,78/-616/323,#r_sy
r,13453,500457,-4/82/69/66,0/0/-207/-11,-233/2267/116/-100,432/164/208,0/0,-702/-1342/-11692,-279/225/712,75/-608/321,#r_sy
r,13454,500497,-4/82/68/66,0/0/-184/-14,-227/2267/89/-111,436/165/206,0/0,-698/-1344/-11730,-234/204/736,73/-600/320,#r_sy
s,0,#r_sy
r,13455,500537,-4/82/67/66,0/0/-214/-14,-230/2268/76/-104,438/165/204,0/0,-722/-1362/-11888,-236/204/744,71/-592/318,#r_sy
r,13456,500577,-4/82/66/66,0/0/-192/-21,-229/2268/74/-130,442/166/201,0/0,-796/-1418/-11854,-192/175/756,68/-584/317,#r_sy
r,13457,500617,-4/82/65/66,0/0/-208/-17,-232/2269/80/-130,444/166/199,0/0,-828/-1442/-11992,-206/180/766,66/-576/316,#r_sy
r,13458,500657,-4/82/65/66,0/0/-206/-33,-230/2269/67/-126,447/167/196,0/0,-856/-1460/-11958,-159/151/772,64/-567/315,#r_sy
r,13459,500697,-4/82/64/66,0/0/-207/-35,-231/2266/86/-149,451/168/193,0/0,-866/-1482/-12154,-187/162/774,62/-558/315,#r_sy
r,13460,500737,-4/82/63/66,0/0/-229/-38,-227/2268/62/-196,453/169/191,0/0,-924/-1502/-12162,-157/135/769,60/-549/314,#r_sy
r,13461,500777,-4/82/62/66,0/0/-250/-69,-231/2268/61/-197,457/171/187,0/0,-952/-1500/-12298,-183/141/767,58/-540/315,#r_sy
r,13462,500817,-4/82/61/65,0/0/-256/-68,-226/2267/68/-239,459/172/184,0/0,-1000/-1478/-12292,-150/113/773,56/-530/316,#r_sy
r,13463,500858,-4/82/60/65,0/0/-265/-60,-228/2268/43/-223,462/174/181,0/0,-1026/-1432/-12538,-184/126/766,54/-521/317,#r_sy
r,13464,500898,-4/82/59/65,0/0/-220/-77,-230/2267/61/-239,465/176/177,0/0,-1038/-1442/-12554,-154/104/767,52/-511/319,#r_sy
r,13465,500936,-4/82/58/64,0/0/-238/-119,-228/2268/63/-256,468/178/173,0/0,-1008/-1446/-12758,-178/113/749,50/-502/321,#r_sy
r,13466,500971,-4/82/57/64,0/0/-254/-111,-225/2269/55/-296,470/180/169,0/0,-997/-1436/-12817,-138/86/728,48/-492/324,#r_sy
r,13467,501005,-4/82/56/64,0/0/-226/-93,-227/2268/48/-259,472/182/165,0/0,-952/-1398/-13084,-164/97/689,47/-482/327,#r_sy
r,13468,501039,-4/82/55/63,0/0/-267/-143,-230/2270/57/-262,474/184/163,0/0,-988/-1340/-13275,-153/84/674,46/-477/329,#r_sy
r,13469,501072,-4/82/55/63,0/0/-275/-111,-230/2268/47/-338,475/186/159,0/0,-902/-1278/-13472,-148/82/623,44/-468/332,#r_sy
r,13470,501105,-4/82/54/62,0/0/-257/-133,-229/2268/53/-323,478/189/155,0/0,-924/-1238/-13702,-163/87/615,43/-458/336,#r_sy
r,13471,501138,-4/82/53/62,0/0/-264/-141,-231/2269/32/-336,479/190/153,0/0,-608/-1024/-13717,-163/65/559,42/-453/339,#r_sy
r,13472,501173,-4/82/52/62,0/0/-220/-133,-229/2268/32/-302,480/193/148,0/0,-674/-1032/-13960,-182/82/554,41/-444/343,#r_sy
r,13473,501207,-4/82/51/61,0/0/-240/-152,-231/2268/45/-305,482/196/144,0/0,-758/-1078/-14078,-156/72/527,40/-435/347,#r_sy
r,13474,501239,-4/82/51/61,0/0/-255/-131,-228/2267/55/-356,483/197/142,0/0,-786/-1066/-14246,-177/87/499,39/-430/349,#r_sy
r,13475,501273,-4/82/50/60,0/0/-240/-103,-229/2268/54/-337,485/200/138,0/0,-860/-1012/-14282,-187/89/502,38/-421/354,#r_sy
r,13476,501307,-4/82/49/60,0/0/-206/-96,-230/2267/36/-315,485/203/134,0/0,-766/-966/-14278,-208/103/471,36/-412/358,#r_sy
r,13477,501339,-4/82/48/59,0/0/-248/-119,-227/2269/58/-289,486/204/131,0/0,-856/-912/-14289,-246/122/496,36/-407/361,#r_sy
r,13478,501373,-4/82/48/59,0/0/-221/-95,-227/2268/45/-322,487/207/127,0/0,-796/-916/-14267,-258/133/475,35/-399/365,#r_sy
r,13479,501407,-4/82/47/58,0/0/-205/-105,-227/2268/44/-347,489/209/123,0/0,-744/-864/-14317,-304/157/461,34/-390/370,#r_sy
r,13480,501439,-4/82/46/58,0/0/-212/-93,-230/2269/44/-307,489/210/121,0/0,-800/-784/-14320,-312/155/463,33/-386/372,#r_sy
r,13481,501473,-4/82/45/58,0/0/-251/-90,-231/2268/16/-333,491/213/117,0/0,-754/-742/-14372,-328/165/442,32/-377/376,#r_sy
r,13482,501506,-4/82/45/57,0/0/-206/-109,-229/2267/-1/-283,491/215/113,0/0,-870/-690/-14458,-346/168/473,31/-368/380,#r_sy
r,13483,501539,-4/82/44/57,0/0/-259/-102,-227/2268/7/-311,491/216/111,0/0,-826/-762/-14420,-339/167/458,31/-364/382,#r_sy
r,13484,501572,-4/82/43/56,0/0/-208/-141,-230/2267/-9/-317,493/219/106,0/0,-820/-740/-14506,-377/186/460,30/-355/386,#r_sy
r,13485,501605,-4/82/42/56,0/0/-256/-116,-227/2268/-13/-326,494/221/102,0/0,-788/-758/-14506,-377/184/467,29/-346/390,#r_sy
r,13486,501640,-4/82/42/56,0/0/-259/-106,-227/2268/-14/-331,494/222/100,0/0,-714/-730/-14553,-398/198/456,28/-341/392,#r_sy
r,13487,501674,-4/82/41/55,0/0/-226/-127,-229/2268/-23/-327,495/224/95,0/0,-716/-716/-14624,-408/203/463,27/-332/396,#r_sy
r,13488,501707,-4/82/40/55,0/0/-222/-117,-229/2268/-12/-306,496/226/91,0/0,-572/-684/-14634,-401/201/434,26/-322/400,#r_sy
r,13489,501740,-4/82/39/55,0/0/-230/-103,-232/2208/-29/-338,496/227/89,0/0,-506/-618/-14770,-433/214/426,26/-317/402,#r_sy
r,13490,501778,-4/82/38/54,0/0/-239/-84,-227/2044/-15/-320,497/229/84,0/0,-456/-606/-14767,-423/206/410,25/-308/405,#r_sy
r,13491,501812,-4/82/38/54,0/-6/-246/-95,-228/1958/-19/-252,498/231/80,0/0,-406/-570/-14844,-444/214/402,24/-298/409,#r_sy
r,13492,501846,-4/82/37/54,0/-14/-241/-61,-228/1947/-13/-273,499/232/75,0/0,-398/-536/-14806,-444/211/410,23/-288/412,#r_sy
r,13493,501879,-4/82/36/53,0/-16/-232/-98,-228/1940/-15/-332,500/233/73,0/0,-328/-556/-14825,-465/226/404,22/-283/413,#r_sy
r,13494,501915,-4/82/35/53,0/-22/-256/-77,-229/2011/-2/-333,501/235/68,0/0,-312/-570/-14844,-471/230/409,21/-273/416,#r_sy
r,13495,501955,-4/82/34/53,0/-25/-243/-51,-224/1858/-20/-297,502/236/62,0/0,-190/-618/-14832,-496/248/399,20/-261/418,#r_sy
r,13496,501994,-4/82/33/53,0/-32/-241/-79,-230/1902/-31/-297,502/237/56,0/0,-136/-624/-14774,-490/249/406,19/-250/421,#r_sy
r,13497,502035,-4/82/32/52,0/-46/-260/-68,-229/1961/-67/-325,503/239/50,0/0,2/-542/-14839,-507/262/392,18/-239/423,#r_sy
r,13498,502074,-4/82/31/52,0/-46/-279/-84,-229/1899/-84/-312,504/240/43,0/0,102/-484/-14788,-485/250/387,17/-226/425,#r_sy
r,13499,502115,-4/81/30/52,0/-67/-281/-39,-230/1733/-95/-299,505/241/36,0/0,292/-448/-14834,-502/262/356,16/-214/427,#r_sy
r,13500,502154,-4/81/29/52,0/-111/-240/-58,-227/1654/-81/-250,506/242/28,0/0,380/-432/-14810,-486/253/354,15/-201/429,#r_sy
r,13501,502196,-4/81/28/51,0/-95/-233/-38,-228/1770/-97/-276,507/243/20,0/0,520/-336/-14892,-509/266/345,14/-187/430,#r_sy
r,13502,502234,-4/80/27/51,0/-137/-268/-30,-230/1725/-117/-277,507/244/11,0/0,706/-284/-14738,-481/254/336,13/-174/431,#r_sy
r,13503,502268,-4/80/26/51,0/-133/-262/-19,-226/1765/-94/-249,508/244/2,0/0,884/-232/-14766,-500/267/320,12/-159/432,#r_sy
r,13504,502301,-4/79/26/51,0/-152/-240/-23,-229/1676/-89/-252,508/244/-1,0/0,956/-204/-14703,-489/262/325,11/-152/432,#r_sy
r,13505,502335,-4/79/25/51,0/-156/-226/-10,-231/1720/-137/-208,509/245/-11,0/0,1102/-188/-14767,-524/285/307,10/-137/433,#r_sy
r,13506,502369,-4/78/24/51,0/-139/-238/-1,-228/1630/-144/-245,510/245/-21,0/0,1178/-180/-14688,-507/273/311,9/-122/433,#r_sy
r,13507,502401,-4/78/23/51,0/-167/-211/0,-232/1599/-171/-230,510/245/-26,0/0,1424/-104/-14630,-496/270/269,8/-115/433,#r_sy
r,13508,502435,-4/78/22/51,0/-152/-217/0,-230/1560/-146/-229,510/245/-36,0/0,1568/-52/-14586,-489/266/266,7/-100/432,#r_sy
r,13509,502468,-4/77/22/51,0/-152/-206/0,-226/1589/-134/-228,510/245/-47,0/0,1679/6/-14653,-517/281/260,6/-84/432,#r_sy
r,13510,502501,-4/77/21/51,0/-171/-235/0,-230/1599/-139/-228,510/245/-52,0/0,1710/26/-14680,-527/282/265,5/-77/432,#r_sy
s,0,#r_sy
r,13511,502535,-4/76/20/51,0/-159/-195/0,-227/1530/-131/-229,510/245/-63,0/0,1900/88/-14570,-501/265/241,4/-61/432,#r_sy
r,13512,502568,-4/75/19/51,0/-186/-204/0,-231/1492/-170/-230,510/245/-74,0/0,2036/232/-14532,-504/261/233,3/-46/432,#r_sy
r,13513,502600,-4/75/19/51,0/-187/-229/0,-229/1508/-203/-228,509/245/-79,0/0,2102/362/-14498,-488/244/246,2/-38/432,#r_sy
r,13514,502635,-4/74/18/51,0/-162/-184/0,-230/1468/-207/-229,508/245/-90,0/0,2248/500/-14528,-483/236/239,1/-23/432,#r_sy
r,13515,502668,-4/73/17/51,0/-175/-183/0,-226/1465/-206/-229,507/245/-101,0/0,2430/624/-14578,-492/238/225,0/-8/432,#r_sy
r,13516,502701,-4/73/17/51,0/-165/-180/0,-229/1463/-194/-229,507/245/-106,0/0,2578/644/-14546,-462/219/196,0/-1/432,#r_sy
r,13517,502734,-4/72/16/51,0/-178/-161/0,-233/1395/-200/-228,506/244/-117,0/0,2712/700/-14610,-471/222/184,0/12/432,#r_sy
r,13518,502769,-4/72/16/51,0/-172/-165/0,-230/1408/-171/-229,505/244/-128,0/0,2880/794/-14662,-479/227/154,-1/26/432,#r_sy
r,13519,502800,-4/71/15/51,0/-194/-110/0,-228/1367/-186/-229,504/244/-133,0/0,3010/908/-14638,-464/215/128,-2/32/432,#r_sy
r,13520,502834,-4/71/15/51,0/-193/-147/0,-230/1385/-217/-228,502/244/-143,0/0,3214/1062/-14646,-467/218/97,-3/45/432,#r_sy
r,13521,502868,-4/70/14/51,0/-169/-112/0,-229/1347/-188/-229,501/244/-153,0/0,3362/1096/-14682,-474/220/61,-4/58/432,#r_sy
r,13522,502909,-4/69/14/51,0/-181/-113/0,-229/1349/-227/-230,498/244/-162,0/0,3390/1076/-14744,-475/217/57,-5/70/432,#r_sy
r,13523,502948,-4/68/14/51,0/-169/-106/0,-228/1347/-191/-228,496/244/-172,0/0,3622/1140/-14750,-471/219/21,-6/81/432,#r_sy
r,13524,502988,-4/68/13/51,0/-168/-80/0,-229/1309/-164/-230,495/243/-180,0/0,3732/1244/-14730,-467/213/21,-6/92/432,#r_sy
r,13525,503028,-4/67/13/51,0/-189/-60/0,-229/1267/-176/-228,492/243/-189,0/0,3880/1328/-14703,-464/213/23,-7/101/432,#r_sy
r,13526,503068,-4/66/13/51,0/-187/-35/0,-232/1281/-117/-228,491/243/-197,0/0,3958/1338/-14675,-467/215/22,-8/110/432,#r_sy
r,13527,503108,-4/65/13/51,0/-158/-11/0,-227/1248/-90/-230,488/243/-204,0/0,4004/1314/-14580,-465/217/17,-8/118/433,#r_sy
r,13528,503148,-4/65/13/51,0/-183/-1/0,-228/1276/-72/-229,486/243/-211,0/0,4086/1338/-14492,-471/226/13,-9/125/433,#r_sy
r,13529,503187,-4/64/13/51,0/-159/0/0,-226/1232/43/-230,484/243/-218,0/0,4093/1412/-14430,-490/241/18,-9/132/433,#r_sy
r,13530,503228,-4/63/13/51,0/-153/4/0,-231/1230/375/-110,481/242/-225,0/0,4048/1462/-14320,-495/247/22,-10/138/433,#r_sy
r,13531,503267,-4/63/13/51,0/-168/10/1,-228/1211/449/12,480/242/-231,0/0,4036/1444/-14246,-511/263/10,-10/144/433,#r_sy
r,13532,503308,-4/62/13/51,0/-155/16/8,-229/1209/460/156,477/242/-237,0/0,3908/1420/-14282,-552/286/28,-11/150/433,#r_sy
r,13533,503347,-4/61/13/51,0/-184/22/22,-231/1192/457/190,475/241/-244,0/0,3928/1458/-14230,-557/291/17,-11/156/432,#r_sy
r,13534,503388,-4/61/13/51,0/-150/46/30,-231/1118/473/187,474/241/-250,0/0,3958/1538/-14110,-548/289/27,-12/161/432,#r_sy
r,13535,503427,-4/60/13/51,0/-145/25/30,-228/1143/507/217,471/240/-255,0/0,4024/1600/-14122,-569/303/31,-12/166/431,#r_sy
r,13536,503468,-4/60/13/51,0/-175/37/37,-231/1118/530/246,469/239/-261,0/0,4059/1614/-14036,-564/306/27,-12/171/429,#r_sy
r,13537,503507,-4/59/13/52,0/-147/61/66,-228/1143/550/255,468/239/-267,0/0,4140/1637/-13974,-565/310/18,-13/175/428,#r_sy
r,13538,503541,-4/59/14/52,0/-149/59/43,-228/1162/572/272,467/238/-270,0/0,4196/1674/-13914,-560/311/22,-13/178/427,#r_sy
r,13539,503576,-4/58/14/52,0/-145/70/59,-229/1073/513/259,465/237/-275,0/0,4210/1736/-13902,-574/320/37,-13/181/425,#r_sy
r,13540,503610,-4/57/14/52,0/-166/62/76,-229/1113/473/252,464/236/-280,0/0,4204/1782/-13812,-568/317/49,-14/185/422,#r_sy
r,13541,503642,-4/57/14/52,0/-132/58/66,-232/1055/509/306,463/235/-282,0/0,4186/1794/-13788,-576/320/66,-14/186/421,#r_sy
r,13542,503677,-4/57/14/53,0/-133/63/78,-232/1072/487/341,463/234/-286,0/0,4156/1771/-13778,-586/327/77,-14/189/418,#r_sy
r,13543,503711,-4/56/15/53,0/-115/77/84,-233/1068/494/301,462/232/-291,0/0,4164/1804/-13746,-591/330/88,-14/192/414,#r_sy
r,13544,503743,-4/56/15/53,0/-134/66/103,-227/1147/550/336,461/231/-293,0/0,4138/1836/-13796,-614/341/113,-14/193/413,#r_sy
r,13545,503777,-4/55/15/54,0/-106/68/113,-229/1047/494/363,461/229/-297,0/0,4038/1864/-13828,-629/347/148,-14/195/409,#r_sy
r,13546,503810,-4/55/15/54,0/-103/65/121,-228/1105/491/368,460/227/-300,0/0,4038/1932/-13828,-645/353/172,-15/197/405,#r_sy
r,13547,503843,-4/55/16/54,0/-93/62/115,-229/1161/525/379,460/226/-302,0/0,3991/1924/-13772,-641/348/196,-15/197/403,#r_sy
r,13548,503877,-4/54/16/55,0/-106/76/114,-229/1108/560/372,460/224/-305,0/0,4004/1840/-13798,-646/352/194,-15/199/398,#r_sy
r,13549,503912,-4/54/16/55,0/-109/52/98,-228/1047/553/402,460/222/-308,0/0,3862/1862/-13925,-678/367/268,-15/200/393,#r_sy
r,13550,503949,-4/53/16/56,0/-115/98/115,-229/1123/570/366,460/220/-311,0/0,3850/1764/-14008,-692/382/257,-15/200/389,#r_sy
r,13551,503983,-4/53/17/56,0/-96/77/86,-229/1003/568/385,460/219/-312,0/0,3702/1745/-13964,-689/378/303,-15/201/387,#r_sy
r,13552,504017,-4/53/17/56,0/-105/77/104,-228/1142/531/378,460/217/-315,0/0,3768/1692/-13934,-692/386/275,-15/201/382,#r_sy
r,13553,504051,-4/53/17/57,0/-75/88/104,-230/1139/565/377,460/215/-317,0/0,3580/1640/-13967,-708/394/311,-15/201/377,#r_sy
r,13554,504083,-4/52/17/57,0/-108/71/131,-232/1041/551/374,460/214/-318,0/0,3541/1582/-14060,-741/417/310,-15/201/375,#r_sy
r,13555,504116,-4/52/18/57,0/-71/99/109,-230/1035/564/405,460/212/-321,0/0,3446/1554/-13953,-730/410/334,-15/202/371,#r_sy
r,13556,504151,-4/52/18/58,0/-78/61/127,-231/1083/615/375,460/209/-323,0/0,3484/1570/-13852,-724/408/330,-15/202/366,#r_sy
r,13557,504184,-4/52/18/58,0/-70/92/109,-227/1030/569/394,460/208/-324,0/0,3422/1578/-13867,-726/407/350,-15/202/364,#r_sy
r,13558,504217,-4/51/18/58,0/-53/60/129,-228/1208/615/387,461/206/-325,0/0,3380/1552/-13910,-742/420/360,-15/201/359,#r_sy
r,13559,504250,-4/51/19/59,0/-62/53/117,-231/1188/574/391,461/204/-326,0/0,3343/1524/-13914,-745/425/367,-15/200/355,#r_sy
r,13560,504283,-4/51/19/59,0/-43/95/97,-227/1221/585/394,461/203/-327,0/0,3386/1494/-13760,-714/413/353,-15/200/353,#r_sy
r,13561,504317,-4/51/19/59,0/-26/67/64,-228/1116/640/373,462/202/-327,0/0,3384/1492/-13758,-719/417/361,-15/199/349,#r_sy
r,13562,504351,-4/51/19/60,0/-26/60/96,-228/1131/625/363,463/200/-328,0/0,3359/1474/-13850,-733/425/373,-15/198/346,#r_sy
r,13563,504384,-4/51/20/60,0/-32/62/77,-226/1299/573/371,463/199/-328,0/0,3288/1460/-13903,-747/433/390,-15/197/344,#r_sy
r,13564,504418,-4/51/20/60,0/-10/70/64,-226/1194/576/383,464/197/-328,0/0,3275/1428/-13852,-734/430/381,-14/195/340,#r_sy
r,13565,504451,-4/51/20/61,0/-4/71/79,-228/1251/555/379,465/196/-327,0/0,3256/1392/-13764,-714/421/377,-14/193/337,#r_sy
r,13566,504483,-4/51/20/61,0/0/73/71,-228/1265/610/333,465/195/-327,0/0,3216/1374/-13772,-723/432/380,-14/192/335,#r_sy
s,0,#r_sy
r,13567,504518,-4/51/20/61,0/0/52/53,-231/1500/549/358,466/194/-326,0/0,3186/1400/-13850,-737/440/394,-14/190/333,#r_sy
r,13568,504552,-4/51/20/61,0/0/46/54,-229/1511/595/328,467/193/-326,0/0,3184/1408/-13846,-734/440/401,-14/188/330,#r_sy
r,13569,504583,-4/51/21/62,0/0/26/77,-230/1512/556/299,468/192/-325,0/0,3170/1390/-13812,-727/436/406,-14/188/329,#r_sy
r,13570,504618,-4/51/21/62,0/0/31/45,-227/1511/508/277,469/191/-325,0/0,3148/1326/-13803,-719/431/405,-14/186/326,#r_sy
r,13571,504652,-4/51/21/62,0/0/10/58,-232/1513/517/265,469/190/-325,0/0,3110/1300/-13867,-735/443/412,-14/186/325,#r_sy
r,13572,504684,-4/51/21/62,0/0/4/36,-233/1513/479/322,469/190/-325,0/0,3078/1250/-13916,-735/445/413,-14/185/324,#r_sy
r,13573,504718,-4/51/21/62,0/0/0/26,-228/1513/445/239,469/189/-325,0/0,3052/1226/-13898,-737/444/415,-14/185/323,#r_sy
r,13574,504758,-4/51/21/62,0/0/-1/23,-228/1512/196/244,469/189/-325,0/0,3006/1204/-13944,-739/446/406,-14/185/322,#r_sy
r,13575,504797,-4/51/21/62,0/0/-1/2,-230/1513/-12/200,469/189/-325,0/0,3006/1164/-13962,-739/447/400,-14/185/321,#r_sy
r,13576,504837,-4/51/21/62,0/0/-4/-1,-232/1514/-21/59,469/189/-325,0/0,2944/1154/-13956,-733/442/405,-14/186/321,#r_sy
r,13577,504877,-4/51/21/62,0/0/-9/-13,-227/1513/-41/-310,469/189/-325,0/0,2950/1148/-13952,-734/442/392,-14/186/322,#r_sy
r,13578,504912,-4/51/21/62,0/0/-12/-16,-227/1511/-61/-288,469/189/-325,0/0,2928/1136/-13964,-737/443/382,-14/186/322,#r_sy
r,13579,504945,-4/51/21/62,0/0/-13/-10,-227/1512/-47/-329,469/189/-325,0/0,2916/1146/-13964,-732/442/381,-14/187/323,#r_sy
r,13580,504983,-4/51/21/62,0/0/-11/-13,-231/1514/-57/-370,469/190/-326,0/0,2914/1138/-13994,-726/439/366,-14/187/323,#r_sy
r,13581,505024,-4/51/21/62,0/0/-13/-16,-230/1512/-57/-342,469/190/-326,0/0,2848/1158/-14064,-729/437/369,-14/188/324,#r_sy
r,13582,505059,-4/51/21/62,0/0/-5/-11,-228/1510/-44/-344,469/190/-326,0/0,2858/1200/-14096,-729/437/343,-14/188/324,#r_sy
r,13583,505092,-4/51/20/62,0/0/-6/-5,-229/1514/-42/-310,469/190/-326,0/0,2816/1230/-14094,-727/434/339,-14/188/325,#r_sy
r,13584,505125,-4/51/20/62,0/0/-2/-10,-229/1513/-44/-315,469/190/-326,0/0,2834/1240/-14067,-722/431/321,-14/188/325,#r_sy
r,13585,505158,-4/51/20/62,0/0/0/-3,-228/1512/-35/-315,469/190/-326,0/0,2764/1232/-14096,-723/430/327,-14/188/325,#r_sy
r,13586,505192,-4/51/20/62,0/0/0/0,-227/1510/202/-309,469/190/-326,0/0,2766/1218/-14122,-722/430/318,-14/188/325,#r_sy
r,13587,505224,-4/51/20/62,0/0/0/0,-231/1511/436/-108,469/190/-326,0/0,2742/1208/-14132,-716/427/324,-14/188/325,#r_sy
r,13588,505258,-4/51/20/62,0/0/1/0,-227/1512/439/24,469/190/-326,0/0,2794/1184/-14114,-697/417/315,-14/188/325,#r_sy
