r,sequence,timestamp,deg,deg/sec,mA,endpoint,grip/rotation,torque,force,ori,#r_sy
r,13228,492284,-3/62/74/53,0/-204/0/2,-229/1530/554/449,427/221/11,0/0,-172/-638/-13344,-554/366/508,33/-462/419,#r_sy
r,13229,492324,-3/61/74/53,0/-218/0/0,-228/1536/553/440,427/221/4,0/0,-98/-618/-13446,-584/390/511,32/-454/418,#r_sy
r,13230,492365,-3/61/74/53,0/-196/0/-2,-232/1551/551/144,427/221/-2,0/0,-80/-610/-13467,-583/390/512,31/-446/417,#r_sy
r,13231,492404,-3/60/74/53,0/-204/0/-2,-232/1480/552/-105,427/221/-9,0/0,18/-584/-13538,-593/398/498,31/-438/417,#r_sy
r,13232,492445,-3/59/74/53,0/-184/0/0,-227/1534/551/-97,427/221/-16,0/0,52/-552/-13620,-612/409/499,30/-431/416,#r_sy
r,13233,492485,-3/58/74/53,0/-203/0/2,-229/1487/553/134,426/221/-23,0/0,78/-546/-13602,-600/405/494,29/-423/416,#r_sy
s,0,#r_sy
r,13234,492525,-3/57/74/53,0/-203/0/2,-232/1436/554/367,426/221/-30,0/0,66/-536/-13708,-628/419/504,28/-415/415,#r_sy
r,13235,492564,-3/57/74/53,0/-189/0/0,-229/1475/552/371,426/221/-36,0/0,112/-588/-13638,-600/405/486,27/-407/414,#r_sy
r,13236,492604,-3/56/74/53,0/-179/0/-2,-227/1456/554/210,425/221/-43,0/0,105/-550/-13808,-637/423/500,26/-399/414,#r_sy
r,13237,492645,-3/55/74/53,0/-204/0/-3,-231/1414/552/-91,425/221/-50,0/0,130/-580/-13778,-617/413/489,26/-391/414,#r_sy
r,13238,492684,-3/54/74/53,0/-180/0/0,-228/1380/554/-97,425/221/-57,0/0,184/-534/-13856,-640/425/490,25/-383/413,#r_sy
r,13239,492724,-3/53/74/53,0/-202/0/1,-227/1418/553/134,424/221/-64,0/0,244/-510/-13875,-637/426/481,24/-375/413,#r_sy
r,13240,492764,-3/53/74/53,0/-202/0/1,-233/1384/552/369,423/221/-71,0/0,272/-524/-13916,-646/432/479,24/-368/412,#r_sy
r,13241,492801,-3/52/74/53,0/-204/0/0,-225/1355/552/372,422/221/-78,0/0,328/-516/-14034,-668/446/473,23/-360/412,#r_sy
r,13242,492841,-3/51/74/53,0/-207/0/-1,-228/1336/555/95,421/221/-85,0/0,400/-512/-14022,-655/446/460,22/-352/411,#r_sy
r,13243,492880,-3/50/74/53,0/-200/0/-1,-229/1338/552/-96,420/221/-91,0/0,478/-467/-14148,-692/468/455,22/-344/411,#r_sy
r,13244,492922,-3/50/74/53,0/-203/0/0,-229/1340/555/-48,419/221/-98,0/0,446/-452/-14130,-687/466/458,21/-336/411,#r_sy
r,13245,492961,-3/49/74/53,0/-194/0/0,-229/1313/552/304,418/221/-104,0/0,473/-432/-14178,-709/477/450,20/-329/410,#r_sy
r,13246,493001,-3/48/74/53,0/-189/0/1,-229/1234/554/370,417/220/-111,0/0,530/-432/-14192,-705/474/437,20/-321/410,#r_sy
r,13247,493040,-3/47/74/53,0/-194/0/0,-230/1241/552/202,415/220/-118,0/0,592/-408/-14242,-711/480/436,19/-314/410,#r_sy
r,13248,493080,-3/47/74/53,0/-199/0/0,-229/1222/552/41,414/220/-124,0/0,624/-374/-14392,-735/495/433,19/-306/409,#r_sy
r,13249,493120,-3/46/74/53,0/-197/0/0,-228/1240/554/15,413/220/-130,0/0,702/-372/-14378,-722/490/431,18/-299/409,#r_sy
r,13250,493161,-3/45/74/53,0/-163/0/0,-229/1179/550/132,411/220/-137,0/0,846/-334/-14450,-738/503/410,17/-291/409,#r_sy
r,13251,493200,-3/44/74/53,0/-184/0/1,-228/1210/553/208,409/220/-143,0/0,878/-342/-14478,-736/504/413,17/-284/409,#r_sy
r,13252,493240,-3/44/74/53,0/-190/0/0,-228/1166/548/88,408/220/-149,0/0,956/-318/-14564,-753/516/402,16/-277/408,#r_sy
r,13253,493281,-3/43/74/53,0/-164/0/-4,-233/1225/554/-169,407/220/-155,0/0,1028/-284/-14616,-758/520/398,16/-270/408,#r_sy
r,13254,493320,-3/42/74/53,0/-152/0/0,-231/1160/554/-164,405/220/-160,0/0,1084/-272/-14656,-770/530/392,15/-263/408,#r_sy
r,13255,493361,-3/42/74/53,0/-158/0/1,-229/1129/551/69,403/220/-166,0/0,1154/-248/-14664,-776/535/389,15/-257/408,#r_sy
r,13256,493400,-3/41/74/53,0/-171/0/2,-231/1176/487/298,402/219/-171,0/0,1210/-192/-14778,-811/556/379,15/-250/408,#r_sy
r,13257,493434,-3/40/74/53,0/-133/0/0,-228/1060/487/314,400/219/-176,0/0,1210/-222/-14760,-819/562/371,14/-244/407,#r_sy
r,13258,493466,-3/40/74/53,0/-161/0/0,-229/1078/487/102,399/219/-178,0/0,1258/-182/-14734,-827/567/360,14/-241/407,#r_sy
r,13259,493501,-3/39/74/53,0/-135/0/0,-229/1065/485/-51,398/219/-183,0/0,1266/-156/-14760,-843/575/353,14/-236/407,#r_sy
r,13260,493534,-3/39/74/53,0/-146/0/-4,-229/1117/486/-166,397/219/-187,0/0,1230/-136/-14752,-845/575/359,13/-230/407,#r_sy
r,13261,493567,-3/39/74/53,0/-151/0/-4,-228/1041/487/-171,396/219/-190,0/0,1206/-142/-14803,-865/585/362,13/-227/407,#r_sy
r,13262,493600,-3/38/74/53,0/-154/0/0,-230/1068/486/-161,394/219/-194,0/0,1244/-132/-14748,-857/580/351,13/-222/407,#r_sy
r,13263,493634,-3/38/74/53,0/-145/0/2,-228/1051/487/64,392/219/-198,0/0,1266/-144/-14717,-858/580/346,12/-217/407,#r_sy
r,13264,493666,-3/37/74/53,0/-121/0/1,-233/968/486/226,392/219/-200,0/0,1216/-150/-14750,-874/587/359,12/-214/407,#r_sy
r,13265,493700,-3/37/74/53,0/-141/0/10,-228/1079/485/301,391/219/-204,0/0,1154/-152/-14689,-868/579/362,12/-209/406,#r_sy
r,13266,493734,-3/36/74/53,0/-144/0/0,-228/985/484/314,389/219/-208,0/0,1144/-162/-14624,-862/573/356,12/-205/406,#r_sy
r,13267,493767,-3/36/74/53,0/-124/0/0,-229/978/487/300,388/218/-210,0/0,1130/-158/-14612,-864/573/358,11/-202/406,#r_sy
r,13268,493806,-3/36/74/53,0/-83/0/-1,-230/1069/486/109,387/218/-213,0/0,1072/-206/-14616,-876/580/368,11/-198/406,#r_sy
r,13269,493846,-3/35/74/53,0/-81/0/-5,-228/941/485/-157,386/218/-217,0/0,1036/-218/-14566,-873/576/370,11/-194/406,#r_sy
r,13270,493887,-3/35/74/53,0/-80/0/-5,-229/991/488/-169,384/218/-220,0/0,1066/-235/-14510,-865/571/360,11/-190/406,#r_sy
r,13271,493926,-3/35/74/53,0/-92/0/0,-231/968/485/-172,383/218/-223,0/0,1034/-224/-14544,-878/577/369,10/-186/406,#r_sy
r,13272,493967,-3/34/74/53,0/-53/0/7,-229/972/486/121,382/218/-225,0/0,978/-246/-14582,-893/588/382,10/-183/406,#r_sy
r,13273,494006,-3/34/74/53,0/-75/0/3,-229/1067/485/308,381/218/-227,0/0,952/-233/-14580,-908/595/380,10/-180/406,#r_sy
r,13274,494046,-3/34/74/53,0/-40/0/0,-228/1090/485/312,381/218/-229,0/0,964/-235/-14588,-918/603/366,10/-178/406,#r_sy
r,13275,494087,-3/34/74/53,0/-36/0/0,-228/1093/484/80,380/218/-230,0/0,830/-268/-14644,-945/615/388,10/-177/406,#r_sy
r,13276,494127,-3/33/74/53,0/-18/0/-4,-229/1037/486/-159,380/218/-231,0/0,740/-314/-14617,-952/617/396,10/-176/406,#r_sy
r,13277,494168,-3/33/74/53,0/-7/0/-7,-229/1103/484/-165,380/218/-231,0/0,676/-344/-14602,-952/612/407,10/-175/406,#r_sy
r,13278,494207,-3/33/74/53,0/0/0/1,-229/1134/485/-174,380/218/-231,0/0,650/-342/-14674,-968/619/408,10/-175/406,#r_sy
r,13279,494247,-3/33/74/53,0/0/0/8,-229/1370/487/116,380/218/-231,0/0,572/-352/-14680,-967/615/424,10/-175/406,#r_sy
r,13280,494287,-3/33/74/53,0/0/0/4,-229/1371/485/308,380/218/-231,0/0,542/-366/-14742,-977/620/424,10/-175/406,#r_sy
r,13281,494327,-3/33/74/53,0/0/0/0,-229/1370/484/131,380/218/-231,0/0,542/-380/-14696,-962/611/417,10/-175/406,#r_sy
r,13282,494367,-3/33/74/53,0/0/0/-5,-232/1368/487/-162,380/218/-231,0/0,492/-380/-14732,-965/611/426,10/-175/406,#r_sy
r,13283,494407,-3/33/74/53,0/0/0/-1,-228/1369/487/-176,380/218/-231,0/0,480/-372/-14732,-958/605/426,10/-175/406,#r_sy
r,13284,494448,-3/33/74/53,0/0/0/0,-231/1372/485/-84,380/218/-231,0/0,452/-354/-14764,-963/607/430,10/-175/406,#r_sy
r,13285,494488,-3/33/74/53,0/0/0/2,-229/1369/486/233,380/218/-231,0/0,456/-368/-14752,-954/602/426,10/-175/406,#r_sy
s,0,#r_sy
r,13286,494527,-3/33/74/53,0/0/0/2,-229/1370/487/309,380/218/-231,0/0,419/-398/-14780,-963/605/431,10/-175/406,#r_sy
r,13287,494568,-3/33/74/53,0/0/0/0,-230/1370/487/298,380/218/-231,0/0,406/-430/-14703,-936/590/429,10/-175/406,#r_sy
r,13288,494608,-3/33/74/53,0/0/0/-1,-232/1371/486/98,380/218/-231,0/0,380/-440/-14744,-941/591/431,10/-175/406,#r_sy
r,13289,494647,-3/33/74/53,0/0/0/-4,-231/1371/486/-157,380/218/-231,0/0,366/-460/-14682,-912/574/431,10/-175/406,#r_sy
r,13290,494684,-3/33/74/53,0/0/0/-1,-232/1370/486/-171,380/218/-231,0/0,378/-448/-14732,-917/576/431,10/-175/406,#r_sy
r,13291,494722,-3/33/74/53,0/0/0/0,-230/1369/485/-163,380/218/-231,0/0,388/-442/-14696,-900/566/426,10/-175/406,#r_sy
r,13292,494762,-3/33/74/53,0/0/0/1,-229/1371/486/66,380/218/-231,0/0,378/-448/-14728,-903/566/425,10/-175/406,#r_sy
r,13293,494803,-3/33/74/53,0/0/0/4,-230/1369/485/309,380/218/-231,0/0,368/-423/-14739,-903/565/427,10/-175/406,#r_sy
r,13294,494842,-3/33/74/53,0/0/0/0,-230/1370/485/309,380/218/-231,0/0,386/-430/-14689,-895/560/417,10/-175/406,#r_sy
r,13295,494882,-3/33/74/53,0/0/0/0,-229/1372/483/104,380/218/-231,0/0,348/-417/-14684,-894/558/425,10/-175/406,#r_sy
r,13296,494924,-3/33/74/53,0/0/0/0,-231/1371/485/15,380/218/-231,0/0,364/-428/-14712,-900/563/421,10/-175/406,#r_sy
r,13297,494962,-3/33/74/53,0/0/0/-4,-226/1370/487/-163,380/218/-231,0/0,364/-406/-14700,-895/560/423,10/-175/406,#r_sy
r,13298,495001,-3/33/74/53,0/0/0/0,-230/1375/490/-173,380/218/-231,0/0,400/-412/-14696,-889/558/418,10/-175/406,#r_sy
r,13299,495036,-3/33/74/53,0/0/0/0,-231/1373/486/-73,380/218/-231,0/0,412/-406/-14686,-881/554/418,10/-175/406,#r_sy
r,13300,495075,-3/33/74/53,0/0/0/2,-229/1368/484/236,380/218/-231,0/0,540/-392/-14696,-865/550/399,10/-175/406,#r_sy
r,13301,495116,-3/33/74/53,0/0/0/2,-230/1374/486/317,380/218/-231,0/0,744/-306/-14756,-849/547/380,10/-175/406,#r_sy
r,13302,495156,-3/33/74/53,0/0/0/0,-230/1369/487/313,380/218/-231,0/0,974/-208/-14762,-837/548/349,10/-175/406,#r_sy
r,13303,495196,-3/33/74/53,0/0/0/-1,-227/1369/485/89,380/218/-231,0/0,1038/-76/-14730,-831/541/363,10/-175/406,#r_sy
r,13304,495236,-3/33/74/53,0/0/0/-1,-230/1373/486/-8,380/218/-231,0/0,1162/-6/-14762,-823/540/354,10/-175/406,#r_sy
r,13305,495276,-3/33/74/53,0/0/0/-1,-230/1373/488/-10,380/218/-231,0/0,1164/60/-14675,-806/531/360,10/-175/406,#r_sy
r,13306,495309,-3/33/74/53,0/0/0/0,-231/1369/487/-21,380/218/-231,0/0,1184/66/-14667,-802/530/358,10/-175/406,#r_sy
r,13307,495344,-3/33/74/53,0/0/0/0,-230/1374/487/-74,380/218/-231,0/0,1176/62/-14636,-790/522/362,10/-175/406,#r_sy
r,13308,495378,-3/33/74/53,0/0/0/0,-229/1371/485/-19,380/218/-231,0/0,1156/60/-14586,-784/518/363,10/-175/406,#r_sy
r,13309,495409,-3/33/74/53,0/0/0/0,-229/1369/481/-20,380/218/-231,0/0,1096/18/-14458,-754/499/365,10/-175/406,#r_sy
r,13310,495444,-3/33/74/53,0/0/0/0,-226/1365/487/-25,380/218/-231,0/0,1016/-38/-14289,-713/474/365,10/-175/406,#r_sy
r,13311,495477,-3/33/74/53,0/0/0/0,-228/1370/487/-26,380/218/-231,0/0,892/-154/-14146,-663/442/363,10/-175/406,#r_sy
r,13312,495509,-3/33/74/53,0/0/0/0,-228/1368/486/-17,380/218/-231,0/0,760/-312/-14039,-606/402/359,10/-175/406,#r_sy
r,13313,495544,-3/33/74/53,0/0/0/0,-230/1372/487/-21,380/218/-231,0/0,668/-362/-13938,-553/367/352,10/-175/406,#r_sy
r,13314,495577,-3/33/74/53,0/2/0/0,-230/1583/481/-22,380/218/-231,0/0,610/-370/-13753,-503/335/343,10/-175/406,#r_sy
r,13315,495609,-3/33/74/53,0/8/0/0,-229/1606/486/-30,380/218/-231,0/0,546/-364/-13634,-457/306/339,10/-175/406,#r_sy
r,13316,495644,-3/34/74/53,0/16/0/0,-229/1628/484/-34,380/218/-231,0/0,471/-344/-13480,-385/263/341,10/-176/406,#r_sy
r,13317,495678,-3/34/74/53,0/23/2/0,-230/1642/702/-36,380/218/-230,0/0,438/-316/-13292,-298/209/344,10/-177/406,#r_sy
r,13318,495710,-3/34/74/53,0/23/8/0,-229/1719/744/-15,380/218/-230,0/0,492/-252/-13244,-283/202/334,10/-177/406,#r_sy
r,13319,495744,-3/34/74/53,0/38/17/1,-228/1757/755/-73,381/218/-228,0/0,492/-211/-13158,-268/193/339,10/-179/406,#r_sy
r,13320,495778,-3/34/74/53,0/48/7/1,-228/1738/766/-5,381/218/-227,0/0,560/-200/-13034,-252/186/325,10/-181/406,#r_sy
r,13321,495810,-3/34/74/53,0/46/8/-2,-230/1754/712/162,381/218/-226,0/0,612/-170/-12975,-268/195/327,10/-183/406,#r_sy
r,13322,495843,-3/34/74/53,0/49/4/-1,-232/1828/727/176,382/218/-224,0/0,712/-174/-12834,-258/194/315,10/-185/406,#r_sy
r,13323,495877,-3/35/74/53,0/102/0/-1,-231/1774/729/171,383/218/-222,0/0,740/-166/-12768,-269/204/321,11/-188/406,#r_sy
r,13324,495909,-3/35/74/53,0/69/0/2,-229/1876/722/-25,384/218/-220,0/0,764/-174/-12716,-288/218/323,11/-190/406,#r_sy
r,13325,495944,-3/35/74/53,0/67/-2/0,-229/1871/256/-38,385/218/-218,0/0,780/-202/-12618,-287/219/322,11/-193/406,#r_sy
r,13326,495979,-3/35/74/53,0/77/-3/0,-231/1878/244/-157,386/218/-215,0/0,806/-240/-12596,-297/229/319,11/-197/406,#r_sy
r,13327,496010,-3/36/74/53,0/127/-1/0,-232/1818/237/-40,387/218/-213,0/0,838/-264/-12588,-306/239/314,11/-199/406,#r_sy
r,13328,496044,-3/36/74/53,0/115/0/0,-230/1894/474/200,388/219/-209,0/0,866/-284/-12584,-312/246/311,11/-203/406,#r_sy
r,13329,496079,-3/37/74/53,0/112/-1/-1,-231/1982/255/200,389/219/-206,0/0,858/-300/-12588,-317/250/315,12/-208/406,#r_sy
r,13330,496110,-3/37/74/53,0/121/0/0,-230/1956/243/-8,390/219/-204,0/0,914/-300/-12586,-325/259/307,12/-211/406,#r_sy
r,13331,496144,-3/37/74/53,0/140/0/0,-229/1963/475/-140,392/219/-200,0/0,966/-244/-12660,-354/280/300,12/-216/407,#r_sy
r,13332,496179,-3/38/74/53,0/149/0/0,-228/1943/485/-25,393/219/-195,0/0,1138/-142/-12824,-421/330/280,13/-221/407,#r_sy
r,13333,496210,-3/38/74/53,0/147/0/0,-229/2003/486/-29,394/219/-193,0/0,1262/-72/-13034,-500/381/256,13/-224/407,#r_sy
r,13334,496244,-3/39/74/53,0/136/0/0,-227/2003/486/-30,396/219/-188,0/0,1246/-30/-12992,-509/387/257,13/-230/407,#r_sy
r,13335,496279,-3/39/74/53,0/168/0/0,-228/2076/486/-27,398/219/-183,0/0,1254/-36/-12996,-517/394/247,14/-236/407,#r_sy
r,13336,496311,-3/40/74/53,0/174/0/0,-231/2092/486/-18,398/219/-180,0/0,1172/-14/-12972,-513/389/263,14/-240/407,#r_sy
r,13337,496344,-3/40/74/53,0/176/0/0,-230/2075/485/-19,400/219/-175,0/0,1204/46/-13022,-521/396/255,14/-246/407,#r_sy
r,13338,496380,-3/41/74/53,0/189/0/2,-228/2167/484/-68,402/219/-169,0/0,1278/72/-13082,-527/401/250,15/-253/408,#r_sy
r,13339,496418,-3/42/74/53,0/204/0/1,-230/2160/551/-3,403/220/-163,0/0,1334/82/-13082,-521/403/244,15/-261/408,#r_sy
r,13340,496450,-3/42/74/53,0/183/0/-1,-226/2162/554/73,405/220/-159,0/0,1282/90/-13138,-526/403/244,16/-265/408,#r_sy
r,13341,496489,-3/43/74/53,0/202/0/-2,-227/2174/552/55,407/220/-153,0/0,1216/112/-13046,-501/387/257,16/-272/408,#r_sy
s,0,#r_sy
r,13342,496525,-3/44/74/53,0/190/0/-1,-229/2252/553/54,409/220/-146,0/0,1252/122/-13048,-506/390/249,17/-281/408,#r_sy
r,13343,496565,-3/45/74/53,0/212/0/-1,-226/2259/550/64,410/220/-139,0/0,1134/94/-12930,-475/369/272,17/-289/409,#r_sy
r,13344,496606,-3/46/74/53,0/209/0/-1,-227/2277/553/34,412/220/-132,0/0,1022/70/-12989,-494/376/281,18/-298/409,#r_sy
r,13345,496645,-3/46/74/53,0/218/0/-1,-229/2287/554/60,414/220/-124,0/0,996/26/-12888,-473/367/267,19/-307/409,#r_sy
r,13346,496678,-3/47/74/53,0/256/0/-1,-227/2353/551/54,415/220/-116,0/0,993/34/-12928,-494/381/247,19/-316/410,#r_sy
r,13347,496712,-3/48/74/53,0/226/0/2,-228/2357/553/38,416/220/-112,0/0,992/52/-12953,-521/399/240,20/-321/410,#r_sy
r,13348,496745,-3/49/74/53,0/260/0/2,-226/2374/553/32,418/220/-104,0/0,982/64/-12939,-549/418/213,20/-330/410,#r_sy
r,13349,496779,-3/50/74/53,0/262/0/1,-227/2411/554/38,419/221/-96,0/0,900/64/-12964,-576/430/224,21/-340/411,#r_sy
r,13350,496811,-3/50/74/53,0/235/0/-1,-228/2401/554/71,420/221/-92,0/0,885/28/-12796,-553/419/205,22/-344/411,#r_sy
r,13351,496845,-3/51/74/53,0/234/0/-1,-230/2399/554/74,421/221/-83,0/0,766/16/-12852,-582/431/238,22/-354/411,#r_sy
r,13352,496879,-3/52/74/53,0/235/0/-1,-227/2393/553/69,422/221/-75,0/0,706/-52/-12686,-545/408/237,23/-364/412,#r_sy
r,13353,496911,-3/53/74/53,0/245/0/2,-230/2476/550/34,423/221/-70,0/0,692/-62/-12704,-558/414/238,24/-369/412,#r_sy
r,13354,496950,-3/54/74/53,0/266/0/1,-231/2519/552/51,424/221/-62,0/0,652/-96/-12636,-549/409/253,25/-378/413,#r_sy
r,13355,496990,-3/55/74/53,0/259/0/1,-230/2516/552/24,425/221/-54,0/0,578/-116/-12598,-543/403/256,25/-388/413,#r_sy
r,13356,497024,-3/56/74/53,0/230/0/1,-232/2508/552/20,425/221/-45,0/0,504/-105/-12532,-532/395/266,26/-398/414,#r_sy
r,13357,497057,-3/57/74/53,0/235/0/2,-231/2559/555/21,425/221/-37,0/0,556/-172/-12468,-519/392/238,27/-407/414,#r_sy
r,13358,497098,-3/58/74/53,0/228/0/2,-228/2544/551/20,426/221/-28,0/0,478/-124/-12444,-511/389/262,28/-417/415,#r_sy
r,13359,497137,-3/58/74/53,0/243/0/3,-227/2538/555/27,426/221/-20,0/0,526/-132/-12500,-518/394/242,29/-426/416,#r_sy
r,13360,497177,-3/59/74/53,0/238/0/2,-232/2580/551/22,426/221/-12,0/0,500/-136/-12462,-498/381/236,30/-436/416,#r_sy
r,13361,497213,-3/60/74/53,0/259/0/-1,-228/2586/553/76,427/221/-8,0/0,448/-136/-12514,-515/390/247,31/-440/417,#r_sy
r,13362,497246,-3/61/74/53,0/221/0/-1,-230/2630/552/300,427/221/0,0/0,350/-182/-12392,-488/375/255,32/-450/417,#r_sy
r,13363,497285,-3/62/74/53,0/212/0/-2,-227/2633/552/92,427/221/8,0/0,366/-228/-12376,-502/387/247,33/-459/418,#r_sy
r,13364,497321,-3/63/74/53,0/216/0/0,-229/2629/554/174,426/221/16,0/0,416/-292/-12304,-485/374/237,34/-468/419,#r_sy
r,13365,497352,-3/63/74/53,0/232/0/0,-232/2597/554/33,426/221/20,0/0,336/-272/-12224,-478/373/250,34/-473/419,#r_sy
r,13366,497387,-3/64/74/53,0/199/0/2,-229/2636/552/3,426/221/27,0/0,216/-318/-12218,-479/370/270,36/-482/420,#r_sy
r,13367,497421,-3/65/74/53,0/199/0/1,-229/2676/553/5,425/221/35,0/0,248/-324/-12060,-448/357/262,37/-490/421,#r_sy
r,13368,497453,-3/65/74/53,0/240/0/0,-228/2662/554/392,425/221/39,0/0,292/-320/-12186,-492/382/246,37/-494/421,#r_sy
r,13369,497487,-3/66/74/53,0/204/0/0,-231/2657/553/393,425/221/46,0/0,216/-314/-12024,-453/360/262,38/-503/422,#r_sy
r,13370,497520,-3/67/74/53,0/188/0/2,-230/2707/554/432,425/221/53,0/0,220/-362/-12000,-459/366/250,40/-511/423,#r_sy
r,13371,497552,-3/67/74/53,0/192/0/9,-228/2673/554/440,424/221/57,0/0,140/-296/-11962,-467/368/284,40/-515/423,#r_sy
r,13372,497587,-3/68/74/53,0/191/0/11,-233/2695/553/477,424/220/64,0/0,290/-324/-11768,-426/351/235,41/-523/424,#r_sy
r,13373,497621,-3/69/74/53,0/177/0/17,-232/2647/555/460,423/220/71,0/0,190/-254/-11832,-447/360/269,42/-531/424,#r_sy
r,13374,497659,-3/70/74/53,0/174/0/33,-229/2653/554/479,422/219/78,0/0,164/-322/-11598,-398/336/268,44/-538/424,#r_sy
r,13375,497700,-3/70/74/53,0/189/0/29,-230/2693/553/506,422/219/85,0/0,158/-302/-11576,-395/332/273,45/-546/423,#r_sy
r,13376,497741,-3/71/74/53,0/200/0/62,-231/2734/554/516,421/218/92,0/0,144/-348/-11556,-375/323/279,46/-553/422,#r_sy
r,13377,497779,-3/72/74/54,0/172/0/57,-229/2741/556/543,420/217/99,0/0,82/-404/-11432,-334/298/290,47/-560/421,#r_sy
r,13378,497820,-3/73/74/54,0/171/0/90,-227/2736/553/587,420/215/106,0/0,42/-362/-11554,-353/305/313,49/-568/419,#r_sy
r,13379,497854,-3/73/74/54,0/185/0/80,-229/2722/554/609,420/215/109,0/0,28/-402/-11410,-301/270/309,49/-571/418,#r_sy
r,13380,497888,-3/74/74/54,0/168/0/117,-228/2699/553/585,419/213/116,0/0,-182/-360/-11476,-314/261/375,51/-578/416,#r_sy
r,13381,497921,-3/74/74/55,0/173/0/95,-229/2723/552/574,419/211/123,0/0,-318/-404/-11408,-293/244/399,52/-585/413,#r_sy
r,13382,497960,-3/75/74/55,0/166/0/98,-230/2728/553/617,418/209/130,0/0,-423/-434/-11370,-274/225/438,54/-591/410,#r_sy
r,13383,497999,-3/76/74/56,0/165/0/77,-229/2667/554/606,417/207/136,0/0,-346/-436/-11350,-273/222/427,55/-597/407,#r_sy
r,13384,498034,-3/76/74/56,0/159/0/137,-231/2712/552/600,417/206/140,0/0,-446/-430/-11344,-273/218/465,56/-600/405,#r_sy
r,13385,498067,-3/77/74/56,0/137/0/94,-228/2666/554/648,416/204/146,0/0,-524/-476/-11306,-262/209/484,57/-606/402,#r_sy
r,13386,498101,-3/77/74/57,0/114/0/144,-229/2676/552/683,416/202/151,0/0,-444/-469/-11198,-244/201/480,58/-611/398,#r_sy
r,13387,498133,-3/77/74/57,0/89/0/127,-228/2635/554/689,416/201/154,0/0,-348/-458/-11216,-252/207/465,59/-614/397,#r_sy
r,13388,498168,-3/78/74/58,0/114/0/128,-229/2731/551/648,415/198/159,0/0,-374/-450/-11134,-229/195/484,60/-618/392,#r_sy
r,13389,498202,-3/78/74/58,0/128/0/109,-231/2713/555/627,415/196/165,0/0,-421/-458/-11074,-212/182/501,61/-623/388,#r_sy
r,13390,498233,-3/78/74/58,0/123/0/117,-229/2750/553/643,415/195/167,0/0,-382/-410/-11020,-198/173/515,62/-625/386,#r_sy
r,13391,498274,-3/79/74/59,0/121/0/124,-228/2701/552/637,414/192/172,0/0,-278/-458/-10802,-141/147/507,63/-629/382,#r_sy
r,13392,498313,-3/79/74/59,0/115/0/137,-229/2736/555/684,414/189/177,0/0,-454/-518/-10736,-119/129/556,64/-633/377,#r_sy
r,13393,498347,-3/80/74/60,0/90/0/122,-231/2686/552/682,414/187/182,0/0,-508/-616/-10696,-94/111/551,65/-637/373,#r_sy
r,13394,498382,-3/80/74/61,0/92/0/146,-229/2700/553/688,414/184/186,0/0,-454/-646/-10698,-80/102/545,66/-641/368,#r_sy
r,13395,498413,-3/80/74/61,0/111/0/134,-230/2704/551/687,414/183/189,0/0,-516/-694/-10588,-47/80/545,67/-643/366,#r_sy
r,13396,498447,-3/81/74/61,0/102/0/120,-230/2697/553/695,413/180/193,0/0,-672/-756/-10534,-28/63/577,68/-647/361,#r_sy
r,13397,498483,-3/81/74/62,0/87/0/155,-229/2687/554/605,413/177/198,0/0,-784/-864/-10532,-22/53/582,69/-650/356,#r_sy
s,0,#r_sy
r,13398,498515,-3/81/74/62,0/77/0/149,-230/2686/554/637,413/175/200,0/0,-804/-918/-10544,-21/51/582,70/-652/354,#r_sy
r,13399,498549,-3/81/74/63,0/55/0/122,-230/2656/553/621,412/173/204,0/0,-880/-958/-10482,0/34/595,71/-655/349,#r_sy
r,13400,498582,-3/82/74/63,0/50/0/143,-230/2669/554/629,412/170/208,0/0,-1070/-964/-10394,24/12/648,72/-658/345,#r_sy
r,13401,498614,-3/82/74/64,-4/74/0/139,-226/2644/555/643,412/169/209,0/0,-1120/-1034/-10370,39/0/665,72/-659/343,#r_sy
r,13402,498651,-3/82/74/64,-5/58/0/83,-246/2670/552/617,411/166/212,0/0,-1174/-1090/-10416,34/0/689,73/-661/339,#r_sy
r,13403,498683,-3/82/74/65,-5/49/0/70,-250/2650/556/572,411/164/215,0/0,-1194/-1186/-10380,45/-6/692,75/-663/336,#r_sy
r,13404,498715,-3/82/74/65,-3/38/0/109,-242/2628/554/540,411/163/216,0/0,-1250/-1210/-10348,57/-13/712,75/-664/335,#r_sy
r,13405,498749,-3/82/74/65,-7/16/0/60,-237/2583/552/576,411/162/218,0/0,-1274/-1228/-10408,44/-8/716,76/-665/332,#r_sy
r,13406,498782,-3/82/74/65,-17/0/0/74,-271/2545/555/600,411/160/219,0/0,-1248/-1258/-10378,66/-20/712,77/-665/330,#r_sy
r,13407,498815,-3/82/74/66,-19/-4/0/64,-262/2080/553/543,412/160/219,0/0,-1234/-1324/-10466,50/-10/709,78/-665/329,#r_sy
r,13408,498848,-3/82/74/66,-26/-4/0/56,-298/2026/554/576,412/159/219,0/0,-1278/-1412/-10502,58/-12/709,80/-665/328,#r_sy
r,13409,498882,-4/82/74/66,-15/0/0/60,-262/2018/553/547,412/159/220,0/0,-1292/-1450/-10574,43/-3/703,81/-665/327,#r_sy
r,13410,498915,-4/82/74/66,-14/0/0/33,-281/2252/554/504,412/158/220,0/0,-1230/-1398/-10628,35/4/695,82/-665/327,#r_sy
