r,sequence,timestamp,deg,deg/sec,mA,endpoint,grip/rotation,torque,force,ori,#r_sy
r,17467,645707,48/98/38/69,-20/-43/0/-197,-269/1992/622/-453,407/-349/270,0/0,-2260/-2368/-11562,-176/44/596,-378/-288/-373,#r_sy
r,17468,645742,48/98/38/68,-14/-43/0/-208,-260/1917/621/-460,410/-346/266,0/0,-2236/-2198/-11576,-176/42/601,-375/-287/-363,#r_sy
r,17469,645780,48/98/38/67,-10/-76/0/-225,-247/1820/620/-441,413/-343/262,0/0,-2178/-2056/-11638,-186/45/587,-373/-286/-353,#r_sy
r,17470,645821,48/98/38/67,-7/-86/0/-240,-246/1900/623/-473,416/-339/258,0/0,-2184/-1962/-11670,-188/43/589,-370/-285/-342,#r_sy
r,17471,645860,48/97/38/66,-6/-70/0/-236,-250/1862/620/-488,419/-336/253,0/0,-2080/-1900/-11718,-197/49/559,-366/-283/-331,#r_sy
r,17472,645901,48/97/38/65,-9/-91/0/-262,-268/1854/620/-424,422/-332/248,0/0,-2060/-1750/-11812,-218/56/567,-363/-282/-319,#r_sy
r,17473,645936,48/97/38/64,-8/-98/0/-280,-250/1819/619/-431,425/-328/242,0/0,-2064/-1648/-11838,-218/53/570,-359/-280/-307,#r_sy
r,17474,645969,48/96/38/63,-8/-122/0/-251,-251/1860/621/-430,427/-326/240,0/0,-1994/-1488/-11794,-209/45/561,-357/-279/-300,#r_sy
r,17475,646002,48/96/38/62,-19/-115/0/-254,-212/1887/620/-428,431/-322/234,0/0,-1926/-1344/-11786,-212/45/550,-353/-277/-288,#r_sy
r,17476,646040,48/96/38/61,-6/-108/0/-282,-254/1864/620/-447,434/-318/227,0/0,-1902/-1248/-11910,-245/59/542,-349/-275/-275,#r_sy
r,17477,646081,48/95/38/60,-7/-144/0/-297,-268/1815/621/-426,437/-314/221,0/0,-1874/-1172/-12018,-272/71/539,-344/-272/-262,#r_sy
r,17478,646116,48/95/38/59,-3/-106/0/-288,-235/1796/622/-445,441/-310/214,0/0,-1844/-1012/-11982,-265/64/542,-339/-270/-249,#r_sy
r,17479,646148,48/94/38/58,-1/-109/0/-266,-234/1873/624/-436,442/-308/210,0/0,-1740/-874/-11970,-268/64/515,-337/-269/-242,#r_sy
r,17480,646182,48/94/38/57,-1/-103/0/-252,-235/1738/620/-433,445/-304/203,0/0,-1698/-776/-12006,-286/73/519,-333/-266/-229,#r_sy
r,17481,646215,48/93/38/56,0/-129/0/-280,-232/1778/583/-436,447/-300/196,0/0,-1734/-756/-12156,-322/87/519,-328/-263/-215,#r_sy
r,17482,646249,48/93/38/56,0/-139/0/-292,-229/1815/553/-449,449/-297/192,0/0,-1729/-700/-12188,-334/91/516,-325/-261/-209,#r_sy
r,17483,646282,48/93/38/54,-2/-136/0/-298,-227/1811/553/-449,452/-293/184,0/0,-1596/-596/-12116,-319/80/493,-320/-258/-195,#r_sy
r,17484,646315,48/92/38/53,-5/-122/0/-289,-228/1836/552/-443,454/-289/176,0/0,-1536/-428/-12126,-326/82/486,-315/-255/-181,#r_sy
r,17485,646355,48/91/38/52,-6/-129/0/-307,-251/1841/553/-435,457/-284/168,0/0,-1621/-342/-12294,-374/102/506,-310/-252/-167,#r_sy
r,17486,646388,48/91/38/52,-12/-136/0/-287,-256/1755/551/-443,458/-282/164,0/0,-1668/-314/-12336,-374/95/513,-308/-251/-160,#r_sy
r,17487,646426,47/91/38/50,-7/-142/0/-276,-260/1829/552/-452,461/-276/156,0/0,-1472/-186/-12274,-368/94/475,-302/-248/-146,#r_sy
r,17488,646462,47/90/38/49,-13/-145/0/-290,-299/1740/552/-460,463/-271/147,0/0,-1450/-80/-12306,-374/93/473,-297/-244/-131,#r_sy
r,17489,646497,47/89/38/48,-14/-131/0/-304,-257/1823/553/-451,465/-266/139,0/0,-1582/12/-12470,-422/114/510,-291/-241/-117,#r_sy
s,0,#r_sy
r,17490,646528,47/89/38/47,-11/-145/0/-302,-268/1712/554/-445,466/-263/135,0/0,-1548/72/-12508,-431/112/488,-289/-240/-109,#r_sy
r,17491,646563,47/88/38/46,-15/-158/0/-297,-257/1676/551/-450,468/-258/126,0/0,-1374/218/-12448,-421/105/456,-283/-236/-94,#r_sy
r,17492,646603,47/88/38/45,-16/-149/0/-306,-272/1655/553/-458,470/-252/117,0/0,-1328/340/-12550,-464/126/442,-277/-232/-79,#r_sy
r,17493,646644,47/87/38/44,-15/-181/0/-278,-274/1690/489/-461,472/-246/107,0/0,-1452/432/-12678,-492/128/448,-271/-229/-64,#r_sy
r,17494,646684,47/86/38/42,-27/-159/0/-316,-268/1722/485/-469,474/-240/98,0/0,-1280/618/-12700,-502/126/386,-264/-225/-48,#r_sy
r,17495,646725,47/86/38/41,-27/-163/0/-305,-261/1657/487/-465,474/-233/89,0/0,-1284/804/-12774,-524/129/382,-258/-221/-33,#r_sy
r,17496,646764,47/85/38/40,-28/-187/0/-291,-324/1699/487/-462,476/-227/79,0/0,-1284/900/-12894,-556/138/362,-252/-217/-18,#r_sy
r,17497,646804,47/84/38/39,-39/-192/0/-293,-309/1704/486/-473,477/-220/69,0/0,-1168/1008/-13025,-592/156/337,-245/-213/-2,#r_sy
r,17498,646844,46/84/38/38,-39/-203/0/-292,-312/1645/487/-452,478/-213/60,0/0,-1044/1070/-12982,-584/152/306,-238/-209/12,#r_sy
r,17499,646884,46/83/38/37,-51/-178/0/-269,-335/1553/486/-464,480/-206/50,0/0,-950/1238/-13108,-617/165/283,-230/-205/28,#r_sy
r,17500,646925,46/82/38/36,-51/-212/0/-294,-324/1630/486/-449,480/-199/40,0/0,-900/1384/-13174,-644/179/283,-223/-201/43,#r_sy
r,17501,646964,46/81/38/35,-60/-224/0/-257,-346/1540/411/-468,480/-191/30,0/0,-744/1448/-13208,-659/188/248,-215/-197/58,#r_sy
r,17502,647002,45/80/38/34,-54/-222/0/-215,-397/1556/413/-442,481/-184/20,0/0,-620/1514/-13244,-684/208/249,-207/-192/73,#r_sy
r,17503,647045,45/79/38/33,-85/-237/0/-226,-416/1528/413/-434,481/-176/10,0/0,-478/1498/-13264,-700/224/230,-199/-187/89,#r_sy
r,17504,647083,45/78/38/32,-108/-235/0/-220,-428/1554/413/-436,481/-168/0,0/0,-334/1466/-13367,-721/244/226,-191/-182/103,#r_sy
r,17505,647122,44/77/38/31,-60/-245/0/-186,-455/1515/411/-423,482/-160/-10,0/0,-176/1418/-13352,-711/248/228,-183/-177/117,#r_sy
r,17506,647164,44/77/38/30,-108/-255/0/-219,-366/1504/411/-417,481/-153/-20,0/0,-42/1392/-13466,-724/263/242,-174/-172/131,#r_sy
r,17507,647204,44/76/38/29,-109/-239/0/-174,-435/1438/361/-418,481/-145/-30,0/0,158/1338/-13442,-715/270/237,-166/-166/145,#r_sy
r,17508,647243,43/75/38/29,-131/-249/0/-157,-432/1434/344/-383,481/-137/-40,0/0,264/1314/-13470,-715/276/241,-158/-160/158,#r_sy
r,17509,647278,43/74/38/28,-111/-257/0/-152,-435/1434/344/-383,480/-129/-50,0/0,398/1128/-13442,-702/280/221,-149/-155/171,#r_sy
r,17510,647310,43/73/38/28,-105/-250/0/-148,-431/1419/345/-377,480/-125/-54,0/0,476/1086/-13558,-735/303/225,-145/-152/178,#r_sy
r,17511,647344,42/72/38/27,-74/-263/0/-121,-444/1387/344/-356,480/-117/-64,0/0,490/1024/-13492,-704/293/230,-136/-145/190,#r_sy
r,17512,647378,42/71/38/26,-118/-271/0/-98,-467/1334/344/-312,479/-109/-74,0/0,620/1054/-13550,-716/304/228,-128/-139/201,#r_sy
r,17513,647417,41/70/38/26,-137/-248/0/-131,-450/1342/346/-379,478/-101/-83,0/0,676/996/-13430,-678/287/227,-119/-132/213,#r_sy
r,17514,647457,41/69/38/25,-114/-238/0/-106,-434/1361/296/-411,476/-94/-93,0/0,736/870/-13620,-721/313/221,-111/-126/223,#r_sy
r,17515,647498,40/68/38/25,-130/-264/0/-100,-403/1288/278/-340,475/-86/-102,0/0,722/708/-13696,-727/319/220,-103/-119/233,#r_sy
r,17516,647537,40/67/38/25,-121/-260/0/-88,-472/1291/276/-375,474/-79/-111,0/0,770/722/-13688,-723/316/229,-95/-112/243,#r_sy
r,17517,647578,40/66/38/24,-142/-254/0/-73,-441/1277/277/-325,472/-72/-120,0/0,918/726/-13644,-707/311/209,-87/-104/252,#r_sy
r,17518,647617,39/65/38/24,-80/-263/0/-59,-428/1195/276/-328,471/-65/-129,0/0,912/724/-13648,-705/308/228,-80/-97/260,#r_sy
r,17519,647658,39/64/38/24,-131/-280/0/-35,-487/1190/278/-318,469/-58/-137,0/0,992/666/-13762,-730/324/207,-72/-89/268,#r_sy
r,17520,647697,38/63/38/24,-105/-253/0/-20,-404/1169/279/-232,468/-51/-146,0/0,1116/692/-13730,-717/315/199,-65/-82/275,#r_sy
r,17521,647737,38/62/38/24,-105/-280/0/-9,-479/1131/204/-239,466/-45/-155,0/0,1290/842/-13778,-727/320/193,-57/-74/281,#r_sy
r,17522,647778,37/60/38/24,-141/-260/0/1,-442/1124/202/-171,464/-38/-163,0/0,1474/882/-13722,-705/314/164,-50/-66/287,#r_sy
r,17523,647810,37/60/38/24,-120/-272/0/0,-492/1140/202/133,463/-35/-167,0/0,1610/864/-13774,-712/321/145,-46/-62/290,#r_sy
r,17524,647851,36/59/38/24,-133/-237/0/10,-476/1082/202/256,461/-29/-176,0/0,1666/808/-13853,-722/330/139,-40/-53/295,#r_sy
r,17525,647891,36/58/38/24,-136/-255/0/29,-450/1072/203/252,459/-22/-184,0/0,1766/854/-13896,-723/331/136,-33/-45/300,#r_sy
r,17526,647930,35/57/38/24,-133/-259/0/16,-419/1072/204/273,458/-16/-192,0/0,1936/914/-13898,-718/331/121,-27/-37/304,#r_sy
r,17527,647971,35/56/38/24,-109/-260/0/29,-454/973/200/282,455/-10/-199,0/0,2054/976/-13848,-706/322/118,-20/-29/308,#r_sy
r,17528,648012,34/55/38/24,-146/-235/0/33,-500/1009/201/319,453/-4/-207,0/0,2152/1002/-13910,-726/336/120,-14/-21/312,#r_sy
r,17529,648051,34/54/38/24,-152/-242/0/42,-457/1021/202/310,452/1/-214,0/0,2288/922/-13914,-725/340/93,-9/-13/316,#r_sy
r,17530,648091,33/53/38/25,-146/-231/0/60,-432/950/203/330,449/7/-221,0/0,2290/964/-13974,-738/341/116,-3/-5/319,#r_sy
r,17531,648131,33/52/38/25,-106/-247/0/45,-497/912/136/359,447/12/-228,0/0,2438/952/-13884,-716/330/89,1/1/322,#r_sy
r,17532,648171,32/51/38/25,-132/-211/0/65,-460/940/136/331,445/18/-235,0/0,2376/1090/-13912,-725/331/141,6/9/325,#r_sy
r,17533,648212,32/50/38/25,-115/-232/0/78,-478/918/135/366,443/23/-241,0/0,2496/1016/-13910,-726/336/121,10/17/327,#r_sy
r,17534,648251,31/49/38/26,-107/-235/0/84,-487/902/137/379,442/29/-248,0/0,2512/970/-13966,-735/340/129,14/24/329,#r_sy
r,17535,648292,31/48/38/26,-103/-191/0/70,-482/876/135/391,439/34/-254,0/0,2606/910/-13906,-720/341/115,19/32/331,#r_sy
r,17536,648330,30/48/38/27,-156/-216/0/99,-443/811/132/412,437/39/-260,0/0,2638/910/-13978,-737/354/121,22/39/332,#r_sy
r,17537,648371,29/47/38/27,-163/-182/0/134,-493/810/135/444,436/44/-266,0/0,2628/926/-13870,-721/343/136,26/46/333,#r_sy
r,17538,648411,29/46/38/28,-162/-196/0/154,-492/845/135/442,434/49/-272,0/0,2750/908/-13848,-713/346/120,29/53/334,#r_sy
r,17539,648447,28/45/38/28,-165/-193/0/137,-454/824/134/447,432/53/-278,0/0,2714/860/-13874,-714/348/133,32/60/334,#r_sy
r,17540,648486,27/45/38/29,-163/-187/0/167,-492/771/136/448,431/57/-283,0/0,2784/820/-13828,-719/357/127,35/67/334,#r_sy
s,0,#r_sy
r,17541,648525,27/44/38/30,-139/-172/0/187,-500/741/136/485,430/61/-289,0/0,2746/843/-13702,-695/348/134,37/73/333,#r_sy
r,17542,648561,26/43/38/30,-139/-146/0/208,-492/759/136/506,428/65/-294,0/0,2826/876/-13653,-683/343/141,39/79/332,#r_sy
r,17543,648599,26/43/38/31,-157/-169/0/187,-499/764/134/508,427/69/-299,0/0,2760/954/-13666,-692/347/175,41/85/330,#r_sy
r,17544,648639,25/42/38/32,-163/-153/0/182,-498/790/136/484,426/72/-304,0/0,2804/924/-13574,-664/338/187,42/91/329,#r_sy
r,17545,648679,24/42/38/33,-181/-135/0/204,-495/753/135/452,425/75/-309,0/0,2764/906/-13512,-651/333/204,44/97/327,#r_sy
r,17546,648719,23/41/38/34,-146/-125/0/208,-538/785/135/483,425/79/-313,0/0,2740/876/-13442,-626/319/216,44/102/325,#r_sy
r,17547,648760,23/41/38/34,-159/-113/0/197,-520/814/136/477,424/82/-317,0/0,2720/854/-13467,-620/323/247,45/107/323,#r_sy
r,17548,648799,22/40/38/35,-204/-89/0/201,-532/820/137/468,423/85/-321,0/0,2636/914/-13422,-610/312/305,45/111/322,#r_sy
r,17549,648840,21/40/38/36,-187/-115/0/217,-528/821/136/468,422/88/-325,0/0,2650/798/-13288,-558/292/276,45/116/321,#r_sy
r,17550,648879,20/39/38/37,-235/-98/0/217,-526/832/136/498,422/91/-328,0/0,2466/772/-13428,-590/301/361,45/119/320,#r_sy
r,17551,648920,20/39/38/38,-213/-59/0/225,-540/752/135/484,422/95/-331,0/0,2466/636/-13396,-556/285/365,44/123/319,#r_sy
r,17552,648959,19/39/38/39,-199/-45/0/250,-543/824/134/478,421/98/-334,0/0,2302/618/-13360,-534/264/425,43/126/319,#r_sy
r,17553,649000,18/39/38/40,-232/-35/0/206,-556/860/132/496,421/102/-336,0/0,2358/550/-13344,-506/257/410,42/128/319,#r_sy
r,17554,649039,17/39/38/41,-205/-29/0/194,-554/903/140/497,421/106/-338,0/0,2045/492/-13425,-519/256/489,40/130/320,#r_sy
r,17555,649072,16/39/38/41,-225/-20/0/217,-534/907/133/480,422/108/-339,0/0,2128/380/-13480,-532/272/455,39/130/320,#r_sy
r,17556,649106,16/38/38/42,-228/-1/0/213,-552/953/136/483,422/112/-340,0/0,2042/206/-13314,-468/241/455,37/131/322,#r_sy
r,17557,649140,15/38/38/43,-260/11/0/216,-556/1432/136/471,422/117/-340,0/0,1954/218/-13524,-517/268/477,35/132/324,#r_sy
r,17558,649173,14/38/38/43,-239/8/0/171,-576/1491/136/485,422/119/-341,0/0,2020/0/-13446,-463/254/422,33/132/325,#r_sy
r,17559,649207,13/39/38/44,-241/2/0/200,-551/1491/132/467,423/124/-341,0/0,1695/-8/-13548,-485/258/496,31/132/328,#r_sy
r,17560,649242,12/39/38/44,-223/-1/0/165,-587/1248/199/481,423/129/-342,0/0,1937/-218/-13578,-467/265/393,29/133/330,#r_sy
r,17561,649273,12/39/38/45,-269/-1/0/193,-544/1015/204/452,423/131/-342,0/0,1629/-211/-13496,-438/247/452,28/133/332,#r_sy
r,17562,649307,11/39/38/45,-223/-2/0/160,-565/999/201/469,422/136/-343,0/0,1710/-444/-13702,-471/279/363,25/134/335,#r_sy
r,17563,649340,10/39/38/46,-214/0/0/168,-568/998/201/453,422/141/-344,0/0,1474/-388/-13802,-488/288/423,23/134/338,#r_sy
r,17564,649373,9/39/38/46,-263/0/0/146,-562/998/203/443,422/143/-344,0/0,1584/-438/-13778,-462/282/368,22/134/339,#r_sy
r,17565,649407,8/39/38/47,-259/0/0/146,-566/1240/202/420,422/148/-344,0/0,1618/-490/-13738,-448/280/336,20/135/342,#r_sy
r,17566,649440,7/39/38/48,-196/1/0/162,-588/1321/200/422,421/153/-345,0/0,1512/-473/-13764,-450/279/355,18/135/344,#r_sy
r,17567,649480,7/39/38/48,-197/0/0/177,-553/1162/200/457,421/157/-346,0/0,1606/-458/-13822,-472/298/314,16/135/347,#r_sy
r,17568,649513,6/39/38/49,-201/-1/0/175,-560/996/199/458,421/159/-346,0/0,1504/-388/-13736,-465/287/367,15/135/348,#r_sy
r,17569,649553,5/39/38/49,-204/0/0/182,-542/1219/202/450,421/163/-346,0/0,1656/-606/-13778,-467/291/312,13/136/349,#r_sy
r,17570,649593,5/39/38/50,-156/0/0/162,-512/1235/202/456,421/166/-347,0/0,1612/-372/-13928,-504/306/367,11/136/350,#r_sy
r,17571,649633,4/39/38/51,-165/0/0/118,-488/1235/202/443,421/168/-348,0/0,1648/-132/-13842,-485/291/421,9/136/351,#r_sy
r,17572,649667,3/39/38/51,-155/2/0/160,-521/1447/201/441,421/171/-348,0/0,1782/-184/-13838,-467/288/397,8/136/351,#r_sy
r,17573,649701,3/39/38/52,-148/4/0/144,-491/1494/203/446,421/173/-348,0/0,1700/-256/-13867,-462/286/411,7/136/351,#r_sy
r,17574,649734,3/39/38/52,-143/3/0/145,-508/1484/200/438,421/174/-348,0/0,1654/-214/-13974,-496/302/420,6/136/351,#r_sy
r,17575,649768,2/39/38/53,-83/10/0/151,-489/1532/200/443,421/176/-349,0/0,1658/-214/-13834,-455/278/412,5/136/351,#r_sy
r,17576,649802,2/39/38/53,-95/23/0/125,-473/1564/201/465,422/177/-349,0/0,1650/-218/-13834,-453/277/416,4/135/350,#r_sy
r,17577,649834,1/39/38/53,-80/27/0/147,-449/1566/201/470,422/178/-348,0/0,1608/-256/-13934,-463/283/427,3/134/350,#r_sy
r,17578,649867,1/39/38/54,-91/32/0/93,-478/1592/202/490,424/178/-348,0/0,1554/-228/-13936,-457/278/446,2/133/348,#r_sy
r,17579,649902,1/39/38/55,-89/54/0/118,-453/1595/202/491,425/179/-347,0/0,1588/-211/-13946,-450/272/445,1/132/346,#r_sy
r,17580,649934,1/39/38/55,-49/39/0/125,-424/1632/204/469,425/179/-347,0/0,1566/-202/-13892,-428/259/463,1/131/345,#r_sy
r,17581,649968,0/39/38/55,-45/39/0/136,-437/1640/202/460,427/178/-345,0/0,1538/-258/-13975,-447/269/473,0/129/343,#r_sy
r,17582,650003,0/39/38/56,-26/36/0/72,-339/1621/201/487,429/178/-344,0/0,1492/-266/-14014,-453/270/496,0/128/340,#r_sy
r,17583,650035,0/39/38/56,-47/32/0/69,-293/1624/277/400,430/177/-344,0/0,1524/-282/-13939,-437/260/502,0/127/338,#r_sy
r,17584,650067,0/40/38/56,-27/23/0/93,-290/1638/276/446,431/176/-343,0/0,1522/-286/-13948,-455/267/518,0/126/336,#r_sy
r,17585,650102,0/40/38/57,-17/19/0/82,-269/1619/277/425,432/175/-342,0/0,1386/-308/-13902,-464/260/541,0/124/333,#r_sy
r,17586,650134,0/40/38/57,-12/10/0/82,-270/1614/277/421,433/175/-342,0/0,1318/-386/-13896,-490/277/556,0/124/331,#r_sy
r,17587,650168,0/40/38/57,-9/0/0/86,-278/1568/276/390,433/174/-342,0/0,1296/-386/-13888,-492/277/568,0/124/329,#r_sy
r,17588,650207,0/40/38/57,-5/-4/0/74,-238/1060/275/401,434/173/-342,0/0,1320/-342/-13924,-516/289/572,0/124/326,#r_sy
r,17589,650249,0/40/38/58,-2/-8/0/50,-247/1061/278/426,435/172/-342,0/0,1218/-374/-13994,-536/297/596,0/124/324,#r_sy
r,17590,650289,0/40/38/58,0/-13/0/26,-231/1065/278/358,435/171/-343,0/0,1270/-366/-14032,-543/302/590,0/124/323,#r_sy
r,17591,650328,0/40/38/58,0/0/0/29,-228/1048/278/310,435/171/-343,0/0,1282/-352/-14014,-539/298/590,0/125/321,#r_sy
r,17592,650363,0/40/38/58,0/1/0/2,-231/1513/278/262,435/171/-343,0/0,1304/-312/-14016,-536/297/585,0/125/321,#r_sy
r,17593,650395,0/40/38/58,0/1/0/-1,-229/1546/279/238,435/171/-343,0/0,1314/-266/-13994,-524/292/590,0/124/321,#r_sy
r,17594,650429,0/40/38/58,0/0/0/-9,-227/1538/276/-216,435/171/-343,0/0,1366/-209/-14003,-516/288/575,0/124/321,#r_sy
r,17595,650462,0/40/38/58,0/0/0/-16,-231/1299/277/-277,435/171/-343,0/0,1394/-184/-13964,-503/280/564,0/124/322,#r_sy
r,17596,650495,0/40/38/58,0/0/0/-13,-229/1302/275/-255,435/171/-343,0/0,1374/-174/-14024,-510/286/565,0/124/322,#r_sy
s,0,#r_sy
r,17597,650529,0/40/38/58,0/0/0/-29,-229/1302/276/-269,435/171/-343,0/0,1386/-168/-14006,-503/285/552,0/124/323,#r_sy
r,17598,650563,0/40/38/58,0/0/0/-36,-224/1303/278/-297,434/172/-343,0/0,1378/-142/-14002,-501/285/545,0/124/324,#r_sy
r,17599,650595,0/40/38/58,0/0/0/-33,-229/1303/279/-308,434/172/-343,0/0,1434/-144/-13998,-501/288/529,0/124/325,#r_sy
r,17600,650629,0/40/38/58,0/0/0/-26,-228/1306/277/-300,434/173/-343,0/0,1420/-140/-13988,-497/289/518,0/124/326,#r_sy
r,17601,650663,0/40/38/57,0/0/0/-45,-226/1302/276/-312,434/173/-343,0/0,1440/-124/-14003,-499/294/493,0/124/327,#r_sy
r,17602,650695,0/40/38/57,0/0/0/-29,-228/1303/277/-320,433/174/-343,0/0,1440/-112/-14000,-493/295/476,0/124/327,#r_sy
r,17603,650729,0/40/38/57,0/0/0/-32,-228/1303/277/-292,433/174/-343,0/0,1488/-74/-14036,-497/303/449,0/124/329,#r_sy
r,17604,650763,0/40/38/57,0/0/0/-35,-232/1303/275/-291,433/175/-342,0/0,1462/-28/-14030,-497/304/439,0/124/330,#r_sy
r,17605,650795,0/40/38/57,0/0/0/-26,-230/1302/277/-325,432/175/-342,0/0,1610/-72/-14038,-502/317/379,0/124/330,#r_sy
r,17606,650835,0/40/38/57,2/0/0/-30,143/1306/275/-332,432/175/-342,0/0,1868/222/-14046,-564/362/329,0/124/331,#r_sy
r,17607,650874,0/40/38/57,9/0/0/-10,253/1305/275/-305,432/175/-342,0/0,2274/494/-14066,-613/395/214,0/124/332,#r_sy
r,17608,650915,0/40/38/57,14/0/0/-3,298/1303/277/-283,432/175/-342,0/0,2288/628/-13982,-602/383/199,0/124/331,#r_sy
r,17609,650955,0/40/38/57,15/0/0/0,260/1301/276/-100,432/174/-342,0/0,2286/546/-13974,-581/373/180,0/124/331,#r_sy
r,17610,650996,0/40/38/57,24/0/0/7,302/1303/278/249,433/173/-342,0/0,2334/590/-14024,-571/369/188,0/124/329,#r_sy
r,17611,651035,0/40/38/57,25/0/0/10,315/1305/276/243,433/172/-342,0/0,2546/678/-14008,-534/355/160,0/124/328,#r_sy
r,17612,651076,0/40/38/57,33/0/0/13,322/1304/277/252,434/171/-342,0/0,2724/750/-13975,-479/332/143,0/124/326,#r_sy
r,17613,651115,1/40/38/57,37/2/0/14,319/1506/277/267,435/169/-342,0/0,2868/754/-13884,-423/304/113,1/124/324,#r_sy
r,17614,651155,1/40/38/57,49/11/0/22,343/1556/277/290,435/167/-342,0/0,2990/790/-13722,-370/277/89,1/124/321,#r_sy
r,17615,651195,1/40/38/57,48/19/0/40,303/1581/276/304,436/165/-342,0/0,3138/918/-13500,-324/252/68,2/124/317,#r_sy
r,17616,651235,1/40/38/57,94/28/0/26,345/1580/277/282,438/162/-341,0/0,3192/943/-13303,-312/249/56,2/123/313,#r_sy
r,17617,651276,1/40/38/58,65/40/0/38,400/1660/276/297,440/158/-340,0/0,3259/972/-13138,-313/253/52,3/121/309,#r_sy
r,17618,651316,2/40/38/58,92/72/0/49,396/1701/278/330,442/154/-338,0/0,3220/866/-12842,-290/238/55,3/119/303,#r_sy
r,17619,651356,2/41/38/58,74/92/0/83,391/1706/276/354,445/149/-335,0/0,3096/776/-12524,-251/210/82,4/116/297,#r_sy
r,17620,651396,3/41/38/58,117/105/0/81,391/1810/277/355,448/145/-332,0/0,2906/568/-12304,-233/196/111,5/112/290,#r_sy
r,17621,651436,3/41/38/59,106/94/0/116,425/1797/277/410,452/139/-328,0/0,2710/306/-12142,-235/194/132,5/107/282,#r_sy
r,17622,651476,3/42/38/59,113/122/0/102,380/1804/278/445,457/133/-324,0/0,2414/76/-11948,-219/175/195,5/102/274,#r_sy
r,17623,651515,4/42/38/60,107/158/0/107,452/1884/277/433,461/127/-319,0/0,2322/-90/-11824,-212/169/200,6/96/266,#r_sy
r,17624,651556,4/43/38/60,88/152/0/127,419/1894/279/433,465/121/-313,0/0,2120/-284/-11916,-222/166/229,6/90/257,#r_sy
r,17625,651592,5/44/38/61,103/169/0/141,439/1968/277/466,470/115/-307,0/0,1990/-456/-11982,-242/176/246,6/83/249,#r_sy
r,17626,651632,5/45/38/61,78/189/0/150,390/2057/279/460,475/108/-300,0/0,1870/-486/-11884,-212/152/252,6/75/240,#r_sy
r,17627,651672,5/45/38/62,91/202/0/147,441/1989/344/483,480/101/-293,0/0,1704/-550/-11794,-193/132/260,6/67/231,#r_sy
r,17628,651712,6/46/38/62,88/211/0/158,436/2060/344/480,485/95/-285,0/0,1538/-594/-11866,-208/136/265,5/59/222,#r_sy
r,17629,651752,6/47/38/63,70/209/0/150,452/2107/344/470,491/88/-276,0/0,1388/-636/-11782,-192/122/285,5/50/213,#r_sy
r,17630,651792,6/48/38/63,88/251/0/156,452/2121/344/502,496/81/-268,0/0,1240/-628/-11744,-189/114/302,4/41/203,#r_sy
r,17631,651832,7/49/38/64,61/256/0/168,440/2192/344/494,501/74/-259,0/0,1134/-614/-11728,-187/110/309,3/32/194,#r_sy
r,17632,651872,7/50/38/64,97/261/0/172,396/2217/345/510,506/67/-249,0/0,1002/-698/-11822,-207/122/323,2/22/185,#r_sy
r,17633,651912,7/51/38/65,90/230/0/162,401/2267/409/484,510/60/-239,0/0,950/-714/-11806,-193/115/324,1/12/175,#r_sy
r,17634,651952,8/52/38/66,49/233/0/175,398/2259/413/510,515/53/-229,0/0,914/-762/-11824,-181/110/320,0/2/166,#r_sy
r,17635,651992,8/53/38/66,56/251/0/188,384/2292/410/498,519/46/-219,0/0,916/-832/-11920,-186/122/306,-1/-7/157,#r_sy
r,17636,652032,8/54/38/67,53/276/0/195,362/2359/412/510,523/40/-208,0/0,860/-928/-11944,-166/113/304,-2/-17/148,#r_sy
r,17637,652072,8/55/38/68,62/252/0/157,371/2344/413/497,528/33/-197,0/0,878/-942/-11980,-174/120/288,-4/-28/139,#r_sy
r,17638,652113,9/56/38/68,48/258/0/204,344/2395/410/495,531/26/-186,0/0,854/-988/-11910,-167/118/277,-5/-38/129,#r_sy
r,17639,652152,9/57/38/69,64/265/0/184,339/2440/411/522,535/19/-174,0/0,656/-1058/-11978,-184/123/295,-7/-49/120,#r_sy
r,17640,652193,9/58/38/70,47/254/0/171,356/2458/485/529,539/13/-163,0/0,646/-1136/-11940,-182/127/274,-9/-59/110,#r_sy
r,17641,652232,9/59/38/71,46/259/0/221,311/2512/486/511,541/6/-151,0/0,620/-1262/-11794,-143/105/262,-11/-70/100,#r_sy
r,17642,652272,9/60/38/71,52/255/0/213,315/2492/486/530,545/0/-139,0/0,636/-1332/-11984,-182/132/250,-13/-80/90,#r_sy
r,17643,652313,10/61/38/72,38/254/0/210,322/2593/486/522,547/-8/-127,0/0,562/-1392/-11922,-157/122/267,-15/-91/79,#r_sy
r,17644,652352,10/62/38/73,64/278/0/199,367/2569/487/533,550/-15/-116,0/0,514/-1302/-11912,-155/120/295,-17/-101/69,#r_sy
r,17645,652392,10/64/38/74,40/265/0/218,353/2548/485/525,551/-22/-104,0/0,522/-1356/-11902,-156/124/283,-19/-111/58,#r_sy
r,17646,652432,10/65/38/75,73/249/0/254,320/2654/485/541,553/-30/-92,0/0,488/-1518/-11838,-128/111/272,-22/-122/47,#r_sy
r,17647,652471,10/66/38/76,48/250/0/251,366/2636/554/543,555/-38/-80,0/0,486/-1536/-11940,-160/131/263,-24/-132/35,#r_sy
s,0,#r_sy
